#Position (1/cm)	Attenuation
1351	0.535349230581794
1352	0.537089628115366
1353	0.492247764780904
1354	0.434220321222514
1355	0.446510053634865
1356	0.387005193319819
1357	0.401383018842681
1358	0.40377290290004
1359	0.416313826137486
1360	0.356295597703156
1361	0.39518267601521
1362	0.405260595009111
1363	0.331960512908043
1364	0.340384472684938
1365	0.318415254375659
1366	0.350496693879025
1367	0.344411550337724
1368	0.308328498360227
1369	0.326497572773522
1370	0.308803775749197
1371	0.320242760262683
1372	0.374397361618734
1373	0.373996971005238
1374	0.321175676008405
1375	0.305077802069371
1376	0.308886249604674
1377	0.307572321846206
1378	0.287675036878092
1379	0.285052379932987
1380	0.305874533473107
1381	0.290564144977223
1382	0.299634862831821
1383	0.292438631372811
1384	0.296918701165375
1385	0.312243674278846
1386	0.354489713125725
1387	0.30382353493926
1388	0.293759380265049
1389	0.300436091502698
1390	0.292549317213978
1391	0.290895170851458
1392	0.303130705081069
1393	0.336426039386181
1394	0.351733962496093
1395	0.298741927337252
1396	0.298738232575063
1397	0.345210801399584
1398	0.340505484378684
1399	0.291955530052651
1400	0.283938140524241
1401	0.291914264419067
1402	0.305954675629186
1403	0.327772127608233
1404	0.308361073936185
1405	0.281361328147576
1406	0.280478389086341
1407	0.287281799292844
1408	0.272761087212107
1409	0.276319772913389
1410	0.286312927283781
1411	0.278257773252439
1412	0.272490466486562
1413	0.256593945911298
1414	0.275500316630816
1415	0.307373739054651
1416	0.296456368505323
1417	0.333001040319693
1418	0.324430607397929
1419	0.267783444397776
1420	0.252692879910863
1421	0.271222031210708
1422	0.27684540314393
1423	0.251240489557726
1424	0.230986694510893
1425	0.225478308019675
1426	0.221886162941753
1427	0.223020696651637
1428	0.230634101364449
1429	0.21856793519102
1430	0.194390409828563
1431	0.190835851604532
1432	0.190259262974619
1433	0.187190962068556
1434	0.21616968134295
1435	0.241384433043934
1436	0.19637429771441
1437	0.170935966623098
1438	0.158813298462808
1439	0.153309753812789
1440	0.153541045706465
1441	0.15032612767065
1442	0.14405489038387
1443	0.142848238539252
1444	0.140957238880396
1445	0.146363208841963
1446	0.152175870809944
1447	0.139464594159132
1448	0.127154275729617
1449	0.12529176322974
1450	0.122185834268356
1451	0.119881975221216
1452	0.120358654987428
1453	0.128435312264652
1454	0.149152184088321
1455	0.177815424503872
1456	0.15657270876153
1457	0.134850126622671
1458	0.115853307505127
1459	0.100938150361645
1460	0.0970839880710342
1461	0.0974597621116823
1462	0.106173254634668
1463	0.114323316985705
1464	0.0999479107541613
1465	0.0886112423650317
1466	0.0866095469124039
1467	0.0857814862532109
1468	0.0872789649687601
1469	0.0950878027842704
1470	0.110961806055081
1471	0.116209665212277
1472	0.102430583624733
1473	0.0894720501871135
1474	0.0911212917103511
1475	0.0874913163791028
1476	0.0772309229805212
1477	0.0740493923090083
1478	0.0747231409468214
1479	0.0764250285769632
1480	0.0749965694836923
1481	0.0721095217501991
1482	0.0715655317214571
1483	0.0713481920225168
1484	0.0735230996072381
1485	0.0791384017774385
1486	0.0819385097017585
1487	0.085161330336073
1488	0.0909713435110828
1489	0.0872422934398965
1490	0.0754385717251
1491	0.0719000129513827
1492	0.0734092878391441
1493	0.0776633778798631
1494	0.0888971274148066
1495	0.0893702419783326
1496	0.08456939649304
1497	0.0870199068568547
1498	0.0836876317237561
1499	0.0798976412550571
1500	0.0798303036661505
1501	0.0789983753916291
1502	0.0818183244300093
1503	0.0967913177570073
1504	0.121970208862565
1505	0.150729164252403
1506	0.152970892490494
1507	0.124565917343186
1508	0.10843648132085
1509	0.100106814910927
1510	0.0978106141159874
1511	0.0978705073359821
1512	0.0944034586434119
1513	0.0946439663085638
1514	0.0986771318057135
1515	0.112172928655856
1516	0.118203780721521
1517	0.0989432551081327
1518	0.0951248217216249
1519	0.114104324749788
1520	0.13226957346236
1521	0.123040415075647
1522	0.104533368882485
1523	0.103844931731289
1524	0.113983715822813
1525	0.11032430531878
1526	0.108550521702037
1527	0.112281985492905
1528	0.106942096146776
1529	0.105232809887624
1530	0.112280564759165
1531	0.125179252928802
1532	0.135504637484158
1533	0.121704321444931
1534	0.109155992021015
1535	0.108124126958096
1536	0.121825056017018
1537	0.161792299853158
1538	0.181591989054562
1539	0.147754525508942
1540	0.136064388745212
1541	0.121148377482024
1542	0.100954065051673
1543	0.0961403593535928
1544	0.090293432434927
1545	0.0774948874023398
1546	0.0729619155088266
1547	0.0741719295498233
1548	0.0814570751375788
1549	0.0809931042612059
1550	0.0742962854967992
1551	0.073561444769342
1552	0.083101497227631
1553	0.0901279586058979
1554	0.0819160411663958
1555	0.0894881983301028
1556	0.119799284644726
1557	0.145847596274782
1558	0.13112242073127
1559	0.0982233652719678
1560	0.0720776905481232
1561	0.0629336929644613
1562	0.0669930610148917
1563	0.0712469387594075
1564	0.0630207668401229
1565	0.0608612013134011
1566	0.0621576381616622
1567	0.0736550064437186
1568	0.0787996793134458
1569	0.0632983669439221
1570	0.0591098630843871
1571	0.0587451358962014
1572	0.0585546908161591
1573	0.0622323440813466
1574	0.0791942213844721
1575	0.0735529599211922
1576	0.0604049961589224
1577	0.0565747978128701
1578	0.0559167918201517
1579	0.0555664107962808
1580	0.0555785767790394
1581	0.0556192996289147
1582	0.0554213547410934
1583	0.0550108142703412
1584	0.0548294650807866
1585	0.0544101400425247
1586	0.0542991772327045
1587	0.0544765160948142
1588	0.0545083858113148
1589	0.0544671241509444
1590	0.0540654049349488
1591	0.0545852886355431
1592	0.0554898489437649
1593	0.0593276299323799
1594	0.0551909812195976
1595	0.0542435062566753
1596	0.0538941042149679
1597	0.0546226487930182
1598	0.0553780796044011
1599	0.0565712314058848
1600	0.0572797220006699
1601	0.0582385639185827
1602	0.0579904522246446
1603	0.057067462047991
1604	0.0571533363712803
1605	0.0595019041971981
1606	0.0587046208072564
1607	0.0609353255820229
1608	0.0615549553104519
1609	0.0600247794820424
1610	0.0591999966203463
1611	0.0605782740597101
1612	0.0614890574129692
1613	0.0644474014043049
1614	0.0720414614008008
1615	0.0937633891970757
1616	0.0761556802550574
1617	0.0658366450817522
1618	0.0652201366926353
1619	0.0679701653542964
1620	0.069371020134361
1621	0.0786009447807144
1622	0.0825564515216565
1623	0.0757334280776497
1624	0.0716632108664633
1625	0.0736948948172274
1626	0.0949305635107312
1627	0.096831336609506
1628	0.0819512435268412
1629	0.0805653946595828
1630	0.0807125774723473
1631	0.0834802581186941
1632	0.0844445246928467
1633	0.0971821789462024
1634	0.134137731992386
1635	0.144302468398887
1636	0.108103229635275
1637	0.106243382631517
1638	0.100765918150501
1639	0.102991562121971
1640	0.106291192498155
1641	0.111758898804043
1642	0.110756612998174
1643	0.127601369537079
1644	0.161754582525145
1645	0.179653466670556
1646	0.182617303173742
1647	0.158887658699104
1648	0.142036600391929
1649	0.158367788365622
1650	0.196256466640341
1651	0.240042382417808
1652	0.242568267645967
1653	0.19889329239571
1654	0.164159572815229
1655	0.160721061338785
1656	0.161304689425753
1657	0.165461823279163
1658	0.165116076562315
1659	0.1648911176365
