Wavenumber (cm^-1)	Intensity profile for Laser = Laser wrapper [Q0259] - LaserTune LT-OEM [Q0259]: PiF (V)	Valid:Intensity profile for Laser = Laser wrapper [Q0259] - LaserTune LT-OEM [Q0259]: PiF
1116.64542936289	1.83622120349736e-4	1
1117.64265927979	1.78352112795623e-4	1
1118.63988919668	1.67330268425306e-4	1
1119.63711911358	1.770963452813e-4	1
1120.63434903048	1.51535302927408e-4	1
1121.63157894738	1.55721194641818e-4	1
1122.62880886427	1.58274889730896e-4	0
1123.62603878117	1.47737886055559e-4	1
1124.62326869807	1.41127790866257e-4	0
1125.62049861497	1.41127790866257e-4	1
1126.61772853186	1.57058270844118e-4	1
1127.61495844876	1.21216196610374e-4	1
1128.61218836566	1.30232426677239e-4	1
1129.60941828256	1.24736561656522e-4	1
1130.60664819945	1.16175057955754e-4	0
1131.60387811635	1.16175057955754e-4	1
1132.60110803325	1.27600434333071e-4	1
1133.59833795015	1.13506928416929e-4	0
1134.59556786704	1.11055622046044e-4	1
1135.59279778394	1.14464564075333e-4	1
1136.59002770084	1.18105386437003e-4	0
1137.58725761774	1.08664544332921e-4	1
1138.58448753464	9.5739474377348e-5	1
1139.58171745153	1.07366616758165e-4	1
1140.57894736843	1.04936390417497e-4	1
1141.57617728533	1.07173885053329e-4	1
1142.57340720223	1.11501314113478e-4	1
1143.57063711912	1.01479265461999e-4	1
1144.56786703602	9.59773775755051e-5	1
1145.56509695292	9.57906687364451e-5	1
1146.56232686982	8.18597801962586e-5	1
1147.55955678671	9.35019797415161e-5	1
1148.55678670361	1.03560165587652e-4	0
1149.55401662051	9.59201603506319e-5	1
1150.55124653741	8.52084935677863e-5	1
1151.5484764543	8.81085034389925e-5	1
1152.5457063712	8.39888632481202e-5	1
1153.5429362881	9.39235803458451e-5	1
1154.540166205	1.00768567300416e-4	1
1155.53739612189	9.02375864908541e-5	1
1156.53462603879	8.53500309135254e-5	1
1157.53185595569	9.15475597971622e-5	1
1158.52908587259	8.32540736234324e-5	1
1159.52631578948	9.17071657402296e-5	1
1160.52354570638	1.00160257857027e-4	1
1161.52077562328	1.12139737885748e-4	1
1162.51800554018	1.00262646575221e-4	1
1163.51523545708	1.01268465159835e-4	1
1164.51246537397	9.76065627679481e-5	1
1165.50969529087	1.02981970473143e-4	1
1166.50692520777	1.07276273771523e-4	1
1167.50415512467	9.73656481369029e-5	1
1168.50138504156	1.01717168660156e-4	0
1169.49861495846	1.20713287318067e-4	1
1170.49584487536	9.41825635742187e-5	1
1171.49307479226	1.08860287470645e-4	1
1172.49030470915	1.10889993237201e-4	1
1173.48753462605	1.05668168609297e-4	1
1174.48476454295	9.93893310376823e-5	0
1175.48199445985	1.0171114579438e-4	1
1176.47922437674	1.07848446020256e-4	1
1177.47645429364	1.03144587849099e-4	1
1178.47368421054	9.84557868423823e-5	1
1179.47091412744	1.03159645013539e-4	1
1180.46814404433	1.1923166233714e-4	1
1181.46537396123	1.0348487976545e-4	1
1182.46260387813	1.15127079310708e-4	1
1183.45983379503	1.22718901621518e-4	0
1184.45706371192	1.11133919301134e-4	1
1185.45429362882	1.06996210512933e-4	1
1186.45152354572	1.11215227989112e-4	1
1187.44875346262	1.00413218219624e-4	1
1188.44598337952	1.12552304191412e-4	1
1189.44321329641	1.10793627384783e-4	1
1190.44044321331	9.70554705494322e-5	1
1191.43767313021	1.18198740856533e-4	1
1192.43490304711	1.07441902580367e-4	1
1193.432132964	1.09992586236558e-4	0
1194.4293628809	1.0953785987046e-4	1
1195.4265927978	1.25170207992403e-4	0
1196.4238227147	1.1635273249615e-4	1
1197.42105263159	9.64290925087148e-5	1
1198.41828254849	1.11356765334851e-4	1
1199.41551246539	1.04984573343706e-4	1
1200.41274238229	1.05234522273416e-4	1
1201.40997229918	1.11173067928679e-4	1
1202.40720221608	1.05824763119476e-4	1
1203.40443213298	1.16512338439217e-4	1
1204.40166204988	1.12621567147838e-4	0
1205.39889196677	1.08282092356137e-4	1
1206.39612188367	1.08342321013898e-4	1
1207.39335180057	1.08128509278846e-4	1
1208.39058171747	1.19815880317424e-4	1
1209.38781163436	1.14521781300207e-4	1
1210.38504155126	1.13464768356496e-4	1
1211.38227146816	1.08583235644943e-4	1
1212.37950138506	1.013527852807e-4	1
1213.37673130195	1.07920720409569e-4	1
1214.37396121885	1.0236462673109e-4	0
1215.37119113575	9.74108196302239e-5	1
1216.36842105265	1.15744423052761e-4	1
1217.36565096955	1.12371618218129e-4	0
1218.36288088644	1.0253627840571e-4	1
1219.36011080334	9.676336155929e-5	1
1220.35734072024	9.92116564972864e-5	1
1221.35457063714	8.32871993852011e-5	1
1222.35180055403	9.89406275373607e-5	1
1223.34903047093	1.11501314113478e-4	0
1224.34626038783	9.81064606273668e-5	1
1225.34349030473	8.79067374354922e-5	1
1226.34072022162	8.50910476851518e-5	0
1227.33795013852	8.50910476851518e-5	1
1228.33518005542	7.00850776039262e-5	1
1229.33240997232	7.60537375880701e-5	1
1230.32963988921	7.45329639795975e-5	1
1231.32686980611	8.11069219742424e-5	0
1232.32409972301	8.11069219742424e-5	1
1233.32132963991	7.03621294296281e-5	1
1234.3185595568	6.56853741544639e-5	1
1235.3157894737	6.16711341146738e-5	1
1236.3130193906	6.65195410644577e-5	1
1237.3102493075	7.04283809531655e-5	1
1238.30747922439	7.27200813809827e-5	0
1239.30470914129	6.40320974989164e-5	1
1240.30193905819	8.0808790118324e-5	1
1241.29916897509	6.40170403344761e-5	1
1242.29639889199	8.81928235598583e-5	1
1243.29362880888	6.91605677072903e-5	0
1244.29085872578	6.91605677072903e-5	1
1245.28808864268	7.34669167372227e-5	1
1246.28531855958	8.79067374354922e-5	1
1247.28254847647	1.03451754003681e-4	1
1248.27977839337	1.22733958785959e-4	1
1249.27700831027	1.18150557930324e-4	0
1250.27423822717	1.17593442846032e-4	1
1251.27146814406	1.33876260471797e-4	0
1252.26869806096	1.51971960696177e-4	1
1253.26592797786	1.62424644250649e-4	1
1254.26315789476	1.53128350925194e-4	0
1255.26038781165	1.54110078046703e-4	1
1256.25761772855	1.59624011664749e-4	1
1257.25484764545	1.76587413123217e-4	1
1258.25207756235	1.96273149912495e-4	0
1259.24930747924	1.86865433570181e-4	1
1260.24653739614	2.11456794534116e-4	0
1261.24376731304	2.08071943967932e-4	1
1262.24099722994	2.08589910424679e-4	1
1263.23822714683	2.41905392465337e-4	1
1264.23545706373	2.39381811705139e-4	0
1265.23268698063	2.29971083929937e-4	1
1266.22991689753	2.60507013414912e-4	1
1267.22714681443	2.618471010501e-4	1
1268.22437673132	2.58510433410125e-4	1
1269.22160664822	2.63482309108319e-4	1
1270.21883656512	2.66840056778511e-4	1
1271.21606648202	2.53592763503915e-4	1
1272.21329639891	2.78295547484709e-4	1
1273.21052631581	2.7557020072101e-4	1
1274.20775623271	2.83734195280553e-4	1
1275.20498614961	2.84228070274196e-4	0
1276.2022160665	2.94186878835025e-4	1
1277.1994459834	2.9316901451886e-4	1
1278.1966759003	2.78656919431277e-4	1
1279.1939058172	2.87883949800306e-4	1
1280.19113573409	3.06645176692948e-4	1
1281.18836565099	2.84694842371846e-4	1
1282.18559556789	3.04871442721878e-4	1
1283.18282548479	2.87516554987962e-4	1
1284.18005540168	2.75723783798302e-4	1
1285.17728531858	2.78569587877523e-4	1
1286.17451523548	2.7273945380623e-4	1
1287.17174515238	2.69812341039031e-4	1
1288.16897506927	2.89609500845167e-4	1
1289.16620498617	3.22629862462795e-4	1
1290.16343490307	3.28201013305714e-4	1
1291.16066481997	3.11930241411502e-4	1
1292.15789473686	3.32522419500087e-4	1
1293.15512465376	3.4320698338694e-4	1
1294.15235457066	3.37924930101275e-4	0
1295.14958448756	3.37936975832827e-4	1
1296.14681440446	3.55728521335512e-4	1
1297.14404432135	3.39466783739964e-4	1
1298.14127423825	3.21801718418577e-4	1
1299.13850415515	3.26782628415436e-4	1
1300.13573407205	3.08704996788385e-4	0
1301.13296398894	3.05190654608013e-4	1
1302.13019390584	3.0437154486246e-4	1
1303.12742382274	2.80219853100182e-4	0
1304.12465373964	2.81647272289125e-4	1
1305.12188365653	2.86266810339416e-4	1
1306.11911357343	2.78834593971672e-4	1
1307.11634349033	2.82373027615148e-4	1
1308.11357340723	2.76024927087108e-4	1
1309.11080332412	2.57185402939376e-4	1
1310.10803324102	2.69598529303978e-4	1
1311.10526315792	2.56287995938733e-4	0
1312.10249307482	2.56287995938733e-4	1
1313.09972299171	2.43061782694354e-4	1
1314.09695290861	2.33494460408973e-4	0
1315.09418282551	2.33494460408973e-4	1
1316.09141274241	2.21960672447685e-4	1
1317.0886426593	2.24315612966152e-4	1
1318.0858725762	2.1089064515116e-4	1
1319.0831024931	2.15139776956219e-4	1
1320.08033241	2.11760949255811e-4	1
1321.07756232689	2.14925965221167e-4	1
1322.07479224379	2.13227517072298e-4	1
1323.07202216069	2.18223484233597e-4	0
1324.06925207759	1.97092259658048e-4	1
1325.06648199449	1.86835319241301e-4	1
1326.06371191138	1.84989310880917e-4	0
1327.06094182828	1.82676530422883e-4	1
1328.05817174518	1.80878704988709e-4	0
1329.05540166208	1.79246508363378e-4	1
1330.05263157897	1.67239925438665e-4	1
1331.04986149587	1.57732831811045e-4	1
1332.04709141277	1.65198173940557e-4	0
1333.04432132967	1.59994417909981e-4	1
1334.04155124656	1.58241763969128e-4	1
1335.03878116346	1.39607017257784e-4	1
1336.03601108036	1.36818430403437e-4	1
1337.03324099726	1.14816901723237e-4	1
1338.03047091415	1.19041942065192e-4	1
1339.02770083105	1.25167196559515e-4	1
1340.02493074795	1.36056537882756e-4	1
1341.02216066485	1.5024038678554e-4	1
1342.01939058174	1.30506467070053e-4	0
1343.01662049864	1.24363143978402e-4	1
1344.01385041554	1.2484798467338e-4	1
1345.01108033244	1.2363437721949e-4	1
1346.00831024933	1.12434858308778e-4	1
1347.00554016623	1.09161430759452e-4	1
1348.00277008313	9.82660665704342e-5	1
1349.00000000003	9.9985594749519e-5	1
1351	4.66230039730153e-5	0
1351.99676375405	3.81819575877704e-5	1
1352.99352750809	5.22453491750318e-5	1
1353.99029126214	7.41685806001417e-5	1
1354.98705501618	6.88413558211555e-5	1
1355.98381877023	5.56844055332015e-5	1
1356.98058252427	6.839867518661e-5	1
1357.97734627832	8.34618624927089e-5	1
1358.97411003236	6.98622315702094e-5	1
1359.97087378641	7.26387726930049e-5	0
1360.96763754045	6.01654176706416e-5	1
1361.9644012945	7.43161408116569e-5	1
1362.96116504854	8.44044409866731e-5	1
1363.95792880259	8.27090042706927e-5	1
1364.95469255663	8.77531543582009e-5	1
1365.95145631068	9.2285360854738e-5	1
1366.94822006473	9.32309507815903e-5	1
1367.94498381877	9.65886984517822e-5	1
1368.94174757282	9.42187007688754e-5	0
1369.93851132686	9.72271222240519e-5	1
1370.93527508091	9.28605445363583e-5	1
1371.93203883495	7.77100256765056e-5	1
1372.928802589	8.18507458975943e-5	0
1373.92556634304	8.18507458975943e-5	1
1374.92233009709	1.11314605274418e-4	1
1375.91909385113	1.08848241739093e-4	1
1376.91585760518	9.84828897383748e-5	1
1377.91262135922	1.00705327209766e-4	1
1378.90938511327	1.05361002454714e-4	1
1379.90614886731	1.04258818017683e-4	1
1380.90291262136	1.18536021339997e-4	1
1381.89967637541	1.20427201193701e-4	1
1382.89644012945	9.8305215197979e-5	1
1383.8932038835	9.52666794139219e-5	1
1384.88996763754	1.03105439221554e-4	1
1385.88673139159	1.05339922424498e-4	1
1386.88349514563	1.18882336122124e-4	1
1387.88025889968	1.01497334059327e-4	1
1388.87702265372	1.15852834636731e-4	1
1389.87378640777	1.34948330579948e-4	1
1390.87055016181	1.08571189913391e-4	1
1391.86731391586	1.0525861373652e-4	1
1392.8640776699	8.56421399036676e-5	0
1393.86084142395	8.56421399036676e-5	1
1394.85760517799	1.2214070650701e-4	1
1395.85436893204	1.16301538137053e-4	1
1396.85113268609	9.03851467023693e-5	1
1397.84789644013	9.11560735217138e-5	1
1398.84466019418	1.34999524939045e-4	1
1399.84142394822	1.12293320963039e-4	1
1400.83818770227	1.2178234599333e-4	1
1401.83495145631	9.84708440068226e-5	0
1402.83171521036	1.1149830268059e-4	1
1403.8284789644	1.0983298029349e-4	1
1404.82524271845	1.18346301068049e-4	0
1405.82200647249	1.29115185075767e-4	1
1406.81877022654	1.24513715622805e-4	1
1407.81553398058	1.23384428289781e-4	1
1408.81229773463	1.18063226376571e-4	1
1409.80906148867	1.14801844558797e-4	1
1410.80582524272	1.1859323856487e-4	1
1411.80258899677	1.37053322168706e-4	1
1412.79935275081	1.41266316779108e-4	1
1413.79611650486	1.31190062335644e-4	1
1414.7928802589	1.16714104442718e-4	1
1415.78964401295	1.00033777675728e-4	1
1416.78640776699	6.45831897174323e-5	0
1417.78317152104	7.34578824385585e-5	1
1418.77993527508	1.43136416602596e-4	1
1419.77669902913	1.33307099655953e-4	0
1420.77346278317	1.32918624813393e-4	1
1421.77022653722	1.23513919903967e-4	0
1422.76699029126	1.28308121061766e-4	1
1423.76375404531	1.40874830503659e-4	1
1424.76051779935	1.45009527858972e-4	1
1425.7572815534	1.49364059815113e-4	1
1426.75404530745	1.52002075025058e-4	1
1427.75080906149	1.31449045564017e-4	1
1428.74757281554	1.25880906153986e-4	1
1429.74433656958	1.77150551073285e-4	1
1430.74110032363	1.55031576510451e-4	1
