#Position (1/cm)	Attenuation
1351	0.394290733448002
1352	0.352194789621989
1353	0.33999125975276
1354	0.362891789437031
1355	0.323295870278108
1356	0.316075351013537
1357	0.31147527471529
1358	0.276863210841888
1359	0.274967793797667
1360	0.298004841236081
1361	0.324610026050073
1362	0.283135241683289
1363	0.250752889032031
1364	0.248772955948594
1365	0.244084115554915
1366	0.248458151579968
1367	0.255477851706194
1368	0.268542835513477
1369	0.249262677428416
1370	0.227751404577253
1371	0.235837620496067
1372	0.26909458625113
1373	0.258947343273069
1374	0.263885090285882
1375	0.22921316518275
1376	0.22964591238738
1377	0.230534249649782
1378	0.225540741939237
1379	0.210328429271759
1380	0.207694847626565
1381	0.220242853697108
1382	0.215055928509345
1383	0.217707492931335
1384	0.213501105582657
1385	0.243352123519971
1386	0.270052635944279
1387	0.260078565581199
1388	0.233384315836624
1389	0.213170674687216
1390	0.2229415497408
1391	0.21170646617605
1392	0.227526059546904
1393	0.271890925966452
1394	0.254945465479684
1395	0.241053719273099
1396	0.235776993533612
1397	0.237260329089119
1398	0.260624951625362
1399	0.22418807080461
1400	0.213004179321431
1401	0.22211872179995
1402	0.225947636956023
1403	0.246041666279284
1404	0.24087393982835
1405	0.221607122550069
1406	0.220421775013962
1407	0.232064173149368
1408	0.236987993002032
1409	0.230442528071679
1410	0.226780881628047
1411	0.208829303094874
1412	0.218646637073787
1413	0.224298963596424
1414	0.227908613814801
1415	0.246970705567587
1416	0.262727058251559
1417	0.280898500671456
1418	0.269623388271262
1419	0.221485222304158
1420	0.205692651880653
1421	0.226434288106017
1422	0.231243440755415
1423	0.20900528971016
1424	0.182473638899078
1425	0.187965230640402
1426	0.186541908010296
1427	0.184655507271907
1428	0.200324375520143
1429	0.195606131654536
1430	0.180494261249891
1431	0.174248699570279
1432	0.169591567213332
1433	0.171183799006766
1434	0.207704010394972
1435	0.232173327578744
1436	0.185330325284395
1437	0.15195169597427
1438	0.137435843643053
1439	0.133945899636739
1440	0.134216849857956
1441	0.126377873062254
1442	0.128692733290936
1443	0.126125149128662
1444	0.127473470809085
1445	0.135631392742959
1446	0.139696483287435
1447	0.128411385938543
1448	0.115805368941164
1449	0.114023664923646
1450	0.116217381461725
1451	0.108944900197468
1452	0.10740367754538
1453	0.11978422240891
1454	0.141444693917039
1455	0.1694622753444
1456	0.154075263547725
1457	0.126203846415592
1458	0.105258368432006
1459	0.0927534900456118
1460	0.089645104426904
1461	0.0904323648920494
1462	0.0963633305170909
1463	0.104085637701907
1464	0.0947926982314045
1465	0.0851164917319036
1466	0.0829893683277837
1467	0.082070636998691
1468	0.082685324954601
1469	0.0900584060872858
1470	0.112990422897325
1471	0.118154670185677
1472	0.101117417392348
1473	0.0877564602753477
1474	0.0889275018853421
1475	0.0892668374657321
1476	0.0757838212507729
1477	0.070679095292021
1478	0.0704568566459615
1479	0.0711067961041024
1480	0.0698217681020307
1481	0.0678554805833219
1482	0.0661151991326076
1483	0.0669474063198887
1484	0.0702773420503512
1485	0.0764337227490981
1486	0.0811702203797926
1487	0.0837738869280082
1488	0.0912082118996204
1489	0.0877972436979265
1490	0.0741701008566887
1491	0.0683110400499911
1492	0.0685198791638259
1493	0.0737281427332133
1494	0.0860342699830019
1495	0.0887909189729705
1496	0.0833814188720209
1497	0.0863501160282599
1498	0.0812977929099566
1499	0.0746863192134556
1500	0.0750488284795288
1501	0.0768746166118729
1502	0.0801353570053184
1503	0.0955773232975904
1504	0.12784872460644
1505	0.160772283777356
1506	0.166190661505078
1507	0.134828367532506
1508	0.111681546963062
1509	0.100230863199916
1510	0.0956865467774552
1511	0.0957943079313883
1512	0.0909669962514297
1513	0.0894190763935237
1514	0.0952062046354071
1515	0.109164835366889
1516	0.117218147151362
1517	0.097334322354902
1518	0.0920254375567136
