#Position (1/cm)	Attenuation
1349	0.0703051744186046
1350	0.0590857519788918
1351	0.0648982450491064
1352	0.0568870960154302
1353	0.0822858264771025
1354	0.0833964827586207
1355	0.0884341816586223
1356	0.0781875727402043
1357	0.0955022113410204
1358	0.0858767459132519
1359	0.0597071544956303
1360	0.0705677521008403
1361	0.0516508200922604
1362	0.0755707037631353
1363	0.0524574440395627
1364	0.0617502192892837
1365	0.0410443622293124
1366	0.0617502192892837
1367	0.0524187871169102
1368	0.0354493726547842
1369	0.0543177002614322
1370	0.052516676800139
1371	0.0468428820453225
1372	0.0693450963723715
1373	0.0534781974173005
1374	0.0485447209955841
1375	0.0545689981949459
1376	0.0360571607478307
1377	0.055130619539665
1378	0.0391923241173009
1379	0.0243574306087097
1380	0.0391923241173009
1381	0.055482167942607
1382	0.0363203279870247
1383	0.0517990576140501
1384	0.0370912520704251
1385	0.035441060961313
1386	0.0252732459715343
1387	0.0333567527308838
1388	0.0425432381086406
1389	0.0452089502018843
1390	0.0422076439790576
1391	0.034197251208959
1392	0.0401717161650389
1393	0.0346628733589405
1394	0.0532636138485819
1395	0.0561566715631213
1396	0.036825806255139
1397	0.0561566715631213
1398	0.0507981096408318
1399	0.0567509386146049
1400	0.0803709186035345
1401	0.0553888329058263
1402	0.0507469469973562
1403	0.0357343085106383
1404	0.0444315476190476
1405	0.0661989719130963
1406	0.0589862620201958
1407	0.0389539992913056
1408	0.0518212556245983
1409	0.0637957794777104
1410	0.0493743838334008
1411	0.0317771850528197
1412	0.0493743838334008
1413	0.0711145136017569
1414	0.0482045783010797
1415	0.0309144339912057
1416	0.0322819349155076
1417	0.0500572317766664
1418	0.0735139089281551
1419	0.0520330895008606
1420	0.0487168237853517
1421	0.052278284553197
1422	0.035316851635514
1423	0.0410569042202832
1424	0.0550459304442826
1425	0.0439215821589423
1426	0.0389577641752578
1427	0.050950249322835
1428	0.0329432805731877
1429	0.0450523080362133
1430	0.0463633540372671
1431	0.0459738052693609
1432	0.0299727103730326
1433	0.0469237779702879
1434	0.0391102234871762
1435	0.0463758005752637
1436	0.0687369803782996
1437	0.0470415078191862
1438	0.0502263249709254
1439	0.0380314819474148
1440	0.0442769946175534
1441	0.0468646668991978
1442	0.0343878572444192
1443	0.052894449440997
1444	0.0390672632701192
1445	0.0459716806529917
1446	0.029274674994553
1447	0.0459716806529917
1448	0.0335511070417846
1449	0.0411855522632063
1450	0.0344947797809219
1451	0.0424864380577612
1452	0.0397308779077408
1453	0.0286192459707003
1454	0.0342253198233896
1455	0.0386786399692937
1456	0.0421114744199487
1457	0.0264629070378151
1458	0.0373478596577923
1459	0.0414337099911658
1460	0.0259724006099787
1461	0.0414337099911658
1462	0.0279420708459459
1463	0.0374612453531599
1464	0.0393469235024241
1465	0.0307298162689639
1466	0.0233157681628876
1467	0.0290363780435096
1468	0.0367608755129959
1469	0.0346986800573888
1470	0.0321857017380426
1471	0.025530433864668
1472	0.0330341747254549
1473	0.0379729627885068
1474	0.0260120676303562
1475	0.0316557329842932
1476	0.0297610011813349
1477	0.0284001268230818
1478	0.0293835107158478
1479	0.0228263553307158
1480	0.0296500833660259
1481	0.0239683065091572
1482	0.0247123413647232
1483	0.0242407336874812
1484	0.0265145482053194
1485	0.0249350255691191
1486	0.0221429565472158
1487	0.0255552526469283
1488	0.030421358490566
1489	0.025346881026243
1490	0.0290015589025326
1491	0.0317205025969257
1492	0.0213486044171389
1493	0.0263086110869376
1494	0.0339676685393258
1495	0.0315582493867112
1496	0.0347935261113509
1497	0.0271906325186068
1498	0.0245972295675522
1499	0.023151497166488
1500	0.0299749392692479
1501	0.0364659992159465
1502	0.0225795724022033
1503	0.0255590336489686
1504	0.0271991947637149
1505	0.0315846262341326
1506	0.0413198592792104
1507	0.0258901021260196
1508	0.0380829842849495
1509	0.0250491765924391
1510	0.0215540880166836
1511	0.0309643049189563
1512	0.026942249849609
1513	0.0267621777138431
1514	0.0275392621270781
1515	0.0287772542300278
1516	0.0322225804732467
1517	0.0247512895038481
1518	0.0209815213242183
1519	0.0344531889437499
1520	0.0295385460940935
1521	0.0430031650071124
1522	0.0477661952915153
1523	0.0306659143357087
1524	0.0205812101097779
1525	0.0338859112614527
1526	0.0322586832417436
1527	0.030421358490566
1528	0.0338232546430969
1529	0.025591488190976
1530	0.0233040855656196
1531	0.027449244109502
1532	0.0211211464901403
1533	0.0346507688275122
1534	0.0254466235979883
1535	0.0232351279686419
1536	0.0277745647480362
1537	0.0258022660350787
1538	0.037002723378213
1539	0.0474326900447164
1540	0.0395748461840555
1541	0.0325548256831336
1542	0.0272224623488891
1543	0.0262811657828392
1544	0.0414979066575155
1545	0.0290301044292402
1546	0.0265378234248469
1547	0.0265576395141985
1548	0.0351188975691923
1549	0.0289932147309869
1550	0.0220059507561282
1551	0.0245258898691816
1552	0.0328092085628239
1553	0.0276519860053509
1554	0.0253782660706416
1555	0.0212910944432706
1556	0.0260754501347709
1557	0.0353902367643185
1558	0.031709689261833
1559	0.0296297412525728
1560	0.0256261973383063
1561	0.0333733233979136
1562	0.0306736930218401
1563	0.0261120492334269
1564	0.0261798874215198
1565	0.0315048068155173
1566	0.0211584721444569
1567	0.02670249083602
1568	0.0306402726397406
1569	0.0249798384597905
1570	0.0269801204819277
1571	0.031322014142513
1572	0.0276374502902592
1573	0.0235029251132145
1574	0.0243849364791289
1575	0.0309089026915114
1576	0.0279776271343297
1577	0.0328725330288697
1578	0.0293899380240612
1579	0.0278693016824153
1580	0.028131883215075
1581	0.0280503131524008
1582	0.0236366106333073
1583	0.0219181997788693
1584	0.0316036118443405
1585	0.0259206250535883
1586	0.0285719112539281
1587	0.0392594135067255
1588	0.0244056066844272
1589	0.0314286568250338
1590	0.0423807170644517
1591	0.0308371754985464
1592	0.0383657159173832
1593	0.0314769242783143
1594	0.0303678804620794
1595	0.0444822144565018
1596	0.0354462553129122
1597	0.0267408726034365
1598	0.0365608163265306
1599	0.0326815221210238
1600	0.0325802618816683
1601	0.0305984058704453
1602	0.0451734842541746
1603	0.0301325409284593
1604	0.0316748042014826
1605	0.0359809866698405
1606	0.026173654249908
1607	0.0276950507294506
1608	0.0307040676416819
1609	0.0325346803702109
1610	0.0369439386533056
1611	0.0324421580726512
1612	0.0419441207075963
1613	0.0427387078532551
1614	0.0315343833937466
1615	0.037057152488355
1616	0.0283621587390937
1617	0.0337364412453967
1618	0.0404634097373264
1619	0.036125022405449
1620	0.0451802353820288
1621	0.0290106038432934
1622	0.0323804793144999
1623	0.0400612555905251
1624	0.039506321670097
1625	0.0352684399335025
1626	0.0374206715147764
1627	0.0352211866134623
1628	0.0511375227301561
1629	0.036042114989121
1630	0.0261934973790235
1631	0.0343322071432627
1632	0.0502555481672346
1633	0.0401864012495431
1634	0.0576574166785868
1635	0.0469593025513573
1636	0.0502785331171261
1637	0.0521063484469343
1638	0.0338015094339623
1639	0.0521063484469343
1640	0.0390546458676485
1641	0.0342485838903365
1642	0.0456734023266355
1643	0.0380590123689925
1645	0.010296738760218
1646	0.0106071682324149
1647	0.0128780511182109
1648	0.0106842993461742
1649	0.00842330036221788
1650	0.00940669145559773
1651	0.00957585860105637
1652	0.0170043732598363
1653	0.0191515655437829
1654	0.0114347624631213
1655	0.00841896069175822
1656	0.00772900368154625
1657	0.00782513233333764
1658	0.00799281521825345
1659	0.00757361617376273
1660	0.00744758203586913
1661	0.00729487171753124
1662	0.00837001121309024
1663	0.00755742837858108
1664	0.00656483406713319
1665	0.00674785301749393
1666	0.00627320972795751
1667	0.0060850064913499
1668	0.00646909756214993
1669	0.00747640687020068
1670	0.0059467557758697
1671	0.00695998687716914
1672	0.00548377427283529
1673	0.00523849522827598
1674	0.00701335104192645
1675	0.0114172725041071
1676	0.00590009953452971
1677	0.00517230627093197
1678	0.00541196294307197
1679	0.00538465888597471
1680	0.00522047091125731
1681	0.00519934903279344
1682	0.00503130499906385
1683	0.007783478479155
1684	0.00946752423155819
1685	0.00663806136060471
1686	0.00460706652392401
1687	0.00509438469218811
1688	0.00508566465917502
1689	0.00448576091996661
1690	0.0049068897374198
1691	0.00447314998057964
1692	0.00466250636191181
1693	0.0041012762551425
1694	0.00526238625533637
1695	0.00889245216419336
1696	0.00569685677404766
1697	0.00478289192652713
1698	0.00435779538795853
1699	0.00620344017400939
1700	0.00912188850477323
1701	0.00431631079605081
1702	0.00417077334841723
1703	0.00482942346400843
1704	0.00422642914062827
1705	0.00459960137389075
1706	0.00475369229620137
1707	0.00416181622946194
1708	0.00411533147291043
1709	0.00382177870484498
1710	0.00419726557076611
1711	0.00380990623700362
1712	0.00390556549599189
1713	0.00397178282861459
1714	0.00510401779496119
1715	0.00371348771791903
1716	0.00411360953589397
1717	0.00575334234139937
1718	0.00508782581255917
1719	0.00388968625155201
1720	0.00354307806351616
1721	0.00343182740526105
1722	0.00343534695825592
1723	0.00369154051158063
1724	0.00340336326025161
1725	0.003425886892519
1726	0.00343428350718949
1727	0.00353155108012838
1728	0.0038017970717414
1729	0.00380859828979071
1730	0.0036506181225377
1731	0.0036905716003528
1732	0.00366698001922569
1733	0.00460285782800504
1734	0.00637493673822277
1735	0.00370107642725317
1736	0.00380606894207406
1737	0.00389331800795889
1738	0.00466124829431129
1739	0.00412513048283767
1740	0.00421971867355735
1741	0.00445843887223617
1742	0.00438554771791757
1743	0.00451143295242146
1744	0.00407343816318693
1745	0.00412665083232663
1746	0.00440051747289817
1747	0.00407062716491566
1748	0.0046396797016483
1749	0.00363683909774436
1750	0.00441823562724932
1751	0.00423442095974452
1752	0.00342522702681267
1753	0.00360712506599769
1754	0.00327360217004067
1755	0.00308326151586699
