Wavenumber	BacVan30_1	BacVan30_2	BacVan30_3	BacVan30_4	BacVan30_5	BacVan30_6	Control30_1	Control30_2	Control30_3	Control30_4	Control30_5	Control30_6
1212	0.433871	0.599555	0.406139	0.251033	0.245986	0.310127	0.50412	0.322418	0.470122	0.231605	0.301471	0.388131
1214	0.440673	0.615086	0.424587	0.255092	0.27602	0.328209	0.509766	0.344669	0.484601	0.250915	0.311887	0.381189
1216	0.450327	0.628463	0.438324	0.246134	0.296776	0.351253	0.531464	0.363788	0.496304	0.25427	0.332211	0.375891
1218	0.483024	0.657277	0.46237	0.262705	0.293867	0.366062	0.544708	0.362888	0.499031	0.272603	0.328104	0.390855
1220	0.490104	0.685874	0.47248	0.27837	0.286321	0.392416	0.554368	0.377468	0.502115	0.293421	0.329794	0.392918
1222	0.499806	0.696545	0.488633	0.283478	0.300557	0.407866	0.569307	0.389232	0.513889	0.289045	0.347811	0.402958
1224	0.499874	0.700332	0.499817	0.2835	0.307574	0.400651	0.567883	0.383323	0.543586	0.290152	0.363632	0.415692
1226	0.505799	0.718256	0.510827	0.283586	0.30653	0.403113	0.580358	0.371576	0.554482	0.296611	0.384373	0.420993
1228	0.52291	0.754523	0.507844	0.291593	0.310646	0.399714	0.605734	0.39872	0.553259	0.308033	0.386594	0.442559
1230	0.51867	0.772409	0.507891	0.293448	0.319515	0.408352	0.612556	0.409627	0.559075	0.302678	0.384956	0.471833
1232	0.528367	0.766388	0.513683	0.293437	0.322083	0.421183	0.626357	0.403699	0.571289	0.295382	0.402051	0.460164
1234	0.530046	0.763292	0.525727	0.293241	0.32271	0.406723	0.625092	0.414176	0.590939	0.291828	0.398372	0.454475
1236	0.528868	0.778788	0.542296	0.300749	0.345471	0.418701	0.630936	0.430121	0.611657	0.283554	0.414222	0.460746
1238	0.53485	0.790047	0.546718	0.318812	0.360201	0.43344	0.632581	0.431771	0.617418	0.29164	0.417246	0.460133
1240	0.527543	0.785333	0.546538	0.319708	0.352874	0.441726	0.626324	0.441088	0.618351	0.297671	0.411654	0.460347
1242	0.543579	0.782434	0.558256	0.309545	0.349162	0.443276	0.608679	0.435849	0.602576	0.308204	0.395524	0.459485
1244	0.552158	0.781313	0.560286	0.312978	0.34692	0.434137	0.606621	0.436025	0.596363	0.308671	0.396574	0.467276
1246	0.54922	0.787394	0.552731	0.320765	0.350149	0.432498	0.619414	0.440756	0.593575	0.311473	0.404346	0.461312
1248	0.540319	0.784253	0.540466	0.307454	0.340552	0.430144	0.614622	0.427573	0.57879	0.299108	0.407119	0.448559
1250	0.5285	0.774272	0.538832	0.301064	0.336289	0.42694	0.60448	0.422335	0.575275	0.304902	0.400319	0.446295
1252	0.526658	0.769238	0.533721	0.299242	0.332878	0.419996	0.606123	0.414546	0.565575	0.302623	0.397019	0.438296
1254	0.523077	0.760673	0.526058	0.300903	0.335339	0.418675	0.604367	0.414146	0.558193	0.293456	0.392252	0.426194
1256	0.511818	0.744627	0.50899	0.289482	0.331474	0.410456	0.582239	0.407193	0.542989	0.285453	0.377098	0.414315
1258	0.499038	0.726106	0.499182	0.281245	0.323695	0.409196	0.56506	0.404263	0.531033	0.283455	0.37196	0.4074
1260	0.488878	0.712506	0.491273	0.277417	0.315901	0.398294	0.551812	0.390803	0.517542	0.275028	0.365421	0.397851
1262	0.479224	0.702532	0.480259	0.271458	0.306164	0.388373	0.537739	0.378303	0.507361	0.266563	0.358107	0.382517
1264	0.469573	0.684695	0.469785	0.267135	0.300969	0.3807	0.520607	0.362882	0.490512	0.260214	0.349651	0.369945
1266	0.451417	0.664087	0.459612	0.260669	0.298644	0.371062	0.506285	0.34996	0.470706	0.252408	0.340342	0.356872
1268	0.439543	0.647945	0.44788	0.253904	0.291806	0.363426	0.487746	0.340959	0.458279	0.245403	0.327585	0.347636
1270	0.435042	0.638104	0.43859	0.249074	0.281855	0.35772	0.475393	0.333115	0.449175	0.237047	0.319165	0.339233
1272	0.423108	0.623238	0.428323	0.240815	0.270358	0.345932	0.462058	0.325677	0.436432	0.228744	0.312333	0.330695
1274	0.412239	0.608475	0.415142	0.236525	0.262922	0.337577	0.448647	0.313991	0.425148	0.220347	0.30301	0.323184
1276	0.402139	0.595429	0.407265	0.230115	0.260674	0.332796	0.440662	0.308581	0.412809	0.21648	0.296402	0.315876
1278	0.391042	0.584864	0.400441	0.223264	0.254884	0.322944	0.429709	0.301764	0.401462	0.216274	0.29023	0.309542
1280	0.384809	0.572433	0.391271	0.219422	0.248707	0.313184	0.416819	0.293884	0.396538	0.213459	0.285459	0.303107
1282	0.377951	0.559909	0.384743	0.215184	0.243916	0.305628	0.41267	0.28572	0.391758	0.206211	0.27978	0.294559
1284	0.371331	0.54578	0.376283	0.213549	0.239434	0.300737	0.406569	0.280262	0.384832	0.198919	0.274454	0.287612
1286	0.364257	0.53743	0.365476	0.208388	0.232266	0.295756	0.397195	0.274794	0.374485	0.196075	0.267471	0.280612
1288	0.353749	0.526853	0.357269	0.203201	0.225548	0.288026	0.388202	0.270144	0.364462	0.19241	0.262458	0.275151
1290	0.342093	0.51314	0.349712	0.198272	0.221393	0.280088	0.37903	0.26377	0.356658	0.187585	0.257739	0.269842
1292	0.333822	0.498054	0.341119	0.194749	0.216279	0.273292	0.372003	0.255358	0.350337	0.180432	0.251853	0.263109
1294	0.329283	0.486292	0.333296	0.191072	0.210776	0.267628	0.363185	0.249869	0.34545	0.175119	0.246896	0.258565
1296	0.323396	0.475773	0.326263	0.186967	0.208033	0.261639	0.358708	0.248642	0.338881	0.172522	0.241536	0.253984
1298	0.315704	0.469506	0.320491	0.18416	0.201954	0.25704	0.356309	0.246972	0.33491	0.172984	0.237912	0.250874
1300	0.307876	0.463359	0.313041	0.182108	0.197205	0.254758	0.352339	0.243177	0.332318	0.174183	0.234131	0.247733
1302	0.302775	0.458069	0.307153	0.180787	0.194948	0.25109	0.348479	0.240332	0.329764	0.169456	0.231244	0.246051
1304	0.302271	0.452285	0.304143	0.179425	0.194536	0.250772	0.34702	0.236444	0.328324	0.16664	0.230425	0.245874
1306	0.301332	0.447572	0.302095	0.178437	0.193565	0.248592	0.347013	0.236068	0.328557	0.16495	0.22933	0.245155
1308	0.296668	0.442472	0.298861	0.176196	0.193731	0.246382	0.344856	0.236387	0.324975	0.164295	0.226274	0.242914
1310	0.291834	0.439985	0.296397	0.174386	0.193194	0.244925	0.342269	0.236001	0.320602	0.165602	0.226439	0.241037
1312	0.289035	0.440965	0.295418	0.172871	0.190237	0.241957	0.340589	0.234312	0.320095	0.163577	0.226274	0.23989
1314	0.287689	0.436492	0.292811	0.170712	0.188775	0.239287	0.338197	0.233093	0.31641	0.162612	0.223558	0.238404
1316	0.286047	0.431581	0.290393	0.169796	0.188183	0.237447	0.335026	0.229623	0.313777	0.162358	0.221049	0.236767
1318	0.284849	0.428554	0.288478	0.169698	0.186192	0.236197	0.334818	0.227019	0.313154	0.163767	0.220321	0.2378
1320	0.283976	0.427262	0.28766	0.169562	0.183973	0.23599	0.334285	0.22779	0.310452	0.166168	0.217552	0.237416
1322	0.283053	0.425653	0.288313	0.16994	0.184311	0.234238	0.333116	0.230162	0.310595	0.165097	0.217657	0.235574
1324	0.283587	0.425964	0.289526	0.16977	0.185096	0.233649	0.335257	0.231376	0.311631	0.162927	0.219615	0.234975
1326	0.286334	0.428116	0.290455	0.170226	0.187076	0.235638	0.337987	0.232487	0.315035	0.164225	0.222582	0.236718
1328	0.289458	0.434677	0.292858	0.171839	0.188983	0.238103	0.342495	0.234971	0.318724	0.167608	0.22499	0.238934
1330	0.289214	0.439235	0.293921	0.172105	0.190158	0.238754	0.343752	0.236576	0.319458	0.168776	0.225137	0.241478
1332	0.286626	0.439167	0.294241	0.172377	0.189521	0.237303	0.344399	0.236861	0.319302	0.167704	0.226206	0.240575
1334	0.285978	0.439204	0.294143	0.174869	0.189432	0.237915	0.345313	0.237771	0.320009	0.164506	0.227066	0.240687
1336	0.286517	0.438753	0.294745	0.175415	0.188088	0.239383	0.34506	0.23759	0.319579	0.165884	0.227377	0.242849
1338	0.286401	0.439715	0.293009	0.174012	0.187209	0.238501	0.344171	0.237453	0.318463	0.169692	0.226924	0.243044
1340	0.283962	0.438923	0.291452	0.17231	0.188228	0.235931	0.343103	0.237929	0.319201	0.169031	0.225331	0.241458
1342	0.28012	0.434057	0.290182	0.172097	0.187251	0.233779	0.341509	0.238861	0.317858	0.165044	0.222638	0.240297
1344	0.282049	0.431383	0.288205	0.173226	0.185606	0.232059	0.338865	0.236228	0.314743	0.16246	0.223226	0.238054
1346	0.286732	0.43147	0.287795	0.173285	0.184183	0.232495	0.338498	0.233893	0.314975	0.162904	0.223839	0.236805
1348	0.288351	0.430816	0.28811	0.173467	0.183922	0.232338	0.338846	0.233176	0.314307	0.166285	0.223875	0.236058
1350	0.284433	0.433008	0.289183	0.172945	0.183318	0.232003	0.338116	0.231588	0.312193	0.166597	0.222266	0.238031
1352	0.282676	0.435526	0.290865	0.173174	0.183713	0.233433	0.340043	0.230877	0.312183	0.16447	0.222997	0.238684
1354	0.286407	0.439126	0.293494	0.175745	0.185941	0.234989	0.343759	0.233097	0.314328	0.163679	0.225123	0.240999
1356	0.291805	0.441522	0.296116	0.176747	0.188095	0.23636	0.346114	0.234019	0.317328	0.16363	0.225848	0.243403
1358	0.293052	0.44543	0.298937	0.178042	0.190054	0.238245	0.347966	0.23554	0.320192	0.165516	0.227994	0.245418
1360	0.295958	0.45286	0.302755	0.179583	0.191762	0.24076	0.351501	0.241631	0.325204	0.168897	0.232463	0.246962
1362	0.298319	0.463554	0.308564	0.183508	0.195794	0.245221	0.3587	0.246137	0.331675	0.171039	0.235378	0.251209
1364	0.306347	0.478414	0.31793	0.190459	0.199678	0.253678	0.369031	0.251017	0.341135	0.173533	0.240826	0.259087
1366	0.317573	0.492362	0.32746	0.196906	0.20612	0.262488	0.381457	0.258538	0.351797	0.180485	0.250024	0.266765
1368	0.329082	0.504845	0.337397	0.200246	0.214303	0.270496	0.392092	0.265609	0.361184	0.18775	0.257183	0.274071
1370	0.336692	0.517109	0.344394	0.206369	0.220264	0.276465	0.402394	0.272044	0.371225	0.194233	0.263017	0.282159
1372	0.340862	0.528423	0.351438	0.211026	0.224311	0.282043	0.412133	0.277546	0.381167	0.198109	0.268234	0.289721
1374	0.343547	0.537417	0.358418	0.214781	0.226349	0.287306	0.422116	0.282994	0.387641	0.199218	0.273957	0.296817
1376	0.352494	0.547898	0.365916	0.220573	0.231666	0.293441	0.433063	0.290716	0.395839	0.204925	0.280477	0.303269
1378	0.363955	0.560558	0.37431	0.226066	0.237124	0.301411	0.444345	0.299009	0.406968	0.21571	0.288254	0.309168
1380	0.372258	0.5716	0.382411	0.230654	0.242194	0.309274	0.455338	0.307631	0.415781	0.222545	0.295682	0.317447
1382	0.377616	0.585267	0.391663	0.236199	0.249344	0.316847	0.464867	0.317464	0.426978	0.225582	0.303969	0.326814
1384	0.383276	0.594937	0.400508	0.241106	0.254221	0.322868	0.47552	0.325423	0.436718	0.226061	0.311087	0.334313
1386	0.391279	0.60314	0.405743	0.245505	0.25791	0.328128	0.485099	0.331485	0.4438	0.227666	0.319245	0.340258
1388	0.398198	0.611024	0.409311	0.247588	0.261898	0.331868	0.490125	0.335989	0.447841	0.234855	0.3228	0.344655
1390	0.40003	0.616282	0.413727	0.249067	0.264544	0.334567	0.495634	0.341714	0.451487	0.239524	0.324941	0.348674
1392	0.39859	0.617087	0.416854	0.251134	0.266771	0.336514	0.498601	0.344609	0.454043	0.239223	0.32651	0.349211
1394	0.39562	0.614693	0.415546	0.251843	0.266939	0.337547	0.496609	0.346284	0.453663	0.236018	0.325753	0.348349
1396	0.395753	0.613365	0.413231	0.250387	0.265909	0.336583	0.495186	0.346651	0.450807	0.233417	0.32493	0.348981
1398	0.395167	0.608776	0.407269	0.245967	0.26286	0.331269	0.490187	0.342459	0.444297	0.232016	0.320145	0.343506
1400	0.393125	0.6079	0.404552	0.243075	0.261002	0.330178	0.485051	0.338538	0.438786	0.23324	0.315127	0.337432
1402	0.39088	0.606605	0.403419	0.242037	0.259458	0.329123	0.476086	0.333481	0.43285	0.23064	0.312154	0.332951
1404	0.388932	0.602453	0.400692	0.240245	0.258903	0.325495	0.468611	0.328538	0.426421	0.225723	0.307501	0.328266
1406	0.38782	0.5965	0.397481	0.238347	0.255731	0.321496	0.460286	0.320862	0.417616	0.21946	0.302188	0.322279
1408	0.386711	0.591431	0.39386	0.23691	0.253023	0.318165	0.452546	0.314448	0.411012	0.215218	0.297414	0.317272
1410	0.382383	0.587884	0.389611	0.234207	0.248762	0.314782	0.444864	0.308989	0.405838	0.213376	0.292798	0.312511
1412	0.377054	0.584556	0.385566	0.231176	0.245143	0.30977	0.437453	0.303159	0.40096	0.210999	0.286897	0.308399
1414	0.371633	0.582372	0.381709	0.228311	0.241604	0.306138	0.431102	0.297648	0.395699	0.204646	0.282638	0.303854
1416	0.366697	0.574579	0.377925	0.225699	0.237454	0.303501	0.424059	0.291967	0.389341	0.201867	0.278584	0.298238
1418	0.36332	0.564441	0.373448	0.224836	0.235986	0.301513	0.417803	0.287047	0.383945	0.2015	0.276374	0.293085
1420	0.357024	0.555201	0.367091	0.219108	0.232863	0.296425	0.412355	0.281244	0.375427	0.197275	0.270348	0.287636
1422	0.351005	0.546173	0.360202	0.214247	0.229282	0.288766	0.404421	0.275877	0.366927	0.192742	0.26485	0.283344
1424	0.344402	0.540278	0.354795	0.211121	0.224948	0.284506	0.395931	0.270653	0.362068	0.188597	0.263936	0.281874
1426	0.339104	0.535023	0.350902	0.208015	0.221342	0.279958	0.388485	0.267458	0.359752	0.184001	0.261093	0.278995
1428	0.341672	0.53439	0.349127	0.207919	0.21931	0.279974	0.388023	0.264637	0.357209	0.185653	0.258599	0.277588
1430	0.34394	0.538757	0.349003	0.208995	0.221544	0.283713	0.388836	0.263591	0.359117	0.189743	0.258258	0.277629
1432	0.346539	0.544041	0.353683	0.211392	0.225102	0.286253	0.394126	0.266459	0.36438	0.191016	0.261071	0.277733
1434	0.353448	0.552401	0.362662	0.21622	0.229326	0.288471	0.400734	0.271674	0.371032	0.191041	0.26677	0.283975
1436	0.359816	0.561709	0.370148	0.220994	0.229856	0.291571	0.409732	0.277182	0.377478	0.191095	0.272016	0.290239
1438	0.366165	0.576754	0.3798	0.226957	0.234281	0.298552	0.418424	0.282112	0.385199	0.198309	0.27821	0.295856
1440	0.374298	0.593468	0.388909	0.233082	0.242251	0.308183	0.427268	0.287208	0.395267	0.208946	0.284275	0.303014
1442	0.382354	0.60597	0.398414	0.239503	0.249985	0.316486	0.434841	0.292948	0.403202	0.213957	0.289992	0.309253
1444	0.39134	0.616662	0.408358	0.245409	0.255081	0.323947	0.444804	0.298776	0.411881	0.214719	0.296891	0.315833
1446	0.400319	0.631333	0.418384	0.248687	0.258589	0.33089	0.454351	0.304619	0.419898	0.214942	0.305285	0.324174
1448	0.405774	0.645722	0.425234	0.25302	0.26351	0.335304	0.459787	0.308332	0.426189	0.21586	0.310156	0.329548
1450	0.410563	0.65185	0.431224	0.256159	0.267398	0.34039	0.463452	0.311799	0.43018	0.22267	0.312221	0.331744
1452	0.419433	0.661122	0.438908	0.258639	0.270679	0.347747	0.469581	0.316423	0.435264	0.228353	0.312359	0.336854
1454	0.423331	0.665673	0.442738	0.260387	0.272266	0.350474	0.4742	0.320005	0.438449	0.227708	0.312279	0.339868
1456	0.421551	0.6598	0.440864	0.259497	0.2722	0.348584	0.471936	0.316983	0.437591	0.222045	0.312358	0.337395
1458	0.415755	0.648538	0.434989	0.257059	0.269708	0.343563	0.463631	0.310751	0.431424	0.217857	0.310839	0.335124
1460	0.40855	0.638767	0.428456	0.253504	0.266865	0.337965	0.458602	0.307832	0.427548	0.218322	0.304577	0.332906
1462	0.408926	0.637128	0.427408	0.251108	0.262586	0.335599	0.458402	0.307985	0.42702	0.220994	0.303911	0.333469
1464	0.408148	0.636075	0.423913	0.251051	0.259789	0.330883	0.456457	0.306974	0.423756	0.222692	0.304053	0.333406
1466	0.405772	0.637877	0.421632	0.253596	0.260392	0.327864	0.455124	0.308461	0.423995	0.219402	0.306495	0.334361
1468	0.400838	0.634679	0.418071	0.252039	0.259596	0.324802	0.453042	0.305469	0.425331	0.21388	0.307057	0.334883
1470	0.395326	0.626459	0.412503	0.247844	0.253858	0.322173	0.45082	0.301989	0.421731	0.21682	0.305058	0.330072
1472	0.388915	0.613181	0.402883	0.243744	0.246033	0.317084	0.443217	0.297772	0.411513	0.21567	0.303169	0.324311
1474	0.382432	0.603258	0.396534	0.23852	0.24078	0.31075	0.440255	0.292633	0.403222	0.209864	0.30037	0.320046
1476	0.377125	0.595895	0.39019	0.234953	0.238538	0.304282	0.435494	0.291559	0.398036	0.204216	0.300946	0.314775
1478	0.384184	0.598327	0.392982	0.237268	0.242174	0.305553	0.436832	0.291747	0.400906	0.205947	0.30193	0.313986
1480	0.391085	0.600703	0.395712	0.23953	0.245729	0.306797	0.43814	0.291931	0.403712	0.207638	0.302892	0.313215
1482	0.397832	0.603027	0.398381	0.241743	0.249205	0.308012	0.439418	0.292111	0.406456	0.209293	0.303833	0.312461
1484	0.405101	0.618152	0.408697	0.247157	0.251698	0.316647	0.44751	0.300363	0.414974	0.215125	0.311309	0.319577
1486	0.420575	0.639525	0.424398	0.256005	0.258144	0.329944	0.464678	0.310349	0.429878	0.22512	0.323906	0.332051
1488	0.439599	0.669945	0.445373	0.267233	0.272068	0.343807	0.48707	0.321204	0.452723	0.236806	0.338266	0.346154
1490	0.461469	0.707975	0.468897	0.28329	0.287518	0.362705	0.511143	0.333729	0.474522	0.246188	0.352797	0.366211
1492	0.478767	0.738861	0.490973	0.296839	0.300126	0.378003	0.530308	0.344613	0.493663	0.256651	0.36761	0.378392
1494	0.497581	0.768658	0.512332	0.311794	0.31235	0.39601	0.549827	0.358359	0.51145	0.268374	0.383791	0.390543
1496	0.522401	0.806395	0.536304	0.327833	0.326456	0.416061	0.576708	0.37481	0.53434	0.281707	0.402026	0.406704
1498	0.542376	0.841256	0.557081	0.339416	0.334389	0.432457	0.595483	0.388855	0.556218	0.28609	0.413451	0.422674
1500	0.563028	0.878965	0.580983	0.356353	0.350268	0.449711	0.614288	0.402334	0.578692	0.291902	0.425971	0.43874
1502	0.590831	0.917473	0.608262	0.372603	0.366212	0.469633	0.638033	0.41528	0.601065	0.301894	0.444078	0.456353
1504	0.619173	0.95069	0.634589	0.386803	0.379705	0.489093	0.660815	0.429216	0.619449	0.314734	0.46262	0.472449
1506	0.641341	0.984144	0.655779	0.402697	0.393556	0.511048	0.682085	0.444655	0.642702	0.331259	0.477685	0.49383
1508	0.667941	1.03507	0.688414	0.425006	0.416559	0.534068	0.715373	0.463453	0.673888	0.346433	0.499963	0.518491
1510	0.700754	1.09483	0.727516	0.448197	0.442254	0.557601	0.75463	0.486186	0.709707	0.35807	0.525724	0.545862
1512	0.739373	1.14925	0.763322	0.468391	0.46161	0.584478	0.785696	0.507389	0.744763	0.373006	0.547145	0.570373
1514	0.774199	1.19951	0.796193	0.487169	0.479987	0.615035	0.815588	0.529802	0.773135	0.394664	0.569401	0.595431
1516	0.787311	1.23128	0.815086	0.499929	0.491506	0.632353	0.835219	0.546174	0.793896	0.415772	0.585998	0.611774
1518	0.806715	1.26177	0.840982	0.515051	0.509538	0.650432	0.862316	0.562189	0.819806	0.427945	0.601851	0.627977
1520	0.837314	1.29151	0.865415	0.524804	0.526186	0.671385	0.889974	0.57961	0.843139	0.428951	0.614981	0.644218
1522	0.8629	1.32034	0.881075	0.534588	0.536151	0.686923	0.908375	0.594084	0.862235	0.431102	0.626472	0.660427
1524	0.874206	1.34671	0.896671	0.545276	0.549084	0.701636	0.924581	0.605574	0.877977	0.442141	0.639886	0.673045
1526	0.887406	1.37171	0.918024	0.555844	0.564577	0.723045	0.947464	0.620302	0.896576	0.461597	0.654184	0.690325
1528	0.910156	1.40143	0.93911	0.567853	0.580356	0.739948	0.969938	0.638129	0.915675	0.472563	0.668804	0.706864
1530	0.935024	1.42607	0.950428	0.575277	0.590054	0.751228	0.983746	0.65173	0.933726	0.476242	0.680817	0.717562
1532	0.944297	1.44211	0.956042	0.574843	0.592148	0.75676	0.98938	0.657376	0.945629	0.477538	0.685876	0.727308
1534	0.943242	1.44662	0.959024	0.576506	0.594781	0.763335	0.994922	0.660494	0.952766	0.482834	0.688011	0.735989
1536	0.947055	1.44505	0.962396	0.578498	0.601484	0.770114	0.999906	0.666911	0.958722	0.489523	0.691022	0.737239
1538	0.948511	1.43284	0.957414	0.575362	0.604121	0.771988	0.999847	0.669493	0.959138	0.491582	0.691244	0.736491
1540	0.94418	1.41504	0.949993	0.567704	0.603571	0.768725	0.997504	0.669535	0.955563	0.489067	0.68455	0.735426
1542	0.926668	1.39237	0.939515	0.559118	0.596597	0.759244	0.98706	0.668158	0.949248	0.483026	0.674416	0.728551
1544	0.908959	1.36322	0.921395	0.548422	0.584413	0.746402	0.967692	0.658829	0.93286	0.477493	0.664349	0.722073
1546	0.889488	1.32978	0.897199	0.533183	0.567171	0.732387	0.947954	0.646469	0.91266	0.471498	0.650054	0.706902
1548	0.862978	1.29418	0.871302	0.518095	0.552584	0.715662	0.926445	0.638341	0.889641	0.462982	0.63404	0.688881
1550	0.827515	1.2442	0.838969	0.50033	0.535038	0.68637	0.895952	0.619525	0.859103	0.446305	0.609861	0.665673
1552	0.797441	1.19216	0.806376	0.479769	0.515989	0.656276	0.864164	0.599733	0.82801	0.426287	0.585638	0.638903
1554	0.770469	1.14178	0.767586	0.456108	0.492335	0.626595	0.832337	0.577458	0.79127	0.409314	0.562381	0.611157
1556	0.742278	1.09559	0.734052	0.435657	0.4699	0.601721	0.801992	0.555417	0.759555	0.39578	0.54132	0.587885
1558	0.705236	1.0494	0.698831	0.417566	0.446605	0.576157	0.770895	0.532416	0.72962	0.380043	0.517878	0.561325
1560	0.67436	1.00334	0.669844	0.401756	0.427767	0.551728	0.740508	0.509828	0.699474	0.359184	0.497834	0.539482
1562	0.662937	0.97631	0.650284	0.388879	0.416852	0.533718	0.726287	0.496357	0.680665	0.345239	0.485559	0.522291
1564	0.649411	0.957664	0.631751	0.376271	0.4069	0.516202	0.711872	0.483697	0.663944	0.337288	0.475064	0.508513
1566	0.629826	0.939482	0.617567	0.366569	0.398018	0.505307	0.700461	0.475295	0.649071	0.335332	0.467362	0.497776
1568	0.610036	0.917966	0.60542	0.359982	0.389607	0.492858	0.687972	0.467726	0.635805	0.332501	0.458825	0.486835
1570	0.598049	0.895904	0.590774	0.352092	0.382772	0.482235	0.675292	0.463416	0.623515	0.325233	0.44949	0.480317
1572	0.591661	0.877417	0.581075	0.345077	0.374412	0.473372	0.666224	0.456697	0.610793	0.318133	0.442502	0.472513
1574	0.577598	0.86482	0.572982	0.339249	0.36696	0.46494	0.655929	0.448857	0.601846	0.316427	0.434629	0.465644
1576	0.562166	0.85461	0.564983	0.335411	0.359706	0.45814	0.649868	0.443785	0.591438	0.318739	0.428933	0.45775
1578	0.556023	0.847305	0.556975	0.330175	0.354994	0.452931	0.641812	0.44056	0.584899	0.317786	0.42628	0.45176
1580	0.558555	0.843117	0.553114	0.328583	0.354994	0.452547	0.63837	0.434868	0.579381	0.312526	0.423838	0.446365
1582	0.55957	0.83984	0.552145	0.328022	0.353924	0.449784	0.635168	0.430734	0.573652	0.30702	0.419604	0.445055
1584	0.558558	0.842959	0.554691	0.328542	0.352549	0.447608	0.634406	0.429016	0.571448	0.305804	0.42009	0.445284
1586	0.561267	0.85112	0.558833	0.331974	0.354687	0.451204	0.640118	0.431173	0.576156	0.305554	0.423625	0.447211
1588	0.568577	0.864964	0.567912	0.338466	0.36046	0.458914	0.649448	0.435878	0.585313	0.309826	0.429888	0.451847
1590	0.581726	0.884463	0.581684	0.344851	0.370144	0.468294	0.66011	0.443203	0.596363	0.315107	0.438057	0.460391
1592	0.593172	0.898678	0.593798	0.350076	0.378381	0.472362	0.671163	0.449454	0.60559	0.320687	0.44606	0.472626
1594	0.604015	0.915134	0.605596	0.356098	0.385949	0.479314	0.685914	0.457452	0.617036	0.327904	0.456899	0.480671
1596	0.614398	0.936248	0.617766	0.362992	0.391467	0.490383	0.701095	0.465759	0.628821	0.33741	0.46521	0.4888
1598	0.624861	0.96172	0.632191	0.371917	0.399432	0.50363	0.711547	0.475547	0.6397	0.343892	0.473435	0.497014
1600	0.635519	0.984136	0.646437	0.38259	0.409707	0.51586	0.723127	0.484431	0.651502	0.348157	0.483255	0.505099
1602	0.652978	1.00062	0.663195	0.390981	0.420713	0.526363	0.735842	0.491986	0.662786	0.35521	0.49299	0.514518
1604	0.673807	1.02456	0.682049	0.400978	0.428951	0.536196	0.75252	0.500868	0.677005	0.362808	0.503288	0.524408
1606	0.687943	1.05398	0.698241	0.412528	0.437014	0.548276	0.765774	0.50815	0.692977	0.367529	0.511975	0.535668
1608	0.701348	1.09089	0.718729	0.425897	0.447257	0.564745	0.780835	0.519029	0.710699	0.372504	0.522874	0.549924
1610	0.72438	1.13338	0.747312	0.441137	0.466544	0.584261	0.800976	0.531168	0.732899	0.379345	0.537318	0.565587
1612	0.760596	1.18175	0.784178	0.462018	0.485881	0.604613	0.828853	0.546435	0.757984	0.38967	0.555467	0.58379
1614	0.802453	1.23257	0.821439	0.483646	0.504778	0.62939	0.857515	0.56556	0.787557	0.405632	0.576353	0.604504
1616	0.84078	1.29672	0.863091	0.511374	0.529961	0.658902	0.8896	0.585704	0.817937	0.424481	0.599931	0.628355
1618	0.886282	1.38793	0.91952	0.547787	0.56336	0.69917	0.931312	0.61421	0.861991	0.444872	0.631245	0.664886
1620	0.94976	1.48225	0.985824	0.587628	0.599971	0.741824	0.973525	0.642802	0.910607	0.46352	0.666273	0.704407
1622	1.03241	1.58489	1.05872	0.631825	0.640817	0.787568	1.02557	0.676528	0.966602	0.486827	0.704498	0.744983
1624	1.12505	1.71679	1.14773	0.687952	0.694124	0.846628	1.09305	0.721249	1.03567	0.521252	0.752133	0.801484
1626	1.20071	1.84808	1.23445	0.743042	0.748163	0.906511	1.16128	0.767051	1.10505	0.556098	0.80099	0.854544
1628	1.27535	1.98036	1.3165	0.793059	0.799922	0.968232	1.22972	0.814769	1.17565	0.592301	0.853546	0.909576
1630	1.35184	2.09088	1.38758	0.835196	0.847822	1.02417	1.29651	0.858204	1.24104	0.625989	0.90112	0.963437
1632	1.42869	2.18658	1.45072	0.873996	0.892035	1.07468	1.36751	0.902985	1.30857	0.660816	0.952367	1.01975
1634	1.47317	2.25355	1.49613	0.904836	0.926659	1.11305	1.43014	0.944327	1.36673	0.691916	0.998459	1.07026
1636	1.52425	2.33194	1.54696	0.938141	0.963351	1.16097	1.49899	0.992951	1.42841	0.728186	1.04762	1.12249
1638	1.58521	2.42413	1.60386	0.96525	0.996337	1.21874	1.5584	1.03809	1.4912	0.759793	1.09409	1.17285
1640	1.64197	2.50309	1.65138	0.986244	1.02949	1.26778	1.59969	1.07402	1.53886	0.784675	1.1311	1.21178
1642	1.68518	2.54914	1.68572	1.00313	1.05698	1.29566	1.63282	1.1014	1.5748	0.805601	1.15514	1.23893
1644	1.72202	2.58004	1.71363	1.01918	1.07244	1.32052	1.662	1.12291	1.60543	0.823202	1.17458	1.26465
1646	1.74662	2.60906	1.72755	1.02442	1.07809	1.33998	1.67887	1.13407	1.62449	0.826369	1.18379	1.27814
1648	1.7725	2.66093	1.75239	1.03501	1.09326	1.3689	1.68891	1.15045	1.64673	0.83125	1.19634	1.29212
1650	1.78891	2.72505	1.78639	1.05158	1.12045	1.40345	1.70567	1.17177	1.67208	0.842682	1.21421	1.31318
