Wavenumber	BacVan30_1	BacVan30_2	BacVan30_3	BacVan30_4	BacVan30_5	BacVan30_6	Control30_1	Control30_2	Control30_3	Control30_4	Control30_5	Control30_6
1652	1.79638	2.7334	1.79509	1.05584	1.13685	1.42222	1.71454	1.18273	1.68162	0.855014	1.22189	1.31917
1654	1.81664	2.70817	1.78376	1.04475	1.14199	1.4184	1.70776	1.17843	1.67125	0.864079	1.21277	1.30962
1656	1.85261	2.72897	1.79735	1.04697	1.15098	1.43178	1.71079	1.18702	1.68454	0.874977	1.21814	1.31768
1658	1.85048	2.74977	1.80254	1.04498	1.15345	1.44166	1.69773	1.1856	1.68346	0.870231	1.21423	1.31243
1660	1.82206	2.73674	1.77998	1.0293	1.14449	1.43196	1.67011	1.1688	1.65839	0.853076	1.19648	1.29076
1662	1.78366	2.66848	1.72296	0.993196	1.11197	1.39521	1.62347	1.12945	1.60765	0.827367	1.16261	1.2437
1664	1.75122	2.58716	1.66552	0.956682	1.07327	1.35121	1.57621	1.09051	1.5508	0.802351	1.12462	1.19048
1666	1.70484	2.51653	1.61154	0.922362	1.03751	1.30478	1.52794	1.05541	1.49844	0.780477	1.08869	1.14339
1668	1.63462	2.44284	1.55348	0.890233	1.00425	1.26141	1.47084	1.0154	1.44345	0.748564	1.05351	1.09678
1670	1.58461	2.3906	1.50465	0.861219	0.975722	1.22266	1.41866	0.979074	1.39476	0.7158	1.02159	1.05205
1672	1.55209	2.32279	1.45508	0.832019	0.941652	1.18195	1.37118	0.944731	1.34651	0.691638	0.990858	1.01186
1674	1.51578	2.24844	1.40878	0.805201	0.908205	1.14267	1.33179	0.915006	1.30235	0.676516	0.962239	0.978675
1676	1.45102	2.15942	1.35012	0.773094	0.873148	1.09352	1.2853	0.881058	1.24914	0.655284	0.9268	0.936592
1678	1.39597	2.0899	1.30219	0.746732	0.845713	1.05529	1.2413	0.850896	1.20417	0.633775	0.89571	0.901756
1680	1.35373	2.02295	1.25406	0.719989	0.814782	1.01984	1.19775	0.818787	1.15882	0.608259	0.869166	0.867583
1682	1.32259	1.96791	1.21504	0.696714	0.789148	0.986245	1.1584	0.791157	1.11822	0.584884	0.84491	0.838642
1684	1.27428	1.8909	1.16878	0.671152	0.759126	0.946289	1.11608	0.764123	1.07634	0.564405	0.8175	0.805851
1686	1.21225	1.80096	1.11175	0.636806	0.721695	0.898918	1.07042	0.729578	1.02663	0.540366	0.781636	0.766379
1688	1.1573	1.72635	1.06108	0.606862	0.689075	0.858895	1.02708	0.700251	0.98237	0.513677	0.748059	0.732109
1690	1.1098	1.65602	1.01523	0.578432	0.659681	0.820578	0.983007	0.668888	0.937559	0.486377	0.71632	0.696793
1692	1.06325	1.59059	0.973757	0.553564	0.634304	0.782763	0.939517	0.639976	0.89627	0.465652	0.688068	0.663797
1694	1.00409	1.50146	0.920258	0.523993	0.603553	0.736078	0.888501	0.606998	0.849097	0.445197	0.654768	0.628542
1696	0.942603	1.40379	0.860644	0.491465	0.564688	0.689265	0.836893	0.570836	0.796737	0.421006	0.616742	0.588919
1698	0.888066	1.322	0.809734	0.460204	0.53022	0.650561	0.793507	0.540295	0.752417	0.39765	0.58401	0.555771
1700	0.817562	1.22281	0.747327	0.422941	0.488798	0.60022	0.738492	0.501554	0.696443	0.366684	0.541545	0.515388
1702	0.757858	1.13381	0.694669	0.391864	0.455047	0.556893	0.693938	0.470518	0.650044	0.343125	0.506706	0.482818
1704	0.708886	1.05036	0.644669	0.3641	0.422711	0.517982	0.653758	0.442668	0.609467	0.325419	0.476779	0.454365
1706	0.66119	0.97144	0.599454	0.336281	0.392594	0.481996	0.614794	0.416341	0.57085	0.304197	0.446515	0.427314
1708	0.614793	0.906138	0.562636	0.313796	0.367054	0.450282	0.576824	0.393454	0.536866	0.283524	0.420394	0.403879
1710	0.5673	0.841348	0.525711	0.291622	0.343161	0.4181	0.537379	0.368787	0.50241	0.263088	0.393645	0.378981
1712	0.529268	0.784817	0.491916	0.272	0.31884	0.390912	0.505515	0.348092	0.471591	0.248611	0.370256	0.357832
1714	0.494788	0.727788	0.460203	0.254156	0.296044	0.364329	0.477259	0.326516	0.440815	0.237669	0.344742	0.335021
1716	0.458394	0.676462	0.429651	0.23854	0.275453	0.339433	0.446732	0.304338	0.410626	0.224819	0.32197	0.312473
1718	0.415618	0.61843	0.392724	0.217913	0.252689	0.307287	0.410636	0.277682	0.377523	0.207285	0.296609	0.28659
1720	0.382433	0.569182	0.362196	0.202018	0.23155	0.28296	0.379805	0.254467	0.349269	0.188841	0.270573	0.264629
1722	0.358976	0.529143	0.335497	0.188013	0.213489	0.262448	0.353187	0.234233	0.325115	0.17313	0.250661	0.246891
1724	0.333874	0.489961	0.308966	0.172516	0.196342	0.241527	0.326607	0.21587	0.301066	0.159549	0.231624	0.229798
1726	0.307354	0.453055	0.288887	0.160124	0.181731	0.223657	0.305529	0.199829	0.282354	0.149285	0.213462	0.216907
1728	0.282075	0.421751	0.270822	0.14914	0.169214	0.209843	0.291261	0.186032	0.265732	0.140914	0.198254	0.207095
1730	0.26252	0.394713	0.252829	0.141029	0.154723	0.196537	0.277717	0.173049	0.251649	0.132792	0.184647	0.197525
1732	0.246761	0.368937	0.236535	0.132289	0.144367	0.183049	0.264982	0.162145	0.23905	0.125777	0.169179	0.188407
1734	0.231177	0.348792	0.221664	0.125281	0.136491	0.172616	0.255852	0.155915	0.229224	0.122395	0.159458	0.183896
1736	0.220373	0.333425	0.212486	0.118902	0.130136	0.164971	0.249088	0.15209	0.223732	0.121757	0.156227	0.180885
1738	0.211279	0.316711	0.205227	0.115484	0.125079	0.156686	0.242763	0.149416	0.220067	0.119838	0.152791	0.179269
1740	0.202083	0.302585	0.199542	0.111536	0.120443	0.150542	0.240212	0.144802	0.216764	0.118519	0.148297	0.178409
1742	0.192342	0.28899	0.192655	0.10782	0.116172	0.146055	0.237134	0.139313	0.21152	0.112751	0.142455	0.176969
1744	0.181508	0.272738	0.182315	0.101853	0.109488	0.137243	0.230559	0.130447	0.203231	0.1054	0.136429	0.169582
1746	0.172977	0.256388	0.171978	0.0959247	0.103538	0.130305	0.22339	0.123466	0.193157	0.101679	0.130242	0.158891
1748	0.164931	0.244049	0.166028	0.0905162	0.0994437	0.127301	0.214831	0.116587	0.184336	0.100142	0.123447	0.150127
1750	0.157281	0.229919	0.157335	0.083494	0.0938998	0.119702	0.199522	0.109442	0.175786	0.0918764	0.114411	0.141123
1752	0.148017	0.216708	0.148628	0.078484	0.088996	0.111873	0.187107	0.104764	0.16662	0.0806715	0.109319	0.134587
1754	0.139559	0.203763	0.138449	0.0732801	0.0833011	0.105648	0.176901	0.0956767	0.150588	0.0769529	0.104808	0.120921
1756	0.130388	0.190737	0.127517	0.0689509	0.0735208	0.0997494	0.161913	0.0903166	0.138756	0.0709777	0.0968945	0.107121
1758	0.120034	0.17913	0.117661	0.0653156	0.0684543	0.0935235	0.15005	0.0851797	0.128398	0.0658085	0.086609	0.0971856
1760	0.110898	0.167419	0.108088	0.0600304	0.06596	0.0844871	0.142232	0.0768721	0.121978	0.0620153	0.0802355	0.0940675
1762	0.104366	0.155578	0.0978469	0.0540979	0.0621513	0.0785135	0.13074	0.0704704	0.113145	0.0591934	0.0759985	0.0919656
1764	0.101923	0.147174	0.0924443	0.048893	0.0578926	0.0745832	0.11553	0.0648722	0.105689	0.0546779	0.075937	0.087659
1766	0.0956007	0.138894	0.0864238	0.048599	0.0570581	0.0693146	0.108404	0.0619107	0.100257	0.0535919	0.0741785	0.0791888
1768	0.0897222	0.131705	0.0810916	0.047636	0.0553395	0.0692449	0.104569	0.0600133	0.0892302	0.0520758	0.0684165	0.0679227
1770	0.0870295	0.13108	0.0772577	0.0464284	0.047395	0.0677231	0.0964494	0.0574144	0.083263	0.0438625	0.0674257	0.0602226
1772	0.0858998	0.126352	0.074929	0.043866	0.0414392	0.0662867	0.0876884	0.0504682	0.0808352	0.0378244	0.0651783	0.054834
1774	0.0770931	0.120887	0.0768068	0.038167	0.0421812	0.0583493	0.0827915	0.0466528	0.0758513	0.0344674	0.0583998	0.0516969
1776	0.0733111	0.107751	0.0737466	0.0356415	0.0371959	0.0570483	0.0798275	0.0409865	0.0751052	0.0378491	0.0559184	0.054524
1778	0.0708308	0.0975758	0.0672693	0.0315487	0.0384221	0.0576827	0.0791659	0.0431451	0.0686264	0.0370927	0.0535746	0.0543842
1780	0.065945	0.0938793	0.0609035	0.0325822	0.0293353	0.0595616	0.0795779	0.0537521	0.0679246	0.0327398	0.0501976	0.0453642
1782	0.0619444	0.0978275	0.054551	0.0351724	0.038081	0.0505269	0.0685387	0.0507187	0.0658588	0.0338651	0.0410425	0.0441012
1784	0.066519	0.0976327	0.059242	0.0406314	0.0377108	0.0472167	0.061803	0.0401595	0.0613606	0.0391396	0.0293403	0.0467658
1786	0.067456	0.0968977	0.0549329	0.0390382	0.0341546	0.0522865	0.0583047	0.0313536	0.0578211	0.0386668	0.0319334	0.0374639
1788	0.0644247	0.0993077	0.056877	0.0263109	0.0259164	0.0466013	0.0622345	0.0285621	0.0692071	0.0419956	0.0331723	0.0349282
1790	0.0622179	0.091398	0.0594327	0.0262874	0.0260935	0.0541138	0.0564236	0.0396709	0.0747891	0.0345729	0.0213771	0.0435352
1792	0.0493858	0.0852622	0.0636943	0.0221602	0.0208153	0.0677782	0.0484275	0.0376142	0.0656361	0.0301663	0.0215428	0.0327637
1794	0.0523569	0.102115	0.0550155	0.0277598	0.0267777	0.0615673	0.0631051	0.0252707	0.0542379	0.0188201	0.0264197	0.0301804
1796	0.0440264	0.118402	0.062962	0.0367017	0.0295235	0.0374425	0.0536005	0.0307558	0.0585745	0.0288752	0.0352371	0.0184399
1798	0.0445252	0.100752	0.0625658	0.0295238	0.0220503	0.0355649	0.040391	0.0447743	0.0621118	0.0106092	0.069849	-0.000509
1800	0.0474984	0.0981265	0.0600541	0.0184174	0.00562546	0.0360813	0.0213947	0.0223589	0.0608159	0.00852279	0.0597464	-0.00414744
1802	0.0802696	0.0512411	0.0409509	0.0312006	0.0167414	0.0524785	0.00461662	0.0141095	0.0442968	0.00277865	0.0286179	0.00916977
1804	0.0535071	0.0609726	0.0123633	0.0486468	0.0270316	0.0890641	-0.0178009	0.00895537	0.0241174	0.00520728	0.0113238	0.027883
1806	0.0514286	0.0863501	0.0298127	0.0604649	-0.00298132	0.0917376	-0.0302121	-0.0282228	0.041028	0.0258165	-0.0166299	0.01967												
												
