#Position (1/cm)	Attenuation
1490	0.062926542028807
1491	0.058084508391992
1492	0.0579767941898151
1493	0.0639143769335575
1494	0.0733538730078872
1495	0.0727877493637724
1496	0.0689758149012701
1497	0.070936632314322
1498	0.0665831226385793
1499	0.0613243370230159
1500	0.0610041240835428
1501	0.0601982516037164
1502	0.0621654648741583
1503	0.0771573331869559
1504	0.106595637394549
1505	0.138169736095715
1506	0.134418370098764
1507	0.10149740413792
1508	0.0851833643339151
1509	0.0745468505406902
1510	0.0722602059651095
1511	0.0727430768937369
1512	0.069621634525487
1513	0.0703735743955581
1514	0.0759063324085122
1515	0.0904067642893966
1516	0.0954992565575486
1517	0.0781568084376599
1518	0.0772958428634563
1519	0.100245783646022
1520	0.120889468470652
1521	0.108570361099953
1522	0.0861693009448719
1523	0.0853312201936511
1524	0.092522454680595
1525	0.0901747982255922
1526	0.0904912327375531
1527	0.0900718353893676
1528	0.0833933446888446
1529	0.0852861583737013
1530	0.0938870015622427
1531	0.110283770260442
1532	0.119088623208107
1533	0.105726484551661
1534	0.0971650614807533
1535	0.0998648094692155
1536	0.11991883272669
1537	0.159338034538951
1538	0.197496568315305
1539	0.158428645707864
1540	0.146718426470017
1541	0.130270195569188
1542	0.108743682406648
1543	0.105628556138747
1544	0.095642475915249
1545	0.0820187570532664
1546	0.0765522010396706
1547	0.0796818403788098
1548	0.0904181183943048
1549	0.0896806062758218
1550	0.0804166178655071
1551	0.0794890421577366
1552	0.0936172297867855
1553	0.0989595348100399
1554	0.0882086399925326
1555	0.101885782014294
1556	0.138391221415688
1557	0.179418391007194
1558	0.145642752675908
1559	0.107788329038208
1560	0.0787513708427733
1561	0.0716579767723528
1562	0.0739555848236195
1563	0.079014415694818
1564	0.0725718489324023
1565	0.0711501211202902
1566	0.0730001689571522
1567	0.0914065675477061
1568	0.0928641537873668
1569	0.0735212074834631
1570	0.0681070024527608
1571	0.0664350975002592
1572	0.0677334044570041
1573	0.0754643172110093
1574	0.100064781336439
1575	0.0895964665049676
1576	0.0717086947782857
1577	0.0655899677670258
1578	0.0649360104622703
1579	0.0649029580313809
1580	0.0641952641664648
1581	0.0619751726012947
1582	0.0630394730628833
1583	0.0628896233120169
1584	0.0628009620889443
1585	0.0630044277116537
1586	0.0620047674661083
1587	0.0629432966382959
1588	0.0646712531524267
1589	0.065347133216414
1590	0.0636830616206114
1591	0.0640632246978655
1592	0.0670272260479408
1593	0.0686144644399408
1594	0.066860282140317
1595	0.0663743651022528
1596	0.0649773219529072
1597	0.0640714273014975
1598	0.0642762243215263
1599	0.0654267599997776
1600	0.0641127851156735
1601	0.066390630748754
1602	0.0646362835280811
1603	0.0645021418949512
1604	0.0649348068513457
1605	0.0669598118749322
1606	0.0667023762471204
1607	0.0698878857215432
1608	0.0703451278199013
1609	0.06837162404722
1610	0.0669770271724508
1611	0.0670001605354742
1612	0.0692504479916468
1613	0.0730771866450389
1614	0.0911839437437153
1615	0.124717270809638
1616	0.088159753827821
1617	0.0768579520134797
1618	0.0761598290046131
1619	0.0782123363945855
1620	0.0809022481525688
1621	0.0953700724704996
1622	0.0996053422593572
1623	0.0892842812217779
1624	0.0832381746312992
1625	0.0896713111604525
1626	0.121952181695039
1627	0.109200294656769
1628	0.0920318124933577
1629	0.0955608472011124
1630	0.096552718031473
1631	0.100361796734714
1632	0.108712383881199
1633	0.122965916516116
1634	0.171976984028604
1635	0.181894163395854
1636	0.141546946449141
1637	0.136550903954615
1638	0.131679665151648
1639	0.132147829562195
1640	0.135344067383878
1641	0.142877493304822
1642	0.15576615881059
1643	0.18779247096882
1644	0.237948374719992
1645	0.300004958363993
1646	0.246216168647202
1647	0.204056224331376
1648	0.193433644549951
1649	0.239432239267444
1650	0.320938076427161
1651	0.349843759966939
1652	0.344587863053467
1653	0.275464782298084
1654	0.221287345475768
1655	0.215801059689024
1656	0.202538426851012
1657	0.208414478228574
1658	0.210202369522758
1659	0.219058936142954
