Wavenumber (cm^-1)	Intensity profile for Laser = Laser wrapper [Q0259] - LaserTune LT-OEM [Q0259]: PiF (V)	Valid:Intensity profile for Laser = Laser wrapper [Q0259] - LaserTune LT-OEM [Q0259]: PiF
861.577981651372	1.36173983765391e-4	1
862.573394495409	1.3958292579468e-4	1
863.568807339445	1.48051075075917e-4	1
864.564220183482	1.41928832014482e-4	1
865.559633027518	1.48126360898119e-4	1
866.555045871555	1.51601554450945e-4	1
867.550458715592	1.38381364072342e-4	1
868.545871559628	1.39263713908545e-4	1
869.541284403665	1.30879884748173e-4	1
870.536697247702	1.36893716225638e-4	1
871.532110091738	1.36743144581235e-4	1
872.527522935775	1.35562662889114e-4	1
873.522935779812	1.34490592780963e-4	1
874.518348623848	1.42184803809968e-4	1
875.513761467885	1.43606200133134e-4	1
876.509174311922	1.43154485199924e-4	1
877.504587155958	1.45382945537092e-4	1
878.499999999995	1.48267898243858e-4	1
879.495412844032	1.49785660419442e-4	1
880.490825688068	1.52616407334223e-4	1
881.486238532105	1.59873960594459e-4	1
882.481651376142	1.55663977416944e-4	1
883.477064220178	1.57278105444947e-4	1
884.472477064215	1.57750900408373e-4	1
885.467889908252	1.56766161853976e-4	1
886.463302752288	1.61641671699753e-4	1
887.458715596325	1.61852472001917e-4	1
888.454128440361	1.57166682428089e-4	1
889.449541284398	1.5892234780183e-4	1
890.444954128435	1.61990997914768e-4	1
891.440366972471	1.57666580287507e-4	1
892.435779816508	1.6340335993927e-4	1
893.431192660545	1.65990180790118e-4	1
894.426605504581	1.65421019974274e-4	1
895.422018348618	1.6433690413457e-4	1
896.417431192655	1.62325266965343e-4	1
897.412844036691	1.58015906502523e-4	1
898.408256880728	1.64746459007347e-4	1
899.403669724765	1.63072102321583e-4	1
900.399082568801	1.60900859209289e-4	1
901.394495412838	1.61135750974558e-4	1
902.389908256875	1.63791834781831e-4	1
903.385321100911	1.65676991769759e-4	1
904.380733944948	1.6740254281462e-4	1
905.376146788985	1.69393099953631e-4	1
906.371559633021	1.68561944476525e-4	1
907.366972477058	1.68453532892555e-4	1
908.362385321094	1.69555717329586e-4	1
909.357798165131	1.64930156413519e-4	1
910.353211009168	1.6713753672047e-4	1
911.348623853204	1.70356758477811e-4	1
912.344036697241	1.62117478096067e-4	1
913.339449541278	1.66309392676253e-4	1
914.334862385314	1.68938373587533e-4	1
915.330275229351	1.65689037501311e-4	1
916.325688073388	1.65743243293296e-4	1
917.321100917424	1.65399939944057e-4	1
918.316513761461	1.5350779146909e-4	1
919.311926605498	1.51953892098849e-4	1
920.307339449534	1.51881617709535e-4	1
921.302752293571	1.42627484444513e-4	1
922.298165137608	1.42497992830326e-4	1
923.293577981644	1.41642745890116e-4	1
924.288990825681	1.50216295322436e-4	1
925.284403669718	1.56844459109066e-4	1
926.279816513754	1.58997633624032e-4	1
927.275229357791	1.5694684782726e-4	1
928.270642201827	1.69552705896698e-4	1
929.266055045864	1.76617527452098e-4	1
930.261467889901	1.82860227829055e-4	1
931.256880733937	1.76638607482314e-4	1
932.252293577974	1.80649836089216e-4	1
933.247706422011	1.819658322613e-4	1
934.243119266047	1.72898407835338e-4	1
935.238532110084	1.77478797258084e-4	1
936.233944954121	1.80487218713261e-4	1
937.229357798157	1.85781317730478e-4	1
938.224770642194	1.82218792623898e-4	1
939.220183486231	1.85642791817627e-4	1
940.215596330267	1.80619721760335e-4	1
941.211009174304	1.86329398516106e-4	1
942.20642201834	1.88121201084504e-4	1
943.201834862377	1.93848946437603e-4	1
944.197247706414	1.94806582096007e-4	1
945.192660550451	1.92412492949996e-4	1
946.188073394487	1.87964606574325e-4	1
947.183486238524	1.93921220826916e-4	1
948.17889908256	2.01338380030219e-4	1
949.174311926597	1.97188625510466e-4	1
950.169724770634	1.96751967741697e-4	1
951.16513761467	1.96291218509823e-4	1
952.160550458707	1.96224966986286e-4	1
953.155963302744	1.89602826065432e-4	1
954.15137614678	1.98218535558185e-4	1
955.146788990817	1.88880082172296e-4	1
956.142201834854	1.90705010502463e-4	1
957.13761467889	1.94138043994857e-4	1
958.133027522927	1.86615484640472e-4	1
959.128440366964	1.8931071707529e-4	1
960.123853211	1.8697685658704e-4	1
961.119266055037	1.87524937372667e-4	1
962.114678899074	1.86964810855487e-4	1
963.11009174311	1.88886105038072e-4	1
964.105504587147	1.86217975499247e-4	1
965.100917431183	1.88322967088004e-4	1
966.09633027522	1.91801172073719e-4	1
967.091743119257	1.85739157670045e-4	1
968.087155963293	1.92523915966854e-4	1
969.08256880733	1.93291831353311e-4	1
970.077981651367	1.91707817654189e-4	1
971.073394495403	1.91024222388598e-4	1
972.06880733944	1.96351447167585e-4	1
973.064220183477	1.93065973886706e-4	1
974.059633027513	1.92481755906422e-4	1
975.05504587155	1.90042495267089e-4	1
976.050458715587	1.87979663738765e-4	1
977.045871559623	1.90015392371097e-4	1
978.04128440366	1.90611656082933e-4	1
979.036697247697	1.83793772024355e-4	1
980.032110091733	1.86796170613756e-4	1
981.02752293577	1.87311125637615e-4	1
982.022935779807	1.88319955655116e-4	1
983.018348623843	1.87546017402884e-4	1
984.01376146788	1.97444597305952e-4	1
985.009174311917	1.93174385470676e-4	1
986.004587155953	1.93207511232445e-4	1
986.99999999999	1.86100529616613e-4	1
989	4.1383110747783e-5	1
989.997229916898	4.40301602563917e-5	1
990.994459833795	4.05971267639981e-5	1
991.991689750692	4.03381435356246e-5	1
992.98891966759	3.95371023873994e-5	1
993.986149584488	4.33164506619204e-5	1
994.983379501385	4.39729430315185e-5	1
995.980609418282	4.59906030665217e-5	1
996.97783933518	4.03622349987291e-5	1
997.975069252077	4.53672364586924e-5	1
998.972299168975	4.53461564284759e-5	1
999.969529085872	4.4557161011803e-5	1
1000.96675900277	4.26177982318895e-5	1
1001.96398891967	4.67314155569856e-5	1
1002.96121883656	4.48432471361691e-5	1
1003.95844875346	4.30574674335469e-5	1
1004.95567867036	4.68759643356127e-5	1
1005.95290858726	4.65085695232688e-5	1
1006.95013850415	4.77342227087111e-5	1
1007.94736842105	4.58882143483275e-5	1
1008.94459833795	4.83937265111973e-5	1
1009.94182825485	4.92519848842956e-5	1
1010.93905817174	4.97759742068189e-5	1
1011.93628808864	4.56141739555137e-5	1
1012.93351800554	5.17032912551802e-5	1
1013.93074792244	4.86978812328918e-5	1
1014.92797783933	4.33646335881295e-5	1
1015.92520775623	5.22001776817108e-5	1
1016.92243767313	4.9128516135885e-5	1
1017.91966759003	4.70265359800159e-5	1
1018.91689750692	4.55057623715434e-5	1
1019.91412742382	4.98783629250131e-5	1
1020.91135734072	5.13389078757244e-5	1
1021.90858725762	4.39157258066453e-5	1
1022.90581717451	5.14864680872395e-5	1
1023.90304709141	4.8240143433906e-5	1
1024.90027700831	4.76258111247408e-5	1
1025.89750692521	4.84629894676227e-5	1
1026.8947368421	4.74692166145614e-5	1
1027.891966759	5.1459365191247e-5	1
1028.8891966759	5.06101411168127e-5	1
1029.8864265928	4.18860200400898e-5	1
1030.8836565097	3.91998219039362e-5	1
1031.88088642659	5.20767089333002e-5	1
1032.87811634349	4.55117852373195e-5	1
1033.87534626039	4.2316654943083e-5	1
1034.87257617729	4.86918583671156e-5	1
1035.86980609418	4.51112646632069e-5	1
1036.86703601108	4.1708345499694e-5	1
1037.86426592798	4.23467692719636e-5	1
1038.86149584488	4.89478301626011e-5	1
1039.85872576177	4.64272608352911e-5	1
1040.85595567867	4.84810580649511e-5	1
1041.85318559557	4.0452577985371e-5	1
1042.85041551247	4.66139696743511e-5	1
1043.84764542936	4.7917920114883e-5	1
1044.84487534626	3.9892451468191e-5	1
1045.84210526316	4.08651442910359e-5	1
1046.83933518006	4.84208294071898e-5	1
1047.83656509695	4.63489635802014e-5	1
1048.83379501385	4.40301602563917e-5	1
1049.83102493075	4.02387662503185e-5	1
1050.82825484765	4.3298382064592e-5	1
1051.82548476454	4.51383675591995e-5	1
1052.82271468144	3.85252609370097e-5	1
1053.81994459834	4.20215345200527e-5	1
1054.81717451524	4.8240143433906e-5	1
1055.81440443214	4.47137555219824e-5	1
1056.81163434903	4.08139499319388e-5	1
1057.80886426593	4.16691968721491e-5	1
1058.80609418283	4.35182166654207e-5	1
1059.80332409973	3.82692891415242e-5	1
1060.80055401662	3.98954629010791e-5	1
1061.79778393352	3.76218310705904e-5	1
1062.79501385042	4.2364837869292e-5	1
1063.79224376732	4.27472898460762e-5	1
1064.78947368421	3.87571412693907e-5	1
1065.78670360111	3.80735460038e-5	1
1066.78393351801	3.83174720677333e-5	1
1067.78116343491	4.4650515431333e-5	1
1068.7783933518	3.49597243975413e-5	1
1069.7756232687	3.68358470868055e-5	1
1070.7728531856	3.68870414459026e-5	1
1071.7700831025	3.88113470613759e-5	1
1072.76731301939	3.65738524255439e-5	1
1073.76454293629	3.76188196377023e-5	1
1074.76177285319	3.57577541128784e-5	1
1075.75900277009	3.32281504869042e-5	1
1076.75623268698	3.96003424780488e-5	1
1077.75346260388	3.81759347219942e-5	1
1078.75069252078	3.18910742846035e-5	1
1079.74792243768	3.49567129646532e-5	1
1080.74515235457	3.3824414198741e-5	1
1081.74238227147	3.39237914840471e-5	1
1082.73961218837	3.50591016828474e-5	1
1083.73684210527	3.59625315492668e-5	1
1084.73407202217	3.53120620454449e-5	1
1085.73130193906	2.99788144006826e-5	1
1086.72853185596	2.48593784909728e-5	1
1087.72576177286	3.0048077357108e-5	1
1088.72299168976	3.02408090619442e-5	1
1089.72022160665	3.05268951863103e-5	1
1090.71745152355	3.04726893943251e-5	1
1091.71468144045	2.55610423538919e-5	1
1092.71191135735	2.92440247759948e-5	1
1093.70914127424	3.33004248762177e-5	1
1094.70637119114	2.84038350002248e-5	1
1095.70360110804	2.93434020613009e-5	1
1096.70083102494	2.85273037486354e-5	1
1097.69806094183	2.8741115483688e-5	1
1098.69529085873	2.8322526312247e-5	1
1099.69252077563	2.63831635323335e-5	1
1100.68975069253	2.31940561038731e-5	1
1101.68698060942	2.77563769292909e-5	1
1102.68421052632	2.77834798252835e-5	1
1103.68144044322	2.44136864235393e-5	1
1104.67867036012	2.81448517718512e-5	1
1105.67590027701	2.71932389792228e-5	1
1106.67313019391	2.82080918625006e-5	1
1107.67036011081	2.52117161388764e-5	1
1108.66759002771	2.02247832762415e-5	1
1109.6648199446	1.73910249285728e-5	1
1110.6620498615	2.33175248522838e-5	1
1111.6592797784	2.58200255822654e-5	1
1112.6565096953	2.06403610147944e-5	1
1113.6537396122	2.4263114779136e-5	1
1114.65096952909	2.25616551973796e-5	1
1115.64819944599	1.9035267285456e-5	1
1116.64542936289	1.94628907555612e-5	1
1117.64265927979	1.69122070993705e-5	1
1118.63988919668	1.50451187087705e-5	1
1119.63711911358	1.59485485751898e-5	1
1120.63434903048	1.96315309972928e-5	1
1121.63157894738	1.77584197409166e-5	1
1122.62880886427	1.72374418512815e-5	1
1123.62603878117	1.56203023903908e-5	1
1124.62326869807	1.80716087612753e-5	1
1125.62049861497	1.53071133700321e-5	1
1126.61772853186	1.4927672826136e-5	1
1127.61495844876	1.71199959686469e-5	1
1128.61218836566	1.3205133214163e-5	1
1129.60941828256	1.55480280010773e-5	1
1130.60664819945	1.63520805821905e-5	1
1131.60387811635	1.39459457046269e-5	1
1132.60110803325	1.08532041285846e-5	1
1133.59833795015	1.51715988900692e-5	1
1134.59556786704	1.88997528054931e-5	1
1135.59279778394	1.05490494068901e-5	1
1136.59002770084	1.20156172233775e-5	1
1137.58725761774	9.70885963112009e-6	1
1138.58448753464	1.23528977068408e-5	1
1139.58171745153	1.3391842053223e-5	1
1140.57894736843	1.17747025923324e-5	1
1141.57617728533	1.12386675382569e-5	1
1142.57340720223	9.99193432259816e-6	1
1143.57063711912	1.24342063948185e-5	1
1144.56786703602	1.40182200939405e-5	1
1145.56509695292	9.657665272023e-6	1
1146.56232686982	8.64883525452137e-6	1
1147.55955678671	1.18590227131982e-5	1
1148.55678670361	1.16542452768098e-5	1
1149.55401662051	9.4197620738659e-6	1
1150.55124653741	1.28136469387146e-5	1
1151.5484764543	1.12025303436001e-5	1
1152.5457063712	1.05791637357707e-5	1
1153.5429362881	8.86866985535009e-6	1
1154.540166205	9.73596252711267e-6	1
1155.53739612189	1.11934960449359e-5	1
1156.53462603879	1.20878916126911e-5	1
1157.53185595569	7.03771865940684e-6	1
1158.52908587259	1.26329609654308e-5	1
1159.52631578948	1.20969259113553e-5	1
1160.52354570638	8.2392803817446e-6	1
1161.52077562328	1.07718954406069e-5	1
1162.51800554018	1.00672201447998e-5	1
1163.51523545708	1.41567460067914e-5	1
1164.51246537397	1.07749068734949e-5	1
1165.50969529087	1.04617178531362e-5	1
1166.50692520777	1.16030509177127e-5	1
1167.50415512467	1.01876774603224e-5	1
1168.50138504156	8.1459259622146e-6	1
1169.49861495846	1.17927711896608e-5	1
1170.49584487536	1.24372178277066e-5	1
1171.49307479226	1.13199762262346e-5	1
1172.49030470915	1.07116667828456e-5	1
1173.48753462605	1.02057460576507e-5	1
1174.48476454295	9.37459058054493e-6	1
1175.48199445985	8.63678952296912e-6	1
1176.47922437674	1.30244472408792e-5	1
1177.47645429364	9.65164240624687e-6	1
1178.47368421054	1.17536225621159e-5	1
1179.47091412744	1.3482185039865e-5	1
1180.46814404433	1.4978867185233e-5	1
1181.46537396123	1.34671278754246e-5	1
1182.46260387813	1.32322361101556e-5	1
1183.45983379503	1.40603801543734e-5	1
1184.45706371192	1.29792757475582e-5	1
1185.45429362882	1.25365951130127e-5	1
1186.45152354572	1.24492635592588e-5	1
1187.44875346262	1.19072056394072e-5	1
1188.44598337952	1.45632894466801e-5	1
1189.44321329641	1.11874731791598e-5	1
1190.44044321331	1.19222628038475e-5	1
1191.43767313021	1.07207010815098e-5	1
1192.43490304711	1.38887284797537e-5	1
1193.432132964	1.28407498347072e-5	1
1194.4293628809	9.64561954047074e-6	1
1195.4265927978	1.42591347249856e-5	1
1196.4238227147	1.48674441683747e-5	1
1197.42105263159	1.40543572885972e-5	1
1198.41828254849	1.24673321565872e-5	1
1199.41551246539	1.35363908318501e-5	1
1200.41274238229	8.32058906972234e-6	1
1201.40997229918	1.30003557777746e-5	1
1202.40720221608	9.59442518137364e-6	1
1203.40443213298	1.47620440172924e-5	1
1204.40166204988	1.28979670595804e-5	1
1205.39889196677	1.22926690490795e-5	1
1206.39612188367	1.50541530074347e-5	1
1207.39335180057	8.95600140910396e-6	1
1208.39058171747	1.18620341460862e-5	1
1209.38781163436	1.52649533095992e-5	1
1210.38504155126	1.11814503133837e-5	1
1211.38227146816	1.36598595802608e-5	1
1212.37950138506	1.36990082078056e-5	1
1213.37673130195	1.08351355312562e-5	1
1214.37396121885	1.11814503133837e-5	1
1215.37119113575	1.18108397869891e-5	1
1216.36842105265	1.32352475430437e-5	1
1217.36565096955	1.02298375207553e-5	1
1218.36288088644	1.32834304692527e-5	1
1219.36011080334	1.28708641635879e-5	1
1220.35734072024	9.80522548353816e-6	1
1221.35457063714	1.3063595868424e-5	1
1222.35180055403	1.26630752943114e-5	1
1223.34903047093	7.01061576341426e-6	1
1224.34626038783	9.90761420173235e-6	1
1225.34349030473	1.15127079310708e-5	1
1226.34072022162	1.0732746813062e-5	1
1227.33795013852	6.44446638045813e-6	1
1228.33518005542	7.71830249210943e-6	1
1229.33240997232	1.11272445213985e-5	1
1230.32963988921	8.29348617372976e-6	1
1231.32686980611	1.04587064202482e-5	1
1232.32409972301	1.31810417510585e-5	1
1233.32132963991	9.79619118487397e-6	1
1234.3185595568	1.13290105248988e-5	1
1235.3157894737	6.07406013522619e-6	1
1236.3130193906	7.72733679077362e-6	1
1237.3102493075	1.06183123633156e-5	1
1238.30747922439	9.66971100357526e-6	1
1239.30470914129	6.065025836562e-6	1
1240.30193905819	1.27594411467295e-5	1
1241.29916897509	7.3810220086462e-6	1
1242.29639889199	9.37760201343299e-6	1
1243.29362880888	1.02870547456285e-5	1
1244.29085872578	7.73335965654975e-6	1
1245.28808864268	1.0079265876352e-5	1
1246.28531855958	1.17777140252204e-5	1
1247.28254847647	1.0169608862994e-5	1
1248.27977839337	1.32171789457153e-5	1
1249.27700831027	1.54938222090921e-5	1
1250.27423822717	1.52529075780469e-5	1
1251.27146814406	1.51776217558453e-5	1
1252.26869806096	1.95863595039718e-5	1
1253.26592797786	1.8291443362104e-5	1
1254.26315789476	2.13570820421538e-5	1
1255.26038781165	1.76259166938418e-5	1
1256.25761772855	1.76590424556105e-5	1
1257.25484764545	2.08752527800634e-5	1
1258.25207756235	2.45130637088454e-5	1
1259.24930747924	3.00781916859887e-5	1
1260.24653739614	2.48563670580848e-5	1
1261.24376731304	2.39469143258893e-5	1
1262.24099722994	2.49798358064954e-5	1
1263.23822714683	2.45913609639351e-5	1
1264.23545706373	2.99758029677945e-5	1
1265.23268698063	3.004506592422e-5	1
1266.22991689753	2.99878486993467e-5	1
1267.22714681443	3.47639812598171e-5	1
1268.22437673132	3.18067541637377e-5	1
1269.22160664822	2.7994280127448e-5	1
1270.21883656512	3.80916146011284e-5	1
1271.21606648202	3.29360414967619e-5	1
1272.21329639891	3.43484035212642e-5	1
1273.21052631581	3.54837137200645e-5	1
1274.20775623271	3.31016703056055e-5	1
1275.20498614961	3.28366642114558e-5	1
1276.2022160665	3.75043851879558e-5	1
1277.1994459834	3.32432076513445e-5	1
1278.1966759003	4.07236069452969e-5	1
1279.1939058172	3.8582478161883e-5	1
1280.19113573409	3.55228623476094e-5	1
1281.18836565099	4.53341106969237e-5	1
1282.18559556789	3.81729232891062e-5	1
1283.18282548479	3.74953508892917e-5	1
1284.18005540168	4.30243416717782e-5	1
1285.17728531858	3.73477906777765e-5	1
1286.17451523548	3.99888173206091e-5	1
1287.17174515238	3.86457182525323e-5	1
1288.16897506927	3.3824414198741e-5	1
1289.16620498617	3.78446771043071e-5	1
1290.16343490307	3.41014660244429e-5	1
1291.16066481997	3.11833875559084e-5	1
1292.15789473686	3.5083193145952e-5	1
1293.15512465376	3.51735361325939e-5	1
1294.15235457066	3.44839180012271e-5	1
1295.14958448756	3.46917068705036e-5	1
1296.14681440446	3.82903691717407e-5	1
1297.14404432135	3.62787320025136e-5	1
1298.14127423825	3.471278690072e-5	1
1299.13850415515	3.33787221313074e-5	1
1300.13573407205	3.89438501084507e-5	1
1301.13296398894	2.9999894430899e-5	1
1302.13019390584	3.405930596401e-5	1
1303.12742382274	3.25776809830822e-5	1
1304.12465373964	2.64283350256544e-5	1
1305.12188365653	3.5318084911221e-5	1
1306.11911357343	3.80886031682404e-5	1
1307.11634349033	3.15266909051477e-5	1
1308.11357340723	3.13881649922968e-5	1
1309.11080332412	3.04787122601013e-5	1
1310.10803324102	2.38836742352399e-5	1
1311.10526315792	3.34208821917403e-5	1
1312.10249307482	2.94608479439354e-5	1
1313.09972299171	3.13189020358713e-5	1
1314.09695290861	2.92681162390993e-5	1
1315.09418282551	2.66903296869161e-5	1
1316.09141274241	2.23869920898718e-5	1
1317.0886426593	2.66240781633786e-5	1
1318.0858725762	2.94939737057042e-5	1
1319.0831024931	2.44287435879796e-5	1
1320.08033241	2.60067344213254e-5	1
1321.07756232689	2.66933411198041e-5	1
1322.07479224379	2.43384006013377e-5	1
1323.07202216069	2.10619616191234e-5	1
1324.06925207759	2.67716383748938e-5	1
1325.06648199449	2.80966688456422e-5	1
1326.06371191138	2.31217817145596e-5	1
1327.06094182828	2.02277947091296e-5	1
1328.05817174518	2.41426574636135e-5	1
1329.05540166208	2.00079601083008e-5	1
1330.05263157897	1.91346445707621e-5	1
1331.04986149587	1.91165759734337e-5	1
1332.04709141277	2.63470263376767e-5	1
1333.04432132967	2.2302671969006e-5	1
1334.04155124656	2.04024578166373e-5	1
1335.03878116346	1.98664227625618e-5	1
1336.03601108036	1.61593488773544e-5	1
1337.03324099726	1.39218542415224e-5	1
1338.03047091415	9.87147700707558e-6	1
1339.02770083105	1.15729365888321e-5	1
1340.02493074795	1.90412901512321e-5	1
1341.02216066485	1.8800375520187e-5	1
1342.01939058174	1.39820828992837e-5	1
1343.01662049864	1.61352574142498e-5	1
1344.01385041554	1.44578892955979e-5	1
1345.01108033244	1.42049289330005e-5	1
1346.00831024933	1.46355638359937e-5	1
1347.00554016623	8.69099531495428e-6	1
1348.00277008313	9.87749987285171e-6	1
1349.00000000003	1.26480181298711e-5	1
1351	1.70838587739902e-5	1
1351.99676375405	1.37261111037982e-5	1
1352.99352750809	1.49065927959195e-5	1
1353.99029126214	1.67766926194076e-5	1
1354.98705501618	1.48885241985911e-5	1
1355.98381877023	1.58702513201002e-5	1
1356.98058252427	1.79571743115289e-5	1
1357.97734627832	1.94207306951283e-5	1
1358.97411003236	2.07246811356602e-5	1
1359.97087378641	1.96194852657405e-5	1
1360.96763754045	1.42922604867543e-5	1
1361.9644012945	1.54516621486592e-5	1
1362.96116504854	2.89157785911958e-5	1
1363.95792880259	2.44136864235393e-5	1
1364.95469255663	2.70727816637003e-5	1
1365.95145631068	2.71420446201257e-5	1
1366.94822006473	2.41095317018447e-5	1
1367.94498381877	2.5753774058728e-5	1
1368.94174757282	2.25586437644915e-5	1
1369.93851132686	2.77262626004103e-5	1
1370.93527508091	3.37732198396439e-5	1
1371.93203883495	2.20376658748563e-5	1
1372.928802589	2.14534478945718e-5	1
1373.92556634304	2.73106848618574e-5	1
1374.92233009709	2.59977001226612e-5	1
1375.91909385113	2.7108918858357e-5	1
1376.91585760518	3.14514050829461e-5	1
1377.91262135922	3.33425849366507e-5	1
1378.90938511327	2.9394596420398e-5	1
1379.90614886731	3.19031200161558e-5	1
1380.90291262136	3.004506592422e-5	1
1381.89967637541	2.88164013058896e-5	1
1382.89644012945	3.23247206204848e-5	1
1383.8932038835	3.44267007763539e-5	1
1384.88996763754	3.02438204948322e-5	1
1385.88673139159	2.48744356554131e-5	1
1386.88349514563	2.85784981077325e-5	1
1387.88025889968	2.93343677626367e-5	1
1388.87702265372	2.94548250781593e-5	1
1389.87378640777	3.47519355282649e-5	1
1390.87055016181	3.275234409059e-5	1
1391.86731391586	3.27914927181348e-5	1
1392.8640776699	2.66210667304906e-5	1
1393.86084142395	2.34560507651347e-5	1
1394.85760517799	3.18820399859393e-5	1
1395.85436893204	3.51012617432803e-5	1
1396.85113268609	3.15387366367e-5	1
1397.84789644013	2.7669045375537e-5	1
1398.84466019418	3.41827747124207e-5	1
1399.84142394822	3.39418600813755e-5	1
1400.83818770227	3.65166352006707e-5	1
1401.83495145631	3.17224340428719e-5	1
1402.83171521036	3.18880628517155e-5	1
1403.8284789644	3.0933438626199e-5	1
1404.82524271845	3.60107144754758e-5	1
1405.82200647249	3.82512205441959e-5	1
1406.81877022654	3.91365818132868e-5	1
1407.81553398058	3.55770681395945e-5	1
1408.81229773463	3.77181969230084e-5	1
1409.80906148867	3.37400940778752e-5	1
1410.80582524272	3.62546405394091e-5	1
1411.80258899677	3.86396953867562e-5	1
1412.79935275081	3.76941054599039e-5	1
1413.79611650486	3.39057228867187e-5	1
1414.7928802589	2.76539882110967e-5	1
1415.78964401295	3.08340613408929e-5	1
1416.78640776699	2.96776711118761e-5	1
1417.78317152104	2.68951071233045e-5	1
1418.77993527508	3.36045795979123e-5	1
1419.77669902913	3.74983623221797e-5	1
1420.77346278317	3.83656549939423e-5	1
1421.77022653722	3.61492403883268e-5	1
1422.76699029126	3.83355406650617e-5	1
1423.76375404531	4.36356625480553e-5	1
1424.76051779935	4.31749133161814e-5	1
1425.7572815534	4.7119890399546e-5	1
1426.75404530745	4.69783530538069e-5	1
1427.75080906149	3.70978417480671e-5	1
1428.74757281554	4.19522715636272e-5	1
1429.74433656958	4.59785573349695e-5	1
1430.74110032363	4.85412867227124e-5	1
1431.73786407767	4.99897859418715e-5	1
1432.73462783172	4.90953903741163e-5	1
1433.73139158576	4.14072022108875e-5	1
1434.72815533981	3.26318867750674e-5	1
1435.72491909385	4.69873873524711e-5	1
1436.7216828479	5.68648872253228e-5	1
