Wavenumber	60 nm PMMA av. (N=3) - 0.9* H2O correct
2786.6500000000001	-7.266670000000001e-5
2788.5799999999999	9.66667e-6
2790.5100000000002	-5.33333e-6
2792.4400000000001	-8.43333e-5
2794.3600000000001	-0.000119
2796.29	-0.000103
2798.2199999999998	-0.000102
2800.1500000000001	-0.000117667
2802.0799999999999	-0.000101667
2804.0100000000002	-5.46667e-5
2805.9299999999998	-3.9e-5
2807.8600000000001	-9.500000000000001e-5
2809.79	-0.000165667
2811.7199999999998	-0.000189667
2813.6500000000001	-0.000188
2815.5799999999999	-0.000173
2817.5100000000002	-0.000118
2819.4299999999998	-3.4e-5
2821.3600000000001	2.86667e-5
2823.29	4.23333e-5
2825.2199999999998	1.33333e-6
2827.1500000000001	-8.266670000000001e-5
2829.0799999999999	-0.000155333
2831	-0.000145333
2832.9299999999998	-5.63333e-5
2834.8600000000001	3.76667e-5
2836.79	7.633330000000001e-5
2838.7199999999998	5.43333e-5
2840.6500000000001	1.03333e-5
2842.5799999999999	-2.36667e-5
2844.5	-5e-5
2846.4299999999998	-9.36667e-5
2848.3600000000001	-0.000165333
2850.29	-0.000238667
2852.2199999999998	-0.00025
2854.1500000000001	-0.000188
2856.0700000000002	-0.000111667
2858	-7.33333e-5
2859.9299999999998	-8.93333e-5
2861.8600000000001	-0.000119
2863.79	-0.000107333
2865.7199999999998	-5.76667e-5
2867.6500000000001	-8e-6
2869.5700000000002	1.56667e-5
2871.5	2.3e-5
2873.4299999999998	4.666670000000001e-5
2875.3600000000001	8.43333e-5
2877.29	8.400000000000001e-5
2879.2199999999998	2.93333e-5
2881.1500000000001	-3e-6
2883.0700000000002	5.63333e-5
2885	0.000152667
2886.9299999999998	0.000195667
2888.8600000000001	0.000206667
2890.79	0.000228333
2892.7199999999998	0.000234667
2894.6399999999999	0.000217
2896.5700000000002	0.000187333
2898.5	0.000133
2900.4299999999998	9.966670000000001e-5
2902.3600000000001	0.000143333
2904.29	0.000205667
2906.2199999999998	0.000232667
2908.1399999999999	0.000275333
2910.0700000000002	0.00033
2912	0.000322667
2913.9299999999998	0.00026
2915.8600000000001	0.000225333
2917.79	0.000249
2919.71	0.000286333
2921.6399999999999	0.000297667
2923.5700000000002	0.000302667
2925.5	0.000347667
2927.4299999999998	0.000454
2929.3600000000001	0.000571667
2931.29	0.000627667
2933.21	0.000622667
2935.1399999999999	0.000634
2937.0700000000002	0.000691667
2939	0.0007616670000000001
2940.9299999999998	0.000850333
2942.8600000000001	0.001015
2944.7800000000002	0.00125667
2946.71	0.001475
2948.6399999999999	0.001582
2950.5700000000002	0.00159633
2952.5	0.00156467
2954.4299999999998	0.00147233
2956.3600000000001	0.00128833
2958.2800000000002	0.00106033
2960.21	0.000899
2962.1399999999999	0.000847333
2964.0700000000002	0.000804667
2966	0.000676667
2967.9299999999998	0.000516667
2969.8600000000001	0.000430333
2971.7800000000002	0.000434333
2973.71	0.000480333
2975.6399999999999	0.0005419999999999999
2977.5700000000002	0.000603
2979.5	0.000660667
2981.4299999999998	0.000732667
2983.3499999999999	0.0008050000000000001
2985.2800000000002	0.000853667
2987.21	0.000896
2989.1399999999999	0.000958333
2991.0700000000002	0.001048
2993	0.001161
2994.9299999999998	0.001263
2996.8499999999999	0.00128967
2998.7800000000002	0.00121
3000.71	0.00109533
3002.6399999999999	0.00102567
3004.5700000000002	0.0009886669999999999
3006.5	0.000942667
3008.4200000000001	0.00088
3010.3499999999999	0.000782
3012.2800000000002	0.000659333
3014.21	0.000571333
3016.1399999999999	0.000552667
3018.0700000000002	0.000555
3020	0.000532667
3021.9200000000001	0.000464333
3023.8499999999999	0.000343
3025.7800000000002	0.000208667
3027.71	0.000117333
3029.6399999999999	8.2e-5
3031.5700000000002	7.666670000000001e-5
3033.4899999999998	7.633330000000001e-5
3035.4200000000001	9.83333e-5
3037.3499999999999	0.000155
3039.2800000000002	0.000186333
3041.21	0.000152667
3043.1399999999999	0.000117333
3045.0700000000002	0.000126667
3046.9899999999998	0.000133333
3048.9200000000001	8.53333e-5
3050.8499999999999	-1.5e-5
3052.7800000000002	-0.000129333
3054.71	-0.000206667
3056.6399999999999	-0.00023
3058.5599999999999	-0.000205667
3060.4899999999998	-0.000124333
3062.4200000000001	-2.966670000000001e-5
3064.3499999999999	-6e-6
3066.2800000000002	-4.96667e-5
3068.21	-6.766670000000001e-5
3070.1399999999999	-2.33333e-5
3072.0599999999999	1.13333e-5
3073.9899999999998	-3.66667e-5
3075.9200000000001	-0.00016
3077.8499999999999	-0.000297333
3079.7800000000002	-0.000392333
3081.71	-0.000406333
3083.6399999999999	-0.000362333
3085.5599999999999	-0.000327333
3087.4899999999998	-0.000322
3089.4200000000001	-0.000309
3091.3499999999999	-0.000267667
3093.2800000000002	-0.00022
3095.21	-0.000192667
3097.1300000000001	-0.000211667
3099.0599999999999	-0.000274667
3100.9899999999998	-0.000323
3102.9200000000001	-0.000303
3104.8499999999999	-0.00025
3106.7800000000002	-0.000235333
3108.71	-0.000274667
3110.6300000000001	-0.000321667
3112.5599999999999	-0.000345
3114.4899999999998	-0.000349
3116.4200000000001	-0.000341
3118.3499999999999	-0.000335
3120.2800000000002	-0.000349333
3122.1999999999998	-0.000363333
3124.1300000000001	-0.000335667
3126.0599999999999	-0.000281333
3127.9899999999998	-0.000243667
3129.9200000000001	-0.000225333
3131.8499999999999	-0.000222667
3133.7800000000002	-0.000219333
3135.6999999999998	-0.000183333
3137.6300000000001	-0.000172667
3139.5599999999999	-0.000234667
3141.4899999999998	-0.000296
3143.4200000000001	-0.000282
3145.3499999999999	-0.000227
3147.27	-0.000234
3149.1999999999998	-0.000351667
3151.1300000000001	-0.000495333
3153.0599999999999	-0.000555667
3154.9899999999998	-0.0005476670000000001
3156.9200000000001	-0.00054
3158.8499999999999	-0.000531333
3160.77	-0.000497
3162.7	-0.000446
3164.63	-0.000387333
3166.56	-0.000337667
3168.49	-0.000362667
3170.42	-0.000450667
3172.35	-0.000478333
3174.27	-0.000402667
3176.2	-0.000321667
3178.13	-0.000333
3180.06	-0.000413667
3181.99	-0.000448333
3183.92	-0.000385667
3185.84	-0.000324
3187.77	-0.000386
3189.7	-0.000537667
3191.63	-0.000646333
3193.56	-0.000642667
3195.49	-0.000546667
3197.42	-0.000429667
3199.34	-0.000368
3201.27	-0.000381
3203.2	-0.000400667
3205.13	-0.000367333
3207.06	-0.000332667
3208.99	-0.000393
3210.91	-0.000502667
3212.84	-0.000498333
3214.77	-0.000369333
3216.7	-0.000281667
3218.63	-0.0003
3220.56	-0.000336
3222.49	-0.000345667
3224.41	-0.000354333
3226.34	-0.000398
3228.27	-0.000463333
3230.2	-0.000477
3232.13	-0.000411333
3234.06	-0.000326667
3235.98	-0.000295333
3237.91	-0.000364667
3239.84	-0.000514
3241.77	-0.000632333
3243.7	-0.000649667
3245.63	-0.000612333
3247.56	-0.000574
3249.48	-0.000523
3251.41	-0.000446667
3253.34	-0.000368333
3255.27	-0.000319
3257.2	-0.000323
3259.13	-0.000338667
3261.06	-0.000315
3262.98	-0.000299667
3264.91	-0.000355667
3266.84	-0.000444333
3268.77	-0.000485667
3270.7	-0.000486
3272.63	-0.000512667
3274.55	-0.000549
3276.48	-0.000514333
3278.41	-0.000424667
3280.34	-0.000372
3282.27	-0.000370667
3284.2	-0.000393
3286.13	-0.000458
3288.05	-0.000542333
3289.98	-0.000555667
3291.91	-0.000484333
3293.84	-0.000403667
3295.77	-0.000352
3297.7	-0.000343
3299.62	-0.000378333
3301.55	-0.000415333
3303.48	-0.000427333
3305.41	-0.000455
3307.34	-0.000507
3309.27	-0.000559333
3311.2	-0.000608667
3313.12	-0.000647
3315.05	-0.000676333
3316.98	-0.000695333
3318.91	-0.000672333
3320.84	-0.000621333
3322.77	-0.000580333
3324.69	-0.000542667
3326.62	-0.000486667
3328.55	-0.000409667
3330.48	-0.000344333
3332.41	-0.000349
3334.34	-0.000441
3336.27	-0.0005509999999999999
3338.19	-0.0005876670000000001
3340.12	-0.000561333
3342.05	-0.000541667
3343.98	-0.000548667
3345.91	-0.0005730000000000001
3347.84	-0.000592333
3349.77	-0.000555333
3351.69	-0.000479333
3353.62	-0.000441333
3355.55	-0.000444
3357.48	-0.000458333
3359.41	-0.000491333
3361.34	-0.000512333
3363.26	-0.000505333
3365.19	-0.000544333
3367.12	-0.000661667
3369.05	-0.000744333
3370.98	-0.000677
3372.91	-0.000529333
3374.84	-0.000462
3376.76	-0.0005
3378.69	-0.000548
3380.62	-0.000552
3382.55	-0.0005330000000000001
3384.48	-0.0005296670000000001
3386.41	-0.000545333
3388.33	-0.0005476670000000001
3390.26	-0.000505667
3392.19	-0.000438333
3394.12	-0.000407333
3396.05	-0.000441
3397.98	-0.000479333
3399.91	-0.000458333
3401.83	-0.000421333
3403.76	-0.000434
3405.69	-0.000468667
3407.62	-0.000471333
3409.55	-0.000442
3411.48	-0.000411
3413.4	-0.000393333
3415.33	-0.000386333
3417.26	-0.00038
3419.19	-0.000379667
3421.12	-0.000405
3423.05	-0.000468
3424.98	-0.000564
3426.9	-0.000656333
3428.83	-0.000687333
3430.76	-0.000636667
3432.69	-0.000526
3434.62	-0.000407667
3436.55	-0.000320667
3438.48	-0.000282333
3440.4	-0.000316
3442.33	-0.000394333
3444.26	-0.000418333
3446.19	-0.000382
3448.12	-0.000389
3450.05	-0.000429
3451.97	-0.000408333
3453.9	-0.000372333
3455.83	-0.000425667
3457.76	-0.000523
3459.69	-0.000551667
3461.62	-0.000532333
3463.55	-0.000537667
3465.47	-0.000560333
3467.4	-0.000574667
3469.33	-0.00057
3471.26	-0.000520333
3473.19	-0.000437667
3475.12	-0.000371
3477.04	-0.000366667
3478.97	-0.000449333
3480.9	-0.000537333
3482.83	-0.000519
3484.76	-0.000434333
3486.69	-0.000402667
3488.62	-0.000420667
3490.54	-0.000400667
3492.47	-0.000351333
3494.4	-0.000354
3496.33	-0.000419
3498.26	-0.000470333
3500.19	-0.000487
3502.11	-0.0005296670000000001
3504.04	-0.000616667
3505.97	-0.000684333
3507.9	-0.000688
3509.83	-0.000640667
3511.76	-0.000576667
3513.69	-0.000523667
3515.61	-0.000525
3517.54	-0.000563
3519.47	-0.000558333
3521.4	-0.000506333
3523.33	-0.000507
3525.26	-0.000596
3527.18	-0.000691
3529.11	-0.000723333
3531.04	-0.000718333
3532.97	-0.000694667
3534.9	-0.0006433329999999999
3536.83	-0.0005820000000000001
3538.76	-0.000523
3540.68	-0.000499
3542.61	-0.000564
3544.54	-0.000687667
3546.47	-0.000777
3548.4	-0.000772
3550.33	-0.000685667
3552.26	-0.000598
3554.18	-0.000545
3556.11	-0.000484667
3558.04	-0.000437333
3559.97	-0.000456667
3561.9	-0.000523333
3563.83	-0.000582667
3565.75	-0.000599667
3567.68	-0.000566
3569.61	-0.000505667
3571.54	-0.000461333
3573.47	-0.000487667
3575.4	-0.000603333
3577.33	-0.000735667
3579.25	-0.000798333
3581.18	-0.000785
3583.11	-0.000727667
3585.04	-0.000644
3586.97	-0.000568333
3588.9	-0.0005296670000000001
3590.82	-0.000504
3592.75	-0.000437667
3594.68	-0.000323667
3596.61	-0.000245667
3598.54	-0.000265333
3600.47	-0.000348333
3602.4	-0.000428667
3604.32	-0.000469667
3606.25	-0.000474333
3608.18	-0.000447333
3610.11	-0.000404667
3612.04	-0.000409333
3613.97	-0.000474667
3615.89	-0.000487667
3617.82	-0.000402333
3619.75	-0.000330333
3621.68	-0.000340333
3623.61	-0.000390667
3625.54	-0.000457667
3627.47	-0.00052
3629.39	-0.000539333
3631.32	-0.000522
3633.25	-0.000522333
3635.18	-0.00058
3637.11	-0.000676
3639.04	-0.000736333
3640.97	-0.000702667
3642.89	-0.000624
3644.82	-0.000624667
3646.75	-0.000740333
3648.68	-0.000865333
3650.61	-0.000914
3652.54	-0.000910667
3654.46	-0.0008753329999999999
3656.39	-0.000793667
3658.32	-0.000711
3660.25	-0.000702333
3662.18	-0.000775333
3664.11	-0.000867333
3666.04	-0.000890667
3667.96	-0.000809333
3669.89	-0.000697667
3671.82	-0.000663
3673.75	-0.000704
3675.68	-0.000697333
3677.61	-0.000603
3679.53	-0.000524667
3681.46	-0.000511667
3683.39	-0.000537
3685.32	-0.000579
3687.25	-0.000591667
3689.18	-0.00052
3691.11	-0.000395
3693.03	-0.000295333
3694.96	-0.000223
3696.89	-0.00014
3698.82	-6.900000000000001e-5
3700.75	-7.000000000000001e-5
3702.68	-0.000146
3704.6	-0.000272333
3706.53	-0.000446333
3708.46	-0.000631333
3710.39	-0.000728333
3712.32	-0.000725
3714.25	-0.000679333
3716.18	-0.000575333
3718.1	-0.000431333
3720.03	-0.000339
3721.96	-0.000303333
3723.89	-0.000256667
3725.82	-0.000217667
3727.75	-0.000246
3729.68	-0.000334333
3731.6	-0.000414333
3733.53	-0.000466667
3735.46	-0.000569333
3737.39	-0.000729333
3739.32	-0.000846333
3741.25	-0.000853667
3743.17	-0.000774667
3745.1	-0.000673667
3747.03	-0.000627
3748.96	-0.000635667
3750.89	-0.000639
3752.82	-0.000631667
3754.75	-0.00066
3756.67	-0.0007216669999999999
3758.6	-0.000748333
3760.53	-0.000681667
3762.46	-0.000565333
3764.39	-0.000486667
3766.32	-0.000484333
3768.24	-0.000553
3770.17	-0.000661
3772.1	-0.000743667
3774.03	-0.000766333
3775.96	-0.000739333
3777.89	-0.000668667
3779.82	-0.000575
3781.74	-0.000516
3783.67	-0.000507
3785.6	-0.000519333
3787.53	-0.000531667
3789.46	-0.000526333
3791.39	-0.000536
3793.31	-0.000608333
3795.24	-0.000691667
3797.17	-0.000739667
3799.1	-0.000795
3801.03	-0.000855333
3802.96	-0.000869667
3804.89	-0.000809
3806.81	-0.000682667
3808.74	-0.000593
3810.67	-0.000639
3812.6	-0.000743333
3814.53	-0.000787333
3816.46	-0.000810667
3818.39	-0.0008663329999999999
3820.31	-0.000878333
3822.24	-0.000811333
3824.17	-0.0007739999999999999
3826.1	-0.000803333
3828.03	-0.000800333
3829.96	-0.000721333
3831.88	-0.000632667
3833.81	-0.000589667
3835.74	-0.000595667
3837.67	-0.000637
3839.6	-0.000662
3841.53	-0.000622
3843.46	-0.000587333
3845.38	-0.000647
3847.31	-0.000738333
3849.24	-0.000798
3851.17	-0.000886333
3853.1	-0.0009916669999999999
3855.03	-0.000982
3856.95	-0.000858333
3858.88	-0.000743667
3860.81	-0.000716667
3862.74	-0.000766333
3864.67	-0.000817
3866.6	-0.000825
3868.53	-0.000778333
3870.45	-0.000697333
3872.38	-0.000670333
3874.31	-0.000719
3876.24	-0.000771333
3878.17	-0.000806
3880.1	-0.000838333
3882.02	-0.000865667
3883.95	-0.000867
3885.88	-0.000812
3887.81	-0.000737667
3889.74	-0.000738
3891.67	-0.000796
3893.6	-0.000791
3895.52	-0.000702
3897.45	-0.000611
3899.38	-0.000547
3901.31	-0.000511
3903.24	-0.000529
3905.17	-0.000571667
3907.09	-0.000604667
3909.02	-0.000658667
3910.95	-0.000736333
3912.88	-0.000798
3914.81	-0.000828
3916.74	-0.000811
3918.67	-0.0007593329999999999
3920.59	-0.000769
3922.52	-0.0008776670000000001
3924.45	-0.0009766670000000001
3926.38	-0.000980667
3928.31	-0.000920333
3930.24	-0.000845333
3932.17	-0.000764333
3934.09	-0.0006980000000000001
3936.02	-0.000701
3937.95	-0.000787
3939.88	-0.000876667
3941.81	-0.000879
3943.74	-0.000793333
3945.66	-0.000708333
3947.59	-0.000716667
3949.52	-0.000801667
3951.45	-0.000852667
3953.38	-0.000809667
3955.31	-0.000747333
3957.24	-0.000735333
3959.16	-0.000736333
3961.09	-0.000711333
3963.02	-0.000722667
3964.95	-0.0008140000000000001
3966.88	-0.000896
3968.81	-0.000854
3970.73	-0.000704667
3972.66	-0.000573667
3974.59	-0.000548
3976.52	-0.000602667
3978.45	-0.000662
3980.38	-0.000704
3982.31	-0.000764
3984.23	-0.000852
3986.16	-0.000917333
3988.09	-0.000909667
3990.02	-0.0008466669999999999
3991.95	-0.000798
3993.88	-0.000764333
3995.8	-0.000717667
3997.73	-0.0007036670000000001
3999.66	-0.000709333
4001.59	-0.000622333
