1	#2/CaF2_002_SG355	#3/CaF2_002_SG355	#6/CaF2_002_SG355	#7/CaF2_002_SG355	#8/CaF2_002_SG355
1.017	0,684301	2,153014101829437	1,676982685699413	0,837646957404857	1,858848594311736
1.018	0,740602	2,299139297191933	1,792324332114247	0,9781360986492601	2,126934818001361
1.019	0,694474	2,356457353877204	1,881216856233071	1,114573997231417	2,402287254323785
1.020	0,721079	2,440154901163174	1,877352212837383	1,200985103849275	2,566114666400371
1.021	0,711017	2,515108882227137	1,976675015368695	1,250352717959884	2,746776363203951
1.022	0,693005	2,470339487485237	1,938581485750817	1,278166227259895	2,683210480454236
1.023	0,645137	2,391413105299843	1,928586509007261	1,246173659893689	2,610221287254661
1.024	0,602623	2,283873806121239	1,906156376717955	1,119991451970169	2,421834186957785
1.025	0,633073	2,25663776611419	1,859624439714088	1,048643590656094	2,237835769118296
1.026	0,587134	2,239914699625051	1,830840983674638	1,041535732332956	2,077539052893416
1.027	0,584222	2,228498443724323	1,786529785264454	0,9772235188141547	1,851628909141436
1.028	0,596051	2,213973284533859	1,812207961628119	0,8935709209504092	1,774031938965553
1.029	0,597209	2,201031871734602	1,771943856544931	0,87464166051704	1,690161833742232
1.030	0,637914	2,247723368937399	1,776340697785721	0,830314047942602	1,6735826287515
1.031	0,661486	2,203537098894044	1,829993797027328	0,7811689438924029	1,711742544426905
1.032	0,677125	2,079156686478024	1,755349510070148	0,810060569569639	1,691424847528848
1.033	0,62177	2,001689476704423	1,724268825846993	0,8318044764088163	1,715243517891156
1.034	0,588179	1,987793280052574	1,755309580905982	0,8923909455095395	1,679253247527388
1.035	0,594395	1,962631566634036	1,803807975647278	0,9841366816365954	1,600289802784142
1.036	0,568634	2,159494404612875	1,897160314913783	1,049752242162157	1,654448564323329
1.037	0,552737	2,294416016418952	1,937442225827518	1,058906459176129	1,604499282974361
1.038	0,514782	2,398095763627234	1,970091887145432	1,124770615292852	1,796712283879754
1.039	0,52459	2,535140564052653	1,979679283741743	1,165503758539956	1,78291841472706
1.040	0,510093	2,630927712282424	2,013649969955854	1,18577609012977	1,843852824145918
1.041	0,512813	2,63505299395514	2,039161480532169	1,216295348501984	1,89157200130932
1.042	0,482267	2,616320112513483	2,006114167757066	1,31246303339864	1,774485534394331
1.043	0,467762	2,632661768489948	2,077688682619991	1,311708296393469	1,90049525904423
