Wavenumber	580nm1	580nm2	580nm3	580 nm av. (N=3)	600nm1	600nm2	600nm3	600nm av. (N=3)	600nm2_1	600nm2_2	600nm2_3	600nm control sample av. (N=3)	700nm1	700nm2	700nm3	700 nm av. (N=3)	800nm1	800nm2	800nm3	800 nm av. (N=3)	900nm1	900nm2	900nm3	900 nm av. (N=3)	2000nm1	2000nm2	2000nm3	2000 nm av. (N=3)	60nm1	60nm2	60nm3	60 nm PMMA av. (N=3)	H2O Korrektur	60 nm PMMA av. (N=3) - 0.9* H2O correction spectrum
1369,22	0,003948	0,003497	0,003429	0,00362467	0,004542	0,006127	0,010209	0,00695933	0,007223	0,007444	0,007328	0,00733167	0,007252	0,008146	0,008556	0,00798467	0,013674	0,013522	0,013426	0,0135407	0,020823	0,020472	0,021102	0,020799	0,073033	0,073074	0,072491	0,072866	0,003019	0,002789	0,003209	0,00300567	0,001045	0,00196067
1371,15	0,003966	0,003498	0,003342	0,003602	0,004559	0,006039	0,01016	0,00691933	0,007217	0,0075	0,007373	0,00736333	0,007224	0,008051	0,008462	0,00791233	0,013532	0,013419	0,013325	0,0134253	0,020707	0,020287	0,020987	0,0206603	0,071505	0,071572	0,070983	0,0713533	0,003174	0,002949	0,003348	0,003157	0,00112	0,002037
1373,08	0,004008	0,003569	0,003334	0,003637	0,004557	0,006042	0,010147	0,00691533	0,007312	0,007564	0,007462	0,007446	0,00729	0,00801	0,008461	0,00792033	0,013528	0,013462	0,013392	0,0134607	0,020799	0,020288	0,021111	0,0207327	0,070369	0,070444	0,069967	0,07026	0,003372	0,003135	0,003467	0,00332467	0,00119	0,00213467
1375	0,004218	0,003888	0,003597	0,003901	0,004731	0,006289	0,010365	0,00712833	0,007552	0,007777	0,007698	0,00767567	0,007662	0,008348	0,008832	0,00828067	0,014134	0,014093	0,013994	0,0140737	0,021697	0,021115	0,022064	0,0216253	0,071635	0,07168	0,07141	0,071575	0,003397	0,003181	0,003423	0,00333367	0,001176	0,00215767
1376,93	0,004843	0,004625	0,004347	0,004605	0,00536	0,006952	0,011026	0,00777933	0,008081	0,008371	0,008285	0,00824567	0,008662	0,0094	0,009904	0,009322	0,015784	0,015772	0,015536	0,0156973	0,024048	0,023398	0,024479	0,023975	0,077279	0,077295	0,077193	0,0772557	0,003226	0,003084	0,003264	0,00319133	0,001062	0,00212933
1378,86	0,006032	0,005868	0,005642	0,00584733	0,006599	0,008156	0,012225	0,00899333	0,009085	0,009489	0,009354	0,00930933	0,010503	0,011319	0,011826	0,011216	0,018623	0,018647	0,018237	0,0185023	0,02809	0,027329	0,028554	0,027991	0,088045	0,088092	0,087998	0,088045	0,003079	0,003025	0,003189	0,00309767	0,000951	0,00214667
1380,79	0,007633	0,00748	0,007255	0,007456	0,00829	0,009795	0,013835	0,01064	0,010522	0,010995	0,010759	0,0107587	0,012971	0,013857	0,014356	0,013728	0,022278	0,022307	0,021798	0,0221277	0,033246	0,032367	0,033711	0,033108	0,102515	0,102661	0,102448	0,102541	0,003072	0,003084	0,003266	0,00314067	0,000919	0,00222167
1382,72	0,009274	0,009122	0,008832	0,009076	0,010001	0,011506	0,015517	0,0123413	0,01209	0,012556	0,012208	0,0122847	0,015482	0,016401	0,016954	0,016279	0,025934	0,025939	0,025434	0,025769	0,038353	0,037407	0,038808	0,0381893	0,117557	0,117798	0,117444	0,1176	0,00319	0,003218	0,00344	0,00328267	0,000979	0,00230367
1384,65	0,01059	0,010442	0,010087	0,010373	0,011311	0,012887	0,016855	0,0136843	0,013455	0,013869	0,013475	0,0135997	0,017463	0,018352	0,019052	0,018289	0,028805	0,02877	0,028316	0,0286303	0,042317	0,041331	0,042722	0,0421233	0,129935	0,130155	0,129691	0,129927	0,003447	0,0034	0,003669	0,00350533	0,001121	0,00238433
1386,58	0,011309	0,011189	0,010795	0,0110977	0,011987	0,013628	0,017548	0,0143877	0,014312	0,01463	0,014296	0,0144127	0,018508	0,019341	0,020172	0,0193403	0,03033	0,030241	0,029841	0,0301373	0,044346	0,04333	0,044678	0,044118	0,137068	0,137159	0,136623	0,13695	0,003745	0,003549	0,003846	0,00371333	0,001262	0,00245133
1388,5	0,01126	0,011208	0,010779	0,0110823	0,011958	0,013554	0,017493	0,014335	0,014381	0,014573	0,014363	0,014439	0,01837	0,019174	0,020027	0,0191903	0,030148	0,030007	0,029663	0,0299393	0,043961	0,042998	0,044282	0,043747	0,137148	0,137181	0,136619	0,136983	0,003841	0,003542	0,003827	0,00373667	0,001277	0,00245967
1390,43	0,010457	0,010505	0,010065	0,0103423	0,011267	0,012722	0,01677	0,0135863	0,013674	0,013774	0,013677	0,0137083	0,017159	0,01795	0,018726	0,017945	0,028341	0,02818	0,027911	0,028144	0,04136	0,040554	0,041735	0,0412163	0,130315	0,130447	0,129928	0,13023	0,003731	0,003457	0,003694	0,00362733	0,001219	0,00240833
1392,36	0,009156	0,009298	0,008887	0,00911367	0,010072	0,011399	0,015575	0,0123487	0,012556	0,012618	0,012583	0,0125857	0,0153	0,016086	0,016724	0,0160367	0,025499	0,025377	0,025195	0,025357	0,037422	0,036785	0,037854	0,0373537	0,118923	0,119169	0,118727	0,11894	0,003685	0,003477	0,003668	0,00361	0,001258	0,002352
1394,29	0,00774	0,007925	0,007547	0,00773733	0,008635	0,00994	0,014174	0,0109163	0,011349	0,011425	0,011391	0,0113883	0,013238	0,014058	0,014561	0,0139523	0,022378	0,02236	0,022214	0,0223173	0,033166	0,032623	0,033629	0,0331393	0,106032	0,106293	0,105847	0,106057	0,003792	0,003564	0,003752	0,00370267	0,001391	0,00231167
1396,22	0,006527	0,006677	0,006304	0,00650267	0,007267	0,008677	0,012849	0,00959767	0,010195	0,010345	0,010273	0,010271	0,011312	0,012188	0,012664	0,0120547	0,019557	0,019673	0,019458	0,0195627	0,029317	0,028793	0,029777	0,0292957	0,093945	0,094185	0,093653	0,0939277	0,003877	0,003586	0,003794	0,00375233	0,001482	0,00227033
1398,15	0,005575	0,005602	0,005243	0,00547333	0,006121	0,007709	0,01174	0,00852333	0,009138	0,009409	0,009291	0,00927933	0,009672	0,010556	0,011129	0,0104523	0,017179	0,01741	0,017066	0,0172183	0,026049	0,025547	0,026475	0,0260237	0,083356	0,083614	0,083048	0,0833393	0,003791	0,003538	0,003746	0,00369167	0,001493	0,00219867
1400,07	0,004723	0,004574	0,004287	0,004528	0,00514	0,006866	0,010789	0,00759833	0,008133	0,008522	0,00836	0,00833833	0,008239	0,009064	0,009745	0,009016	0,015036	0,015339	0,01492	0,0150983	0,023124	0,022705	0,023502	0,0231103	0,073765	0,074021	0,073528	0,0737713	0,003556	0,003429	0,003622	0,00353567	0,001436	0,00209967
1402	0,003805	0,003554	0,00337	0,00357633	0,00423	0,005967	0,009886	0,00669433	0,007155	0,007591	0,007417	0,00738767	0,006888	0,007651	0,008337	0,00762533	0,012963	0,013284	0,012895	0,0130473	0,020348	0,020003	0,020674	0,0203417	0,064661	0,064821	0,064435	0,064639	0,003329	0,003275	0,003454	0,00335267	0,001351	0,00200167
1403,93	0,00283	0,002619	0,002499	0,00264933	0,003379	0,005001	0,008986	0,00578867	0,006267	0,006631	0,006526	0,00647467	0,005606	0,00635	0,006913	0,00628967	0,011	0,011275	0,010983	0,011086	0,017728	0,017354	0,018	0,017694	0,055938	0,055971	0,055659	0,055856	0,003208	0,003137	0,003328	0,00322433	0,001295	0,00192933
1405,86	0,001972	0,001837	0,001725	0,00184467	0,00263	0,004098	0,008134	0,004954	0,005505	0,005751	0,005766	0,005674	0,004465	0,005212	0,005592	0,00508967	0,009296	0,00948	0,009284	0,00935333	0,015385	0,014946	0,015643	0,0153247	0,047932	0,047935	0,047642	0,0478363	0,003103	0,002999	0,003275	0,00312567	0,001232	0,00189367
1407,79	0,001381	0,001232	0,001111	0,00124133	0,002012	0,003414	0,007438	0,004288	0,004886	0,005095	0,005182	0,00505433	0,003563	0,004296	0,004547	0,00413533	0,007998	0,00809	0,00794	0,00800933	0,01352	0,013099	0,01384	0,0134863	0,041362	0,041419	0,041115	0,0412987	0,00294	0,002837	0,003245	0,00300733	0,001143	0,00186433
1409,72	0,001066	0,000797	0,000704	0,000855667	0,001559	0,003023	0,006999	0,00386033	0,004479	0,004729	0,004792	0,00466667	0,002995	0,003671	0,003918	0,003528	0,0072	0,007224	0,007068	0,007164	0,01234	0,011984	0,012738	0,012354	0,036817	0,036911	0,03662	0,0367827	0,002806	0,002718	0,003221	0,002915	0,001095	0,00182
1411,65	0,000968	0,00056	0,000526	0,000684667	0,001351	0,002884	0,006857	0,00369733	0,004331	0,004626	0,0046	0,004519	0,002811	0,003379	0,003738	0,00330933	0,006942	0,006951	0,006755	0,00688267	0,011943	0,011607	0,012352	0,0119673	0,034404	0,034536	0,03428	0,0344067	0,002798	0,002687	0,003228	0,00290433	0,001109	0,00179533
1413,57	0,001063	0,000609	0,000585	0,000752333	0,001431	0,002937	0,006982	0,00378333	0,004444	0,004791	0,004658	0,004631	0,002986	0,003477	0,003972	0,00347833	0,007227	0,007285	0,007037	0,007183	0,012319	0,011979	0,012692	0,01233	0,03402	0,034242	0,033996	0,034086	0,002967	0,002767	0,003305	0,003013	0,001206	0,001807
1415,5	0,00137	0,001025	0,000902	0,001099	0,001762	0,003224	0,007348	0,00411133	0,004904	0,005305	0,005079	0,005096	0,003508	0,00405	0,004603	0,00405367	0,008069	0,008198	0,007917	0,00806133	0,01352	0,013184	0,013868	0,013524	0,035721	0,03599	0,035738	0,0358163	0,00339	0,003063	0,003533	0,00332867	0,001516	0,00181267
1417,43	0,001968	0,001807	0,001529	0,001768	0,002389	0,00388	0,008033	0,00476733	0,005799	0,006171	0,005902	0,00595733	0,0045	0,005168	0,005686	0,005118	0,009596	0,009772	0,00949	0,00961933	0,015776	0,015417	0,016135	0,015776	0,039835	0,040032	0,039773	0,03988	0,003969	0,003553	0,003905	0,003809	0,002009	0,0018
1419,36	0,002968	0,002915	0,002527	0,00280333	0,00347	0,005005	0,009149	0,00587467	0,006982	0,007245	0,006973	0,00706667	0,006143	0,006882	0,007351	0,006792	0,012065	0,01226	0,011992	0,0121057	0,019407	0,018994	0,019812	0,0194043	0,046913	0,047022	0,046725	0,0468867	0,004275	0,003877	0,004144	0,00409867	0,002285	0,00181367
1421,29	0,00448	0,004421	0,003983	0,00429467	0,0051	0,00664	0,010745	0,007495	0,008333	0,008528	0,008242	0,00836767	0,008592	0,009338	0,009802	0,009244	0,01583	0,016001	0,015743	0,015858	0,024814	0,024332	0,025244	0,0247967	0,057766	0,057897	0,057517	0,0577267	0,004095	0,003762	0,004047	0,003968	0,002068	0,0019
1423,22	0,006685	0,006628	0,006122	0,00647833	0,007402	0,00895	0,012994	0,009782	0,010192	0,010399	0,010071	0,0102207	0,012147	0,012919	0,01343	0,012832	0,021446	0,021526	0,021222	0,021398	0,032725	0,032116	0,033113	0,0326513	0,073863	0,07409	0,073617	0,0738567	0,00377	0,003457	0,003826	0,00368433	0,001637	0,00204733
1425,14	0,009835	0,009882	0,009241	0,00965267	0,010636	0,012181	0,016216	0,013011	0,01303	0,013277	0,012891	0,013066	0,017204	0,018089	0,018675	0,0179893	0,029488	0,029415	0,028959	0,0292873	0,04402	0,043149	0,044349	0,0438393	0,096894	0,097206	0,09664	0,0969133	0,003637	0,003335	0,003738	0,00357	0,001366	0,002204
1427,07	0,014079	0,014313	0,013504	0,0139653	0,014968	0,016471	0,02056	0,017333	0,017008	0,017289	0,016829	0,017042	0,023954	0,025043	0,0257	0,024899	0,040151	0,039875	0,039212	0,039746	0,059079	0,057807	0,059383	0,0587563	0,12791	0,128248	0,127595	0,127918	0,003761	0,003495	0,003831	0,00369567	0,001323	0,00237267
1429	0,01926	0,01969	0,018754	0,0192347	0,02021	0,021724	0,025818	0,022584	0,021909	0,022202	0,021666	0,0219257	0,032113	0,033435	0,034151	0,033233	0,052925	0,052395	0,051586	0,052302	0,077129	0,075416	0,077455	0,0766667	0,166668	0,166979	0,166254	0,166634	0,004048	0,003795	0,004037	0,00396	0,001353	0,002607
1430,93	0,024685	0,025277	0,024269	0,0247437	0,025676	0,027312	0,031308	0,0280987	0,027067	0,027356	0,026747	0,0270567	0,040575	0,042087	0,042873	0,041845	0,066073	0,065268	0,064406	0,065249	0,095546	0,093463	0,095943	0,094984	0,209906	0,210242	0,209404	0,209851	0,004333	0,004076	0,004254	0,004221	0,001346	0,002875
1432,86	0,029198	0,029921	0,028839	0,0293193	0,030263	0,032013	0,035925	0,0327337	0,031489	0,031797	0,031106	0,031464	0,047538	0,049157	0,050018	0,0489043	0,076726	0,075673	0,074808	0,0757357	0,110195	0,107826	0,110658	0,10956	0,249901	0,250368	0,249348	0,249872	0,004683	0,004411	0,004537	0,00454367	0,001471	0,00307267
1434,79	0,031855	0,032672	0,031492	0,0320063	0,03301	0,034752	0,038703	0,0354883	0,034291	0,034667	0,033893	0,0342837	0,051554	0,053171	0,054069	0,0529313	0,082514	0,081297	0,080477	0,0814293	0,117836	0,115252	0,118267	0,117118	0,277718	0,278317	0,277119	0,277718	0,005244	0,00489	0,004977	0,005037	0,001859	0,003178
1436,72	0,032482	0,03331	0,032065	0,032619	0,033653	0,035322	0,03938	0,0361183	0,035027	0,035461	0,034629	0,035039	0,052339	0,053886	0,054739	0,0536547	0,083133	0,081879	0,081168	0,08206	0,118242	0,115604	0,118569	0,117472	0,28885	0,289507	0,288203	0,288853	0,005643	0,005182	0,0053	0,005375	0,002124	0,003251
1438,64	0,031802	0,032575	0,031369	0,0319153	0,032929	0,034561	0,038669	0,0353863	0,034194	0,034618	0,033781	0,0341977	0,051075	0,052558	0,053317	0,0523167	0,080798	0,079593	0,078992	0,0797943	0,114666	0,112188	0,114933	0,113929	0,287382	0,288058	0,286734	0,287391	0,005434	0,004952	0,005189	0,00519167	0,001862	0,00332967
1440,57	0,030978	0,03174	0,030615	0,031111	0,032112	0,033725	0,037835	0,0345573	0,033151	0,033528	0,03273	0,0331363	0,049711	0,051169	0,051868	0,050916	0,078638	0,077488	0,076929	0,077685	0,111508	0,109248	0,111765	0,11084	0,283081	0,283752	0,282501	0,283111	0,004886	0,004479	0,004849	0,004738	0,00133	0,003408
1442,5	0,03085	0,031657	0,030543	0,0310167	0,032047	0,033623	0,037748	0,0344727	0,032946	0,033291	0,03253	0,0329223	0,049535	0,05102	0,051711	0,0507553	0,078399	0,077318	0,076729	0,077482	0,111161	0,108984	0,111389	0,110511	0,283611	0,284245	0,283095	0,28365	0,004477	0,004183	0,004646	0,00443533	0,00099	0,00344533
1444,43	0,031576	0,032399	0,03123	0,031735	0,03284	0,034379	0,038486	0,035235	0,033716	0,034042	0,033288	0,033682	0,05064	0,052193	0,052896	0,0519097	0,079991	0,079044	0,07835	0,0791283	0,113402	0,11114	0,113586	0,112709	0,291061	0,291571	0,290494	0,291042	0,004367	0,004169	0,004686	0,00440733	0,000998	0,00340933
1446,36	0,032645	0,033437	0,03224	0,032774	0,033987	0,0355	0,039522	0,0363363	0,034894	0,035192	0,034437	0,034841	0,052188	0,053778	0,054514	0,0534933	0,082061	0,081268	0,080478	0,081269	0,116242	0,113854	0,116414	0,115503	0,302325	0,302601	0,301621	0,302182	0,004489	0,004346	0,004864	0,00456633	0,001205	0,00336133
1448,29	0,033234	0,034011	0,032845	0,0333633	0,03464	0,036152	0,040117	0,0369697	0,035602	0,035867	0,035122	0,0355303	0,052984	0,05452	0,055316	0,0542733	0,082868	0,082148	0,081414	0,0821433	0,117241	0,114801	0,117409	0,116484	0,311203	0,31132	0,310489	0,311004	0,004626	0,004525	0,004961	0,004704	0,001303	0,003401
1450,21	0,032795	0,033591	0,032467	0,032951	0,034187	0,035737	0,039728	0,0365507	0,035245	0,035496	0,034779	0,0351733	0,052209	0,05363	0,054476	0,0534383	0,081337	0,080595	0,080019	0,0806503	0,114932	0,112491	0,115068	0,114164	0,312082	0,312286	0,31156	0,311976	0,004661	0,004582	0,004892	0,00471167	0,001233	0,00347867
1452,14	0,031372	0,032185	0,031075	0,031544	0,032698	0,034272	0,03829	0,0350867	0,033972	0,034236	0,033588	0,033932	0,049938	0,051232	0,052077	0,0510823	0,077644	0,076866	0,076347	0,0769523	0,109541	0,107108	0,109667	0,108772	0,303417	0,303762	0,303035	0,303405	0,004854	0,004684	0,004926	0,00482133	0,001365	0,00345633
1454,07	0,029362	0,030183	0,029048	0,029531	0,030623	0,032179	0,036171	0,032991	0,032347	0,032622	0,032096	0,032355	0,046808	0,048021	0,048811	0,04788	0,072707	0,071963	0,071354	0,072008	0,102368	0,100011	0,102574	0,101651	0,287494	0,28778	0,286999	0,287424	0,005524	0,005089	0,005352	0,00532167	0,002013	0,00330867
1456	0,027167	0,027974	0,026799	0,0273133	0,028356	0,029905	0,033857	0,030706	0,030604	0,030885	0,030474	0,0306543	0,04337	0,044636	0,045324	0,0444433	0,067411	0,066764	0,066058	0,0667443	0,094779	0,092614	0,095122	0,0941717	0,268062	0,268211	0,267356	0,267876	0,006334	0,005597	0,005916	0,005949	0,002797	0,003152
1457,93	0,025137	0,025851	0,024706	0,0252313	0,026242	0,027826	0,03176	0,0286093	0,028622	0,028949	0,028554	0,0287083	0,040062	0,041487	0,042082	0,0412103	0,062528	0,061954	0,061256	0,0619127	0,087957	0,086035	0,088389	0,0874603	0,249291	0,249492	0,248509	0,249097	0,006371	0,005574	0,005934	0,00595967	0,002857	0,00310267
1459,86	0,023463	0,024028	0,023012	0,023501	0,02451	0,026116	0,03006	0,0268953	0,026575	0,027	0,02652	0,0266983	0,037249	0,038792	0,03938	0,0384737	0,058549	0,057987	0,057379	0,0579717	0,082514	0,080782	0,082938	0,082078	0,233831	0,234176	0,233076	0,233694	0,005571	0,00499	0,005336	0,005299	0,002179	0,00312
1461,79	0,022037	0,02249	0,021617	0,022048	0,023058	0,024641	0,028621	0,02544	0,024885	0,025381	0,024798	0,0250213	0,034932	0,036484	0,037128	0,0361813	0,055261	0,054734	0,054208	0,0547343	0,078072	0,076438	0,078426	0,0776453	0,220804	0,221127	0,220052	0,220661	0,004878	0,004519	0,004783	0,00472667	0,001621	0,00310567
1463,71	0,020746	0,021119	0,02033	0,0207317	0,021729	0,023268	0,027282	0,024093	0,023622	0,024109	0,023467	0,0237327	0,032948	0,034424	0,035095	0,0341557	0,05229	0,051883	0,051345	0,0518393	0,074101	0,072528	0,074412	0,0736803	0,208514	0,208687	0,207761	0,208321	0,004675	0,004404	0,004588	0,00455567	0,00151	0,00304567
1465,64	0,019681	0,019966	0,019215	0,0196207	0,020628	0,022125	0,026143	0,0229653	0,02261	0,023067	0,022413	0,0226967	0,03138	0,032721	0,033361	0,0324873	0,049798	0,049541	0,048879	0,049406	0,070775	0,069296	0,071147	0,070406	0,197516	0,197605	0,19682	0,197314	0,004588	0,004341	0,004527	0,00448533	0,001502	0,00298333
1467,57	0,019009	0,019258	0,018506	0,0189243	0,019985	0,021455	0,025435	0,0222917	0,021942	0,022416	0,02177	0,0220427	0,030483	0,031709	0,032297	0,0314963	0,048306	0,048129	0,047348	0,0479277	0,068781	0,067415	0,069262	0,068486	0,189956	0,190019	0,189334	0,18977	0,004508	0,004247	0,004482	0,00441233	0,00149	0,00292233
1469,5	0,018827	0,01913	0,018341	0,018766	0,019853	0,021343	0,025251	0,022149	0,021942	0,02244	0,021817	0,0220663	0,030377	0,031601	0,032151	0,0313763	0,048116	0,047928	0,047128	0,047724	0,068554	0,067277	0,069087	0,068306	0,187133	0,187122	0,186534	0,18693	0,004777	0,004402	0,004641	0,00460667	0,001751	0,00285567
1471,43	0,019168	0,019508	0,018713	0,0191297	0,020168	0,021703	0,025576	0,0224823	0,022611	0,023078	0,022519	0,022736	0,030975	0,032314	0,032851	0,0320467	0,049152	0,048908	0,04814	0,0487333	0,069968	0,068752	0,070501	0,0697403	0,188892	0,188846	0,188298	0,188679	0,005348	0,004828	0,005016	0,005064	0,002232	0,002832
1473,36	0,01994	0,020222	0,019477	0,0198797	0,020854	0,02239	0,026319	0,0231877	0,023494	0,023881	0,023422	0,023599	0,032056	0,033525	0,034077	0,0332193	0,051003	0,050689	0,049941	0,0505443	0,072431	0,071232	0,072978	0,0722137	0,194116	0,194207	0,193582	0,193968	0,005642	0,005094	0,005241	0,00532567	0,002438	0,00288767
1475,29	0,020909	0,02112	0,020385	0,0208047	0,021754	0,023266	0,027254	0,0240913	0,024229	0,024538	0,024148	0,024305	0,033373	0,034881	0,035468	0,034574	0,053104	0,0527	0,051977	0,0525937	0,075214	0,073947	0,075788	0,074983	0,201135	0,201447	0,200686	0,201089	0,005397	0,004941	0,005096	0,00514467	0,002171	0,00297367
1477,21	0,021861	0,022077	0,021285	0,021741	0,022691	0,024225	0,028187	0,0250343	0,024872	0,025157	0,024734	0,024921	0,034765	0,036191	0,036831	0,035929	0,055094	0,054582	0,05393	0,0545353	0,077893	0,076484	0,078474	0,077617	0,208643	0,209096	0,208245	0,208661	0,004962	0,004622	0,004804	0,004796	0,001757	0,003039
1479,14	0,022696	0,022978	0,022146	0,0226067	0,023563	0,025149	0,029086	0,0259327	0,025557	0,025882	0,02533	0,0255897	0,03609	0,037371	0,038043	0,037168	0,056843	0,056244	0,055696	0,056261	0,080324	0,078765	0,080874	0,0799877	0,216109	0,216611	0,215747	0,216156	0,00466	0,004414	0,004628	0,00456733	0,001463	0,00310433
1481,07	0,023362	0,023725	0,022889	0,0233253	0,024291	0,025882	0,029887	0,0266867	0,026221	0,026615	0,025922	0,0262527	0,037122	0,038318	0,038979	0,0381397	0,058182	0,057573	0,057104	0,0576197	0,082235	0,080594	0,082723	0,0818507	0,223103	0,223627	0,222761	0,223164	0,00452	0,004348	0,004593	0,004487	0,001314	0,003173
1483	0,023723	0,024148	0,023285	0,0237187	0,02468	0,026231	0,030324	0,0270783	0,026642	0,027075	0,026308	0,026675	0,037538	0,038786	0,039433	0,0385857	0,058687	0,058179	0,057703	0,0581897	0,08294	0,081312	0,083364	0,0825387	0,228206	0,22872	0,227813	0,228246	0,004515	0,004366	0,004627	0,00450267	0,001309	0,00319367
1484,93	0,023433	0,02388	0,022985	0,0234327	0,024353	0,025914	0,029989	0,026752	0,026515	0,026917	0,026156	0,0265293	0,036921	0,038275	0,038914	0,0380367	0,057637	0,057311	0,056744	0,0572307	0,081373	0,079796	0,081736	0,0809683	0,228205	0,228646	0,227743	0,228198	0,004707	0,00447	0,004734	0,004637	0,001483	0,003154
1486,86	0,022062	0,02247	0,021637	0,0220563	0,022951	0,024591	0,028535	0,025359	0,025463	0,025793	0,025118	0,025458	0,03481	0,036167	0,036779	0,0359187	0,054258	0,054099	0,053441	0,0539327	0,076518	0,07497	0,076795	0,0760943	0,218847	0,219194	0,21843	0,218824	0,005062	0,004645	0,004924	0,004877	0,001792	0,003085
1488,78	0,019444	0,019744	0,019079	0,0194223	0,020346	0,022035	0,02585	0,0227437	0,023152	0,02343	0,022918	0,0231667	0,030921	0,03214	0,032722	0,0319277	0,04821	0,048129	0,047467	0,0479353	0,068048	0,066543	0,068207	0,0675993	0,19761	0,197907	0,19736	0,197626	0,005271	0,004699	0,005037	0,00500233	0,00202	0,00298233
1490,71	0,015932	0,016095	0,015607	0,015878	0,0168	0,018479	0,022256	0,0191783	0,019723	0,019968	0,019641	0,0197773	0,025627	0,026659	0,027214	0,0265	0,040166	0,040122	0,039533	0,0399403	0,05698	0,055624	0,05706	0,0565547	0,16707	0,167314	0,166962	0,167115	0,00505	0,004456	0,00488	0,00479533	0,001953	0,00284233
1492,64	0,012225	0,012278	0,011904	0,0121357	0,012971	0,014619	0,018429	0,0153397	0,015998	0,016186	0,016008	0,016064	0,019963	0,020874	0,021384	0,0207403	0,031692	0,031705	0,031212	0,0315363	0,04539	0,044304	0,045517	0,0450703	0,133871	0,134001	0,133763	0,133878	0,004684	0,004148	0,004582	0,00447133	0,001787	0,00268433
1494,57	0,00882	0,008785	0,008496	0,00870033	0,009455	0,011046	0,014895	0,0117987	0,012753	0,012865	0,012804	0,0128073	0,014784	0,015666	0,016105	0,0155183	0,024029	0,024126	0,023711	0,0239553	0,034884	0,034104	0,035149	0,0347123	0,10307	0,103117	0,102873	0,10302	0,004653	0,004119	0,004452	0,004408	0,001903	0,002505
1496,5	0,005887	0,005749	0,00554	0,00572533	0,006492	0,007999	0,011862	0,00878433	0,010073	0,010154	0,01019	0,010139	0,010379	0,011268	0,011627	0,0110913	0,017581	0,017788	0,0174	0,0175897	0,026059	0,025497	0,026435	0,025997	0,076615	0,076697	0,076404	0,076572	0,004781	0,00421	0,004448	0,00447967	0,002168	0,00231167
1498,43	0,003535	0,003305	0,003138	0,003326	0,004142	0,005609	0,009468	0,00640633	0,007771	0,00789	0,007986	0,00788233	0,006865	0,007744	0,008065	0,007558	0,012474	0,012788	0,012413	0,0125583	0,019174	0,018681	0,019576	0,0191437	0,055637	0,055795	0,055556	0,0556627	0,004529	0,004038	0,004243	0,00427	0,002128	0,002142
1500,36	0,001818	0,001581	0,0014	0,00159967	0,002395	0,003908	0,007743	0,004682	0,005961	0,006143	0,006222	0,00610867	0,00431	0,005152	0,005507	0,00498967	0,008743	0,009101	0,008806	0,00888333	0,014212	0,013745	0,014617	0,0141913	0,040533	0,040717	0,040596	0,0406153	0,004027	0,003702	0,003871	0,00386667	0,00186	0,00200667
1502,28	0,000648	0,000503	0,000291	0,000480667	0,001188	0,002765	0,006552	0,00350167	0,004951	0,00518	0,005163	0,005098	0,002632	0,003449	0,003839	0,00330667	0,006245	0,006578	0,006415	0,00641267	0,01083	0,010441	0,011274	0,0108483	0,030412	0,030597	0,0305	0,030503	0,00402	0,003699	0,003822	0,003847	0,001977	0,00187
1504,21	-0,000122	-0,000132	-0,000356	-0,000203333	0,000434	0,002007	0,005756	0,00273233	0,004769	0,005039	0,004927	0,00491167	0,001614	0,002475	0,002817	0,002302	0,004715	0,004995	0,00492	0,00487667	0,008622	0,008314	0,009098	0,008678	0,023772	0,023964	0,02379	0,023842	0,004876	0,004292	0,004403	0,00452367	0,002798	0,00172567
1506,14	-0,000659	-0,000596	-0,000806	-0,000687	-5,5e-05	0,001497	0,005231	0,00222433	0,004836	0,005115	0,005007	0,004986	0,000911	0,001862	0,002126	0,001633	0,003734	0,003965	0,003904	0,00386767	0,007131	0,006848	0,007549	0,007176	0,018985	0,019165	0,018952	0,019034	0,005837	0,005021	0,005118	0,00532533	0,003691	0,00163433
1508,07	-0,0011	-0,001105	-0,001268	-0,00115767	-0,000512	0,001097	0,004808	0,00179767	0,004415	0,004616	0,004596	0,00454233	0,000218	0,001192	0,001476	0,000962	0,002843	0,003079	0,002982	0,002968	0,005893	0,00562	0,006218	0,00591033	0,014936	0,015094	0,014922	0,014984	0,005746	0,005072	0,005108	0,00530867	0,003659	0,00164967
1510	-0,001452	-0,001581	-0,00169	-0,00157433	-0,000924	0,000739	0,004424	0,001413	0,003617	0,003694	0,003754	0,00368833	-0,000439	0,000453	0,000859	0,000291	0,001969	0,002282	0,002104	0,00211833	0,004815	0,004563	0,005119	0,00483233	0,011569	0,011727	0,011587	0,0116277	0,004851	0,004505	0,004489	0,004615	0,002872	0,001743
1511,93	-0,001666	-0,00185	-0,001943	-0,00181967	-0,001154	0,000463	0,004172	0,00116033	0,003034	0,003049	0,003127	0,00307	-0,000873	-8,7e-05	0,00042	-0,00018	0,001331	0,001735	0,001464	0,00151	0,004075	0,003825	0,004378	0,00409267	0,009142	0,009318	0,009142	0,00920067	0,004224	0,004036	0,004044	0,00410133	0,002229	0,00187233
