Wavenumber	580nm1	580nm2	580nm3	580 nm av. (N=3)	600nm1	600nm2	600nm3	600nm av. (N=3)	600nm2_1	600nm2_2	600nm2_3	600nm control sample av. (N=3)	700nm1	700nm2	700nm3	700 nm av. (N=3)	800nm1	800nm2	800nm3	800 nm av. (N=3)	900nm1	900nm2	900nm3	900 nm av. (N=3)	2000nm1	2000nm2	2000nm3	2000 nm av. (N=3)	60nm1	60nm2	60nm3	60 nm PMMA av. (N=3)	H2O Korrektur	60 nm PMMA av. (N=3) - 0.9* H2O correction spectrum
3355,55	0,002378	0,00723	0,006415	0,005341	-0,001565	-0,004903	-0,007076	-0,00451467	0,005458	0,004375	0,006603	0,00547867	-0,002384	-0,002949	-0,003619	-0,002984	-0,003855	-0,002549	-0,002056	-0,00282	-0,00351	-0,006079	-0,00339	-0,00432633	-0,015054	-0,012151	-0,012522	-0,0132423	0,005236	0,007015	0,006115	0,006122	0,006566	-0,000444
3357,48	0,002455	0,007194	0,006355	0,00533467	-0,001631	-0,004977	-0,007126	-0,004578	0,005497	0,004362	0,006545	0,005468	-0,002386	-0,003018	-0,003709	-0,00303767	-0,003878	-0,002659	-0,00214	-0,00289233	-0,003563	-0,006057	-0,0034	-0,00434	-0,015158	-0,012249	-0,012606	-0,0133377	0,005222	0,006913	0,00611	0,00608167	0,00654	-0,000458333
3359,41	0,002532	0,00711	0,00629	0,00531067	-0,001774	-0,005091	-0,007228	-0,00469767	0,005435	0,004274	0,00645	0,00538633	-0,002431	-0,003159	-0,003846	-0,00314533	-0,003928	-0,002788	-0,002197	-0,002971	-0,00356	-0,006065	-0,003462	-0,00436233	-0,01526	-0,012309	-0,0127	-0,013423	0,005155	0,006801	0,006046	0,00600067	0,006492	-0,000491333
3361,34	0,002523	0,007076	0,006273	0,00529067	-0,001901	-0,005164	-0,0073	-0,00478833	0,005335	0,004152	0,006395	0,005294	-0,002475	-0,003331	-0,003911	-0,003239	-0,004005	-0,002837	-0,002225	-0,00302233	-0,003531	-0,006072	-0,003549	-0,004384	-0,015276	-0,012317	-0,012786	-0,0134597	0,005077	0,006801	0,006016	0,00596467	0,006477	-0,000512333
3363,26	0,002462	0,007145	0,006315	0,00530733	-0,001927	-0,005152	-0,007271	-0,00478333	0,005317	0,004079	0,006449	0,00528167	-0,002424	-0,00339	-0,003859	-0,00322433	-0,004059	-0,002803	-0,002224	-0,00302867	-0,003529	-0,006054	-0,003576	-0,00438633	-0,015194	-0,012248	-0,012785	-0,013409	0,005087	0,006954	0,006093	0,00604467	0,00655	-0,000505333
3365,19	0,002467	0,007266	0,00639	0,00537433	-0,001872	-0,005078	-0,007143	-0,00469767	0,005416	0,004104	0,006584	0,005368	-0,002283	-0,003261	-0,003746	-0,00309667	-0,004025	-0,002742	-0,002162	-0,00297633	-0,003513	-0,006031	-0,003515	-0,004353	-0,015107	-0,012117	-0,012679	-0,013301	0,00517	0,007134	0,006193	0,00616567	0,00671	-0,000544333
3367,12	0,002516	0,00735	0,006448	0,005438	-0,001796	-0,005012	-0,007025	-0,004611	0,005541	0,004181	0,006653	0,00545833	-0,002194	-0,003059	-0,003681	-0,002978	-0,003948	-0,002677	-0,002071	-0,00289867	-0,003457	-0,006063	-0,003422	-0,004314	-0,015141	-0,012025	-0,01259	-0,013252	0,005219	0,007198	0,006184	0,00620033	0,006862	-0,000661667
3369,05	0,002501	0,00734	0,006438	0,00542633	-0,001752	-0,00502	-0,00705	-0,00460733	0,005572	0,004212	0,006556	0,00544667	-0,002255	-0,00296	-0,003762	-0,00299233	-0,003973	-0,002641	-0,00205	-0,002888	-0,003453	-0,006162	-0,003377	-0,00433067	-0,015317	-0,012065	-0,01265	-0,013344	0,00521	0,007115	0,006067	0,00613067	0,006875	-0,000744333
3370,98	0,002423	0,007242	0,006351	0,00533867	-0,001812	-0,005124	-0,007211	-0,00471567	0,005488	0,004147	0,006372	0,00533567	-0,002394	-0,003029	-0,003946	-0,003123	-0,004154	-0,002717	-0,002136	-0,00300233	-0,003594	-0,006244	-0,003427	-0,00442167	-0,015535	-0,012233	-0,012846	-0,013538	0,005172	0,006982	0,005963	0,006039	0,006716	-0,000677
3372,91	0,00238	0,007126	0,00623	0,00524533	-0,001966	-0,005285	-0,007351	-0,00486733	0,005382	0,004043	0,006245	0,00522333	-0,002512	-0,003195	-0,004064	-0,003257	-0,004347	-0,002889	-0,002238	-0,003158	-0,003824	-0,006242	-0,003552	-0,00453933	-0,015684	-0,012435	-0,013057	-0,0137253	0,005109	0,00691	0,005935	0,00598467	0,006514	-0,000529333
3374,84	0,002395	0,007051	0,006105	0,00518367	-0,002085	-0,005413	-0,007388	-0,004962	0,005361	0,003996	0,006222	0,005193	-0,002613	-0,003309	-0,004062	-0,003328	-0,004399	-0,003013	-0,002295	-0,00323567	-0,003975	-0,006205	-0,003687	-0,00462233	-0,015752	-0,012574	-0,013201	-0,0138423	0,005044	0,00688	0,005917	0,005947	0,006409	-0,000462
3376,76	0,002416	0,007011	0,005975	0,005134	-0,002097	-0,005446	-0,007412	-0,004985	0,005426	0,004001	0,006261	0,00522933	-0,002714	-0,003292	-0,004025	-0,00334367	-0,004351	-0,003034	-0,002362	-0,003249	-0,003949	-0,006203	-0,003792	-0,004648	-0,01579	-0,012628	-0,013296	-0,0139047	0,005027	0,006814	0,005871	0,005904	0,006404	-0,0005
3378,69	0,002421	0,006984	0,005889	0,005098	-0,002081	-0,005389	-0,007472	-0,00498067	0,005476	0,004028	0,006337	0,00528033	-0,002759	-0,003216	-0,004009	-0,003328	-0,004311	-0,003031	-0,002439	-0,00326033	-0,003805	-0,006229	-0,003845	-0,00462633	-0,015805	-0,012606	-0,01333	-0,0139137	0,005054	0,006755	0,005885	0,005898	0,006446	-0,000548
3380,62	0,00241	0,006974	0,005937	0,005107	-0,002099	-0,005299	-0,007503	-0,004967	0,005437	0,004105	0,006439	0,005327	-0,00273	-0,003189	-0,004016	-0,00331167	-0,004262	-0,003043	-0,002458	-0,00325433	-0,003658	-0,006258	-0,00382	-0,00457867	-0,015773	-0,012517	-0,013271	-0,0138537	0,005072	0,006792	0,006007	0,005957	0,006509	-0,000552
3382,55	0,002375	0,006992	0,006114	0,00516033	-0,002122	-0,005232	-0,007483	-0,00494567	0,005367	0,004207	0,006498	0,00535733	-0,002669	-0,003224	-0,004047	-0,00331333	-0,004162	-0,003045	-0,002431	-0,00321267	-0,003599	-0,006278	-0,003746	-0,004541	-0,015732	-0,012436	-0,01319	-0,013786	0,005076	0,006893	0,006151	0,00604	0,006573	-0,000533
3384,48	0,002344	0,007025	0,006294	0,005221	-0,002122	-0,005203	-0,007437	-0,00492067	0,005329	0,004231	0,006483	0,00534767	-0,002602	-0,003277	-0,00412	-0,003333	-0,004074	-0,003001	-0,002409	-0,00316133	-0,003637	-0,006247	-0,003687	-0,00452367	-0,015725	-0,012435	-0,013178	-0,0137793	0,005126	0,006965	0,006219	0,00610333	0,006633	-0,000529667
3386,41	0,002332	0,007065	0,006373	0,00525667	-0,002093	-0,005186	-0,007375	-0,00488467	0,005308	0,004158	0,006469	0,00531167	-0,002524	-0,003313	-0,004215	-0,00335067	-0,004056	-0,002895	-0,002403	-0,003118	-0,003712	-0,006158	-0,003651	-0,004507	-0,01574	-0,012485	-0,013219	-0,0138147	0,005221	0,006978	0,006214	0,00613767	0,006683	-0,000545333
3388,33	0,002348	0,007158	0,006412	0,005306	-0,001989	-0,005142	-0,007328	-0,00481967	0,005336	0,004107	0,006521	0,00532133	-0,002422	-0,003309	-0,004218	-0,00331633	-0,004038	-0,002739	-0,002393	-0,00305667	-0,003762	-0,006068	-0,003564	-0,00446467	-0,015738	-0,012488	-0,013221	-0,0138157	0,005296	0,006969	0,006243	0,00616933	0,006717	-0,000547667
3390,26	0,002425	0,00731	0,006545	0,00542667	-0,0018	-0,005061	-0,007301	-0,00472067	0,005512	0,004177	0,006598	0,005429	-0,002317	-0,003266	-0,004057	-0,00321333	-0,003926	-0,00256	-0,002308	-0,00293133	-0,003752	-0,005996	-0,003392	-0,00438	-0,015703	-0,012397	-0,013126	-0,013742	0,005332	0,007002	0,006381	0,00623833	0,006744	-0,000505667
3392,19	0,00253	0,007403	0,006708	0,005547	-0,001661	-0,005018	-0,007248	-0,00464233	0,005753	0,004281	0,006631	0,005555	-0,002289	-0,003215	-0,003856	-0,00312	-0,003797	-0,002458	-0,002133	-0,002796	-0,003678	-0,005948	-0,003251	-0,00429233	-0,01565	-0,01232	-0,013003	-0,0136577	0,005357	0,007085	0,006505	0,00631567	0,006754	-0,000438333
3394,12	0,00257	0,007364	0,006691	0,00554167	-0,001712	-0,005084	-0,007185	-0,00466033	0,005802	0,00429	0,006606	0,005566	-0,002384	-0,003202	-0,003772	-0,00311933	-0,003799	-0,002547	-0,002018	-0,002788	-0,003576	-0,005988	-0,003268	-0,00427733	-0,015621	-0,012379	-0,012974	-0,013658	0,00536	0,007159	0,006437	0,00631867	0,006726	-0,000407333
3396,05	0,002537	0,007312	0,006491	0,00544667	-0,00186	-0,005218	-0,007167	-0,00474833	0,005629	0,004252	0,006595	0,005492	-0,002497	-0,003199	-0,003811	-0,003169	-0,0039	-0,002727	-0,002083	-0,00290333	-0,003501	-0,006071	-0,003396	-0,00432267	-0,01562	-0,012466	-0,01305	-0,013712	0,005328	0,007202	0,006235	0,006255	0,006696	-0,000441
3397,98	0,002546	0,007382	0,006356	0,005428	-0,001888	-0,005276	-0,007158	-0,004774	0,005516	0,004318	0,006676	0,00550333	-0,002455	-0,003128	-0,003864	-0,003149	-0,003942	-0,002743	-0,002208	-0,00296433	-0,003476	-0,006045	-0,003478	-0,004333	-0,0156	-0,012393	-0,013105	-0,0136993	0,005308	0,007261	0,006126	0,00623167	0,006711	-0,000479333
3399,91	0,002653	0,007523	0,006435	0,005537	-0,001767	-0,005194	-0,007118	-0,004693	0,005623	0,004513	0,006835	0,005657	-0,002242	-0,002999	-0,00386	-0,00303367	-0,003904	-0,002549	-0,002215	-0,00288933	-0,00347	-0,005934	-0,003448	-0,004284	-0,015537	-0,012222	-0,013033	-0,0135973	0,005351	0,007358	0,00616	0,00628967	0,006748	-0,000458333
3401,83	0,002729	0,00762	0,006608	0,00565233	-0,001642	-0,005097	-0,007116	-0,00461833	0,005791	0,004663	0,006979	0,005811	-0,002049	-0,002915	-0,003813	-0,00292567	-0,003892	-0,002364	-0,002094	-0,00278333	-0,003464	-0,005888	-0,003378	-0,00424333	-0,015478	-0,012134	-0,012873	-0,013495	0,005413	0,00741	0,006181	0,00633467	0,006756	-0,000421333
3403,76	0,002664	0,007656	0,006687	0,005669	-0,001588	-0,005107	-0,007215	-0,00463667	0,00586	0,004604	0,007031	0,00583167	-0,002044	-0,00293	-0,003764	-0,00291267	-0,003912	-0,002313	-0,001951	-0,00272533	-0,003462	-0,005912	-0,003338	-0,00423733	-0,015456	-0,012127	-0,012711	-0,0134313	0,005392	0,007331	0,006093	0,006272	0,006706	-0,000434
3405,69	0,002554	0,007652	0,006692	0,00563267	-0,001578	-0,005177	-0,007348	-0,004701	0,005853	0,00443	0,006978	0,00575367	-0,002168	-0,002991	-0,003742	-0,002967	-0,003895	-0,00232	-0,001871	-0,00269533	-0,003466	-0,005945	-0,003294	-0,004235	-0,015417	-0,012085	-0,012565	-0,0133557	0,005275	0,007168	0,005957	0,00613333	0,006602	-0,000468667
3407,62	0,002516	0,00761	0,006754	0,00562667	-0,001586	-0,005203	-0,007397	-0,00472867	0,005844	0,004338	0,006872	0,00568467	-0,002249	-0,003013	-0,003737	-0,00299967	-0,00385	-0,002326	-0,001884	-0,00268667	-0,003454	-0,005972	-0,00322	-0,00421533	-0,015273	-0,011967	-0,012463	-0,0132343	0,005144	0,007013	0,00586	0,00600567	0,006477	-0,000471333
3409,55	0,002519	0,007563	0,006852	0,00564467	-0,001608	-0,005139	-0,007343	-0,00469667	0,005887	0,004368	0,006794	0,005683	-0,002232	-0,002976	-0,003702	-0,00297	-0,003831	-0,002348	-0,001943	-0,00270733	-0,003408	-0,005959	-0,003167	-0,004178	-0,015017	-0,011792	-0,012393	-0,0130673	0,005036	0,006912	0,005839	0,005929	0,006371	-0,000442
3411,48	0,002537	0,007577	0,006909	0,00567433	-0,001576	-0,004976	-0,007226	-0,00459267	0,006019	0,004486	0,006832	0,005779	-0,002183	-0,002901	-0,003612	-0,00289867	-0,003786	-0,002323	-0,001955	-0,002688	-0,003327	-0,005881	-0,003149	-0,004119	-0,0147	-0,011564	-0,012217	-0,012827	0,004946	0,006903	0,005869	0,005906	0,006317	-0,000411
3413,4	0,002662	0,007716	0,007017	0,00579833	-0,001383	-0,004728	-0,007028	-0,00437967	0,006244	0,004702	0,007046	0,00599733	-0,002084	-0,002764	-0,00348	-0,002776	-0,003594	-0,002137	-0,00186	-0,00253033	-0,003192	-0,005761	-0,003087	-0,00401333	-0,014303	-0,011261	-0,011846	-0,01247	0,00493	0,006978	0,00589	0,00593267	0,006326	-0,000393333
3415,33	0,002959	0,007995	0,007242	0,00606533	-0,001053	-0,004434	-0,006747	-0,004078	0,006511	0,005012	0,007391	0,00630467	-0,001834	-0,002527	-0,00331	-0,002557	-0,003243	-0,001824	-0,001653	-0,00224	-0,00298	-0,00561	-0,002919	-0,00383633	-0,013775	-0,010858	-0,011354	-0,0119957	0,005032	0,007053	0,005893	0,00599267	0,006379	-0,000386333
3417,26	0,003333	0,008338	0,007468	0,00637967	-0,000744	-0,004145	-0,006482	-0,00379033	0,006759	0,005381	0,007732	0,006624	-0,001451	-0,002216	-0,00309	-0,00225233	-0,002887	-0,001534	-0,001372	-0,001931	-0,002728	-0,005423	-0,002666	-0,00360567	-0,013175	-0,01039	-0,010831	-0,0114653	0,005164	0,007069	0,005926	0,006053	0,006433	-0,00038
3419,19	0,00364	0,008672	0,007641	0,006651	-0,000513	-0,003901	-0,006266	-0,00356	0,006979	0,005721	0,007976	0,006892	-0,001067	-0,001896	-0,002807	-0,00192333	-0,002661	-0,001334	-0,001064	-0,00168633	-0,002511	-0,005197	-0,002372	-0,00336	-0,012618	-0,009911	-0,010295	-0,0109413	0,005216	0,007042	0,00601	0,00608933	0,006469	-0,000379667
3421,12	0,003875	0,009026	0,007905	0,00693533	-0,000267	-0,003644	-0,005993	-0,00330133	0,007237	0,005965	0,008153	0,00711833	-0,00074	-0,001579	-0,002448	-0,001589	-0,002494	-0,001154	-0,000723	-0,001457	-0,002311	-0,004899	-0,002053	-0,00308767	-0,012135	-0,00936	-0,009718	-0,0104043	0,005192	0,007022	0,006134	0,006116	0,006521	-0,000405
3423,05	0,004173	0,00942	0,008322	0,007305	5,1e-05	-0,003253	-0,005606	-0,002936	0,007584	0,006188	0,008388	0,00738667	-0,000424	-0,001218	-0,002035	-0,00122567	-0,002221	-0,000925	-0,000339	-0,00116167	-0,002023	-0,004529	-0,001685	-0,00274567	-0,011661	-0,008658	-0,009081	-0,0098	0,005173	0,007049	0,006246	0,006156	0,006624	-0,000468
3424,98	0,004617	0,009795	0,008748	0,00772	0,000403	-0,002762	-0,005199	-0,00251933	0,007973	0,006504	0,008759	0,00774533	-8,2e-05	-0,000798	-0,001627	-0,000835667	-0,001832	-0,000636	3,5e-05	-0,000811	-0,001639	-0,004171	-0,001284	-0,00236467	-0,01111	-0,007861	-0,00842	-0,00913033	0,005182	0,00709	0,006277	0,006183	0,006747	-0,000564
3426,9	0,005121	0,010131	0,009119	0,00812367	0,000761	-0,002341	-0,004834	-0,002138	0,00829	0,006905	0,009167	0,00812067	0,000253	-0,000361	-0,001262	-0,000456667	-0,001437	-0,000286	0,000338	-0,000461667	-0,001251	-0,003889	-0,000921	-0,00202033	-0,010444	-0,007053	-0,007773	-0,00842333	0,005208	0,00706	0,006247	0,00617167	0,006828	-0,000656333
3428,83	0,005536	0,010449	0,009492	0,00849233	0,001125	-0,002034	-0,004477	-0,00179533	0,008486	0,007281	0,009483	0,00841667	0,000552	4,3e-05	-0,000942	-0,000115667	-0,001075	0,000111	0,000591	-0,000124333	-0,000889	-0,003641	-0,000639	-0,001723	-0,009732	-0,006282	-0,007157	-0,00772367	0,005232	0,006961	0,006235	0,00614267	0,00683	-0,000687333
3430,76	0,005818	0,010723	0,009848	0,00879633	0,001471	-0,001762	-0,004117	-0,00146933	0,008646	0,00756	0,009723	0,008643	0,000866	0,000395	-0,000617	0,000214667	-0,000722	0,000504	0,000861	0,000214333	-0,000562	-0,003351	-0,000406	-0,00143967	-0,009066	-0,005629	-0,00658	-0,00709167	0,005224	0,006911	0,006256	0,00613033	0,006767	-0,000636667
3432,69	0,006049	0,010952	0,010152	0,009051	0,001783	-0,001512	-0,003809	-0,00117933	0,008886	0,007777	0,00997	0,00887767	0,001254	0,000711	-0,000231	0,000578	-0,000424	0,000836	0,001187	0,000533	-0,000317	-0,00303	-0,000181	-0,001176	-0,008473	-0,005114	-0,006027	-0,006538	0,005195	0,006984	0,006265	0,006148	0,006674	-0,000526
3434,62	0,006252	0,011173	0,010406	0,009277	0,002036	-0,001337	-0,003594	-0,000965	0,009187	0,007991	0,010211	0,00912967	0,00164	0,000956	0,000137	0,000911	-0,000251	0,001076	0,001529	0,000784667	-0,000169	-0,002746	1e-06	-0,000971333	-0,007973	-0,004682	-0,00552	-0,00605833	0,005191	0,007092	0,006219	0,00616733	0,006575	-0,000407667
3436,55	0,006365	0,011392	0,010579	0,00944533	0,002185	-0,001235	-0,003452	-0,000834	0,009444	0,008184	0,010388	0,00933867	0,00188	0,001073	0,000332	0,001095	-0,000165	0,001215	0,001782	0,000944	-8,2e-05	-0,002538	9,6e-05	-0,000841333	-0,00761	-0,004362	-0,005142	-0,00570467	0,005206	0,007123	0,006155	0,00616133	0,006482	-0,000320667
3438,48	0,006391	0,011565	0,010655	0,009537	0,00226	-0,001154	-0,00335	-0,000748	0,009626	0,008304	0,010503	0,00947767	0,001929	0,001083	0,000351	0,001121	-5,8e-05	0,001278	0,001879	0,001033	-2,5e-05	-0,002404	0,000153	-0,000758667	-0,007391	-0,004216	-0,004929	-0,005512	0,005218	0,007103	0,006167	0,00616267	0,006445	-0,000282333
3440,4	0,006402	0,011626	0,010652	0,00956	0,002331	-0,001103	-0,003335	-0,000702333	0,009736	0,008336	0,010567	0,00954633	0,001851	0,001049	0,000318	0,00107267	6,7e-05	0,001315	0,001853	0,00107833	2,4e-05	-0,002351	0,000231	-0,000698667	-0,007292	-0,004176	-0,004886	-0,00545133	0,005217	0,0071	0,006238	0,006185	0,006501	-0,000316
3442,33	0,006434	0,011547	0,010606	0,009529	0,00237	-0,001151	-0,003446	-0,000742333	0,009723	0,00835	0,010574	0,009549	0,001743	0,000986	0,000251	0,000993333	9,5e-05	0,001344	0,001787	0,00107533	6,8e-05	-0,002384	0,000285	-0,000677	-0,007315	-0,004176	-0,005011	-0,00550067	0,005222	0,007113	0,006261	0,00619867	0,006593	-0,000394333
3444,26	0,006436	0,011381	0,010549	0,00945533	0,00229	-0,001303	-0,003615	-0,000876	0,009592	0,008381	0,010532	0,00950167	0,001653	0,000896	7,4e-05	0,000874333	-3,5e-05	0,001306	0,001677	0,000982667	6,8e-05	-0,002488	0,000238	-0,000727333	-0,007497	-0,004282	-0,005253	-0,00567733	0,005287	0,007145	0,006239	0,00622367	0,006642	-0,000418333
3446,19	0,006305	0,011183	0,010413	0,00930033	0,002052	-0,001527	-0,003802	-0,00109233	0,009412	0,008297	0,010425	0,009378	0,001511	0,000756	-0,000239	0,000676	-0,000294	0,001106	0,001447	0,000753	-5,3e-05	-0,002683	4,7e-05	-0,000896333	-0,007887	-0,004628	-0,005587	-0,006034	0,005359	0,007153	0,006226	0,006246	0,006628	-0,000382
3448,12	0,006014	0,010949	0,010095	0,00901933	0,00169	-0,001844	-0,00405	-0,00140133	0,009189	0,007976	0,010202	0,00912233	0,001234	0,000486	-0,000613	0,000369	-0,000641	0,0007	0,001134	0,000397667	-0,000325	-0,003003	-0,000292	-0,00120667	-0,008494	-0,005274	-0,006068	-0,006612	0,005283	0,007013	0,006175	0,006157	0,006546	-0,000389
3450,05	0,005704	0,010702	0,009684	0,00869667	0,001331	-0,002234	-0,004344	-0,001749	0,008933	0,007542	0,009895	0,00879	0,000899	7,4e-05	-0,000937	1,2e-05	-0,001006	0,000204	0,00087	2,26667e-05	-0,000667	-0,003366	-0,000694	-0,00157567	-0,009186	-0,006082	-0,006667	-0,00731167	0,005109	0,006806	0,006076	0,005997	0,006426	-0,000429
3451,97	0,005484	0,010501	0,00937	0,00845167	0,001094	-0,002588	-0,00461	-0,00203467	0,008693	0,007189	0,009622	0,00850133	0,000642	-0,000342	-0,00119	-0,000296667	-0,001322	-0,000185	0,000655	-0,000284	-0,000963	-0,003659	-0,001024	-0,001882	-0,009807	-0,00682	-0,007271	-0,007966	0,00507	0,006763	0,006061	0,00596467	0,006373	-0,000408333
3453,9	0,005263	0,010309	0,009142	0,008238	0,000904	-0,002846	-0,00487	-0,00227067	0,008427	0,006902	0,009383	0,00823733	0,000409	-0,000648	-0,001463	-0,000567333	-0,001612	-0,000429	0,000382	-0,000553	-0,001204	-0,003916	-0,001262	-0,00212733	-0,010402	-0,007441	-0,007881	-0,00857467	0,005169	0,006845	0,006159	0,00605767	0,00643	-0,000372333
3455,83	0,004938	0,010023	0,008842	0,00793433	0,000576	-0,003083	-0,005202	-0,00256967	0,008092	0,00657	0,009058	0,00790667	5,1e-05	-0,000889	-0,001785	-0,000874333	-0,001918	-0,000618	5,5e-05	-0,000827	-0,001474	-0,004192	-0,001494	-0,00238667	-0,011087	-0,008068	-0,008575	-0,00924333	0,005224	0,006867	0,006213	0,00610133	0,006527	-0,000425667
3457,76	0,004596	0,009668	0,008461	0,007575	0,000145	-0,003357	-0,005578	-0,00293	0,007765	0,006227	0,008669	0,00755367	-0,000407	-0,001155	-0,002055	-0,00120567	-0,002198	-0,000802	-0,000215	-0,00107167	-0,001785	-0,004443	-0,001733	-0,00265367	-0,01179	-0,008732	-0,009297	-0,00993967	0,005227	0,006885	0,006143	0,006085	0,006608	-0,000523
3459,69	0,00434	0,009341	0,008144	0,007275	-0,000191	-0,003622	-0,00589	-0,00323433	0,007506	0,005967	0,008372	0,00728167	-0,000827	-0,001464	-0,002219	-0,00150333	-0,002427	-0,001001	-0,000407	-0,00127833	-0,002057	-0,004644	-0,001937	-0,00287933	-0,0124	-0,009341	-0,009912	-0,010551	0,005265	0,006999	0,006052	0,00610533	0,006657	-0,000551667
3461,62	0,004103	0,009024	0,007961	0,00702933	-0,000412	-0,003855	-0,00613	-0,00346567	0,007257	0,005765	0,008175	0,00706567	-0,001188	-0,001811	-0,002412	-0,00180367	-0,00267	-0,001277	-0,000634	-0,001527	-0,002275	-0,004872	-0,002157	-0,00310133	-0,012974	-0,009871	-0,010458	-0,011101	0,005295	0,007075	0,006025	0,00613167	0,006664	-0,000532333
3463,55	0,003767	0,008667	0,007865	0,00676633	-0,000661	-0,00409	-0,006382	-0,003711	0,006984	0,005572	0,007953	0,00683633	-0,001501	-0,002166	-0,002763	-0,00214333	-0,002967	-0,001649	-0,000952	-0,001856	-0,002492	-0,005157	-0,002419	-0,003356	-0,013566	-0,010357	-0,011063	-0,011662	0,005295	0,007031	0,006035	0,00612033	0,006658	-0,000537667
3465,47	0,003384	0,008342	0,007796	0,00650733	-0,000935	-0,004314	-0,006628	-0,003959	0,006757	0,00544	0,007717	0,006638	-0,001678	-0,002435	-0,003154	-0,00242233	-0,003233	-0,002001	-0,001255	-0,002163	-0,002703	-0,005388	-0,002616	-0,003569	-0,014079	-0,010768	-0,011648	-0,012165	0,00534	0,007015	0,006094	0,00614967	0,00671	-0,000560333
3467,4	0,003117	0,008131	0,007714	0,00632067	-0,001114	-0,004513	-0,00679	-0,004139	0,006629	0,005376	0,00756	0,00652167	-0,001731	-0,002575	-0,003389	-0,002565	-0,003364	-0,002208	-0,00147	-0,00234733	-0,002865	-0,005487	-0,002703	-0,003685	-0,014452	-0,011095	-0,01205	-0,0125323	0,005439	0,007102	0,006204	0,00624833	0,006823	-0,000574667
3469,33	0,002985	0,007996	0,007578	0,00618633	-0,001199	-0,00473	-0,006944	-0,004291	0,006556	0,005264	0,007431	0,006417	-0,001825	-0,002652	-0,003475	-0,00265067	-0,00339	-0,00228	-0,00167	-0,00244667	-0,002993	-0,005563	-0,002798	-0,00378467	-0,014756	-0,011449	-0,0123	-0,012835	0,005514	0,007176	0,00627	0,00632	0,00689	-0,00057
3471,26	0,00287	0,007879	0,007385	0,00604467	-0,001283	-0,004942	-0,007194	-0,004473	0,00647	0,005064	0,007261	0,006265	-0,001983	-0,002737	-0,003529	-0,00274967	-0,003423	-0,002298	-0,001879	-0,00253333	-0,003114	-0,005709	-0,002951	-0,00392467	-0,015018	-0,011877	-0,012524	-0,0131397	0,005537	0,007184	0,006271	0,00633067	0,006851	-0,000520333
3473,19	0,002752	0,007769	0,007189	0,00590333	-0,001391	-0,005083	-0,00745	-0,00464133	0,006339	0,00489	0,007134	0,006121	-0,002097	-0,002862	-0,003612	-0,002857	-0,003521	-0,002303	-0,002007	-0,00261033	-0,003196	-0,005857	-0,003069	-0,00404067	-0,015222	-0,012256	-0,01275	-0,0134093	0,005519	0,007191	0,006311	0,00634033	0,006778	-0,000437667
3475,12	0,002692	0,007646	0,007025	0,00578767	-0,001505	-0,005179	-0,0076	-0,00476133	0,006166	0,004793	0,007084	0,00601433	-0,002194	-0,00304	-0,003789	-0,00300767	-0,003707	-0,002339	-0,002055	-0,00270033	-0,00323	-0,005957	-0,00315	-0,00411233	-0,015447	-0,012499	-0,012983	-0,013643	0,005467	0,007202	0,006387	0,006352	0,006723	-0,000371
3477,04	0,002684	0,007519	0,006855	0,005686	-0,001632	-0,005297	-0,007709	-0,00487933	0,006002	0,004693	0,006994	0,00589633	-0,002359	-0,003259	-0,004081	-0,003233	-0,003958	-0,00246	-0,002146	-0,00285467	-0,003275	-0,00605	-0,003307	-0,00421067	-0,015747	-0,012685	-0,013259	-0,013897	0,005409	0,007168	0,006393	0,00632333	0,00669	-0,000366667
3478,97	0,002665	0,007462	0,006654	0,00559367	-0,001774	-0,005406	-0,007872	-0,00501733	0,005915	0,004567	0,006844	0,00577533	-0,002557	-0,003455	-0,004365	-0,003459	-0,004139	-0,002635	-0,002295	-0,003023	-0,003343	-0,006129	-0,003511	-0,00432767	-0,016021	-0,012902	-0,013561	-0,0141613	0,005401	0,007119	0,00634	0,00628667	0,006736	-0,000449333
3480,9	0,002568	0,007501	0,006469	0,00551267	-0,001887	-0,005428	-0,008072	-0,005129	0,005894	0,004464	0,006727	0,005695	-0,00272	-0,003567	-0,004488	-0,00359167	-0,004148	-0,002775	-0,002404	-0,003109	-0,003389	-0,006153	-0,003583	-0,004375	-0,0162	-0,013111	-0,013808	-0,014373	0,005469	0,007122	0,006362	0,00631767	0,006855	-0,000537333
3482,83	0,002413	0,007563	0,006361	0,00544567	-0,001941	-0,0054	-0,008254	-0,00519833	0,005855	0,004387	0,006673	0,00563833	-0,00281	-0,003632	-0,004436	-0,003626	-0,004081	-0,002881	-0,002449	-0,003137	-0,003434	-0,006146	-0,003465	-0,00434833	-0,016348	-0,013243	-0,013942	-0,014511	0,005568	0,007164	0,006498	0,00641	0,006929	-0,000519
3484,76	0,002277	0,007568	0,006338	0,00539433	-0,001982	-0,005449	-0,008367	-0,005266	0,005757	0,004333	0,006687	0,00559233	-0,00282	-0,003706	-0,004316	-0,003614	-0,004065	-0,002993	-0,002462	-0,00317333	-0,003501	-0,006158	-0,003305	-0,00432133	-0,016484	-0,013307	-0,013954	-0,0145817	0,005613	0,007209	0,006629	0,00648367	0,006918	-0,000434333
