wavenumber (cm-1)	CaF2 Substrat	Pery1	Pery2	Pery3	Pery3-1	Pery4	Pery5	TPCA1	TPCA2
2253.4688500000002	0.7039299999999999	0.6775099999999999	0.58006	0.0002	0.6478	0.62561	0.67697	0.69285	0.70177
2252.5046000000002	0.70401	0.67753	0.58012	0.00019	0.64786	0.62571	0.67706	0.69292	0.70179
2251.54034	0.70409	0.6775600000000001	0.58016	0.00016	0.64788	0.62586	0.6771	0.69302	0.70183
2250.5760799999998	0.70417	0.6776	0.58014	0.0002	0.64782	0.62595	0.6771	0.6930500000000001	0.70183
2249.6118299999998	0.7042	0.6776	0.5800999999999999	0.00029	0.64777	0.62597	0.67713	0.69303	0.70181
2248.6475700000001	0.7042	0.67763	0.58016	0.00034	0.64782	0.626	0.67726	0.69303	0.70182
2247.6833099999999	0.70423	0.6777300000000001	0.58029	0.00038	0.6479200000000001	0.62607	0.67736	0.69304	0.70192
2246.7190599999999	0.70427	0.6778	0.5803700000000001	0.00043	0.64805	0.62618	0.67738	0.69308	0.70205
2245.7548000000002	0.70427	0.6778	0.58041	0.00041	0.64813	0.6263	0.67738	0.69321	0.70208
2244.79054	0.70424	0.6778	0.58042	0.00032	0.64813	0.62642	0.67738	0.6933	0.70207
2243.8262800000002	0.70426	0.67786	0.58044	0.00026	0.64815	0.62643	0.67737	0.69325	0.70208
2242.8620299999998	0.70434	0.67789	0.5805399999999999	0.00018	0.64817	0.62637	0.67738	0.6932199999999999	0.70209
2241.89777	0.70442	0.67789	0.5807	0.0002	0.6482	0.62642	0.67747	0.69333	0.70213
2240.9335099999998	0.70452	0.67792	0.58083	0.00022	0.6482599999999999	0.62658	0.67767	0.69347	0.7022699999999999
2239.9692599999998	0.70461	0.67796	0.58085	0.0003	0.64834	0.62674	0.67782	0.6935	0.7024
2239.0050000000001	0.70459	0.67796	0.58083	0.00034	0.6483100000000001	0.62686	0.67781	0.69343	0.70238
2238.0407399999999	0.70455	0.67796	0.58085	0.00027	0.64825	0.6269	0.67772	0.69335	0.7023200000000001
2237.0764800000002	0.70461	0.67803	0.5809299999999999	0.0002	0.64835	0.6269400000000001	0.67774	0.69339	0.70235
2236.1122300000002	0.70465	0.6781199999999999	0.58099	0.00023	0.64856	0.62705	0.67786	0.69351	0.70241
2235.14797	0.70457	0.67809	0.581	0.00032	0.64864	0.62719	0.67792	0.69356	0.70242
2234.1837099999998	0.70453	0.67801	0.58103	0.00043	0.64859	0.62729	0.67793	0.69357	0.70239
2233.2194599999998	0.70462	0.67808	0.58113	0.0004	0.64861	0.62735	0.678	0.6936600000000001	0.7024
2232.2552000000001	0.70472	0.67824	0.58124	0.00048	0.64872	0.62741	0.6781	0.69377	0.70246
2231.2909399999999	0.70477	0.67833	0.58128	0.00042	0.6488	0.62743	0.67815	0.6938	0.7025400000000001
2230.3266800000001	0.70487	0.67836	0.58135	0.00032	0.6488699999999999	0.62749	0.67818	0.6938	0.70263
2229.3624300000001	0.7049800000000001	0.67843	0.58153	0.00043	0.64891	0.6276	0.67822	0.69384	0.70274
2228.3981699999999	0.705	0.6785099999999999	0.58165	0.00045	0.64888	0.6277	0.67826	0.69382	0.7027600000000001
2227.4339100000002	0.70499	0.67855	0.58162	0.00037	0.6488699999999999	0.62775	0.6783	0.69377	0.7027099999999999
2226.4696600000002	0.70501	0.67857	0.58157	0.00042	0.6489	0.62778	0.67833	0.69381	0.70265
2225.5054	0.70499	0.67854	0.58157	0.00045	0.64886	0.6278	0.67835	0.69382	0.70261
2224.5411399999998	0.70497	0.67846	0.58156	0.00034	0.64886	0.62782	0.6784	0.69376	0.70267
2223.5768800000001	0.705	0.6784	0.58157	0.00036	0.64898	0.62791	0.6785	0.69377	0.70279
2222.6126300000001	0.70506	0.67841	0.58166	0.00039	0.64907	0.62807	0.67862	0.6938800000000001	0.70283
2221.6483699999999	0.70512	0.67845	0.58177	0.00026	0.64908	0.62815	0.67869	0.69394	0.70279
2220.6841100000001	0.7051500000000001	0.67852	0.58185	0.00019	0.64913	0.62814	0.67872	0.69394	0.70284
2219.7198600000002	0.70509	0.67857	0.5819299999999999	0.00032	0.64922	0.62815	0.67874	0.69397	0.70297
2218.7556	0.70499	0.67857	0.582	0.00025	0.64924	0.62819	0.67877	0.69398	0.70303
2217.7913400000002	0.70497	0.67852	0.58199	0.00024	0.64921	0.62822	0.67878	0.69395	0.70298
2216.82708	0.70502	0.67852	0.58197	0.00037	0.64919	0.6282799999999999	0.6788	0.694	0.70291
2215.86283	0.70505	0.6786	0.58202	0.00054	0.64923	0.62838	0.67885	0.69411	0.70294
2214.8985699999998	0.7050999999999999	0.6786799999999999	0.58213	0.00058	0.64933	0.62847	0.6789500000000001	0.6942	0.7030999999999999
2213.9343100000001	0.70517	0.67871	0.58225	0.00053	0.64942	0.62856	0.67905	0.69425	0.70328
2212.9700600000001	0.70524	0.67872	0.5823700000000001	0.00041	0.64937	0.62868	0.67911	0.69426	0.70328
2212.0057999999999	0.70531	0.67875	0.58241	0.00031	0.64923	0.6287700000000001	0.6791	0.69423	0.70314
2211.0415400000002	0.70541	0.67885	0.58239	0.0002	0.64919	0.62882	0.6791199999999999	0.69424	0.70307
2210.0772900000002	0.70544	0.67896	0.58241	0.00015	0.64925	0.6288899999999999	0.67922	0.69432	0.70312
2209.11303	0.70542	0.67898	0.5825	0.00031	0.64938	0.62903	0.6793	0.69439	0.70317
2208.1487699999998	0.70547	0.6789500000000001	0.58258	0.00028	0.64955	0.62915	0.6793	0.69443	0.70322
2207.18451	0.70551	0.67897	0.58265	0.00018	0.64968	0.62923	0.6793400000000001	0.69451	0.7033
2206.2202600000001	0.7055	0.67903	0.58275	0.00027	0.64973	0.62929	0.67939	0.6946099999999999	0.70338
2205.2559999999999	0.70557	0.67907	0.58283	0.00023	0.64976	0.6293299999999999	0.6794	0.69462	0.7034899999999999
2204.2917400000001	0.7057	0.67909	0.5828100000000001	0.00011	0.64977	0.6294	0.6795099999999999	0.69456	0.7036
2203.3274900000001	0.7057	0.67907	0.58277	0.00018	0.64977	0.62949	0.67967	0.69454	0.7036
2202.3632299999999	0.7055900000000001	0.679	0.58278	0.00017	0.64979	0.62953	0.6797299999999999	0.69456	0.70353
2201.3989700000002	0.7056	0.67899	0.58282	0.00024	0.6498699999999999	0.6295500000000001	0.6797	0.69456	0.70352
2200.43471	0.70575	0.67905	0.58288	0.0002	0.64991	0.62961	0.6797	0.69458	0.7036
2199.47046	0.70584	0.6791	0.58296	0.00027	0.64989	0.62966	0.67975	0.69464	0.70368
2198.5061999999998	0.70579	0.6791199999999999	0.58307	0.00034	0.64988	0.62969	0.67986	0.69473	0.70372
2197.5419400000001	0.70577	0.67916	0.58316	0.0003	0.64991	0.62978	0.67997	0.69486	0.7037600000000001
2196.5776900000001	0.7058	0.67919	0.58322	0.00032	0.64994	0.62991	0.68	0.69494	0.7037600000000001
2195.6134299999999	0.70579	0.6791700000000001	0.58323	0.00034	0.64994	0.62998	0.67998	0.69492	0.70373
2194.6491700000001	0.70582	0.67921	0.58324	0.00023	0.64997	0.63001	0.68002	0.6948800000000001	0.70373
2193.6849099999999	0.7059	0.67933	0.58334	0.00023	0.65002	0.63007	0.68013	0.69489	0.70379
2192.72066	0.70594	0.67938	0.5834	0.00018	0.65003	0.6301099999999999	0.68018	0.69491	0.70389
2191.7564000000002	0.70596	0.6793400000000001	0.5833700000000001	0.00018	0.65003	0.6301	0.68016	0.69491	0.70392
2190.79214	0.7059800000000001	0.6793	0.58335	0.0001	0.65005	0.63015	0.68011	0.69489	0.70385
2189.82789	0.70601	0.67927	0.58336	0.00019	0.65011	0.63024	0.6801199999999999	0.6948800000000001	0.70375
2188.8636299999998	0.7060999999999999	0.67927	0.58338	0.00036	0.6502599999999999	0.63031	0.68023	0.6949	0.70379
2187.8993700000001	0.7062	0.67936	0.58348	0.00036	0.65043	0.6303299999999999	0.68036	0.69498	0.70394
2186.9351099999999	0.70623	0.67945	0.5836	0.00032	0.6505	0.6304	0.68041	0.69509	0.70402
2185.9708599999999	0.70621	0.67948	0.58369	0.00033	0.65054	0.63054	0.68042	0.69523	0.70401
2185.0066000000002	0.70617	0.67954	0.58373	0.00029	0.65057	0.6307199999999999	0.68046	0.69534	0.70401
2184.04234	0.7061500000000001	0.67964	0.5837599999999999	0.00033	0.65057	0.63087	0.68047	0.69537	0.704
2183.07809	0.70619	0.67972	0.58378	0.00038	0.65059	0.63096	0.6805099999999999	0.69533	0.704
2182.1138299999998	0.70624	0.6797299999999999	0.5838100000000001	0.00043	0.65069	0.63098	0.68068	0.69535	0.70406
2181.14957	0.70628	0.67967	0.58391	0.00041	0.65078	0.63101	0.68087	0.6954	0.70417
2180.1853099999998	0.70629	0.67963	0.58404	0.00029	0.65083	0.63105	0.68091	0.69541	0.70428
2179.2210599999999	0.70631	0.67967	0.58408	0.00035	0.65088	0.6311	0.68083	0.69541	0.7044
2178.2568000000001	0.70636	0.6797299999999999	0.58411	0.00045	0.65088	0.6312	0.68077	0.69545	0.70448
2177.2925399999999	0.7063700000000001	0.67974	0.58418	0.00036	0.65081	0.6313	0.68077	0.6954399999999999	0.70446
2176.3282899999999	0.70638	0.67971	0.58424	0.00024	0.65078	0.63134	0.68081	0.69538	0.70434
2175.3640300000002	0.70639	0.67975	0.58428	0.00037	0.6508	0.63132	0.68084	0.69537	0.70422
2174.39977	0.7063700000000001	0.6798	0.5843	0.00054	0.6508	0.63132	0.6808	0.69542	0.70419
2173.43552	0.70636	0.67976	0.5843	0.00049	0.6508	0.6313800000000001	0.68077	0.6954900000000001	0.70428
2172.4712599999998	0.70644	0.67976	0.58434	0.00036	0.65088	0.63148	0.68085	0.69557	0.70443
2171.5070000000001	0.70655	0.67991	0.5844200000000001	0.00029	0.65094	0.63159	0.68103	0.69561	0.70455
2170.5427399999999	0.70661	0.68005	0.58443	0.0003	0.65093	0.63165	0.68113	0.69559	0.70458
2169.5784899999999	0.70664	0.68005	0.58441	0.00036	0.65099	0.63166	0.68111	0.69562	0.7046
2168.6142300000001	0.70666	0.68007	0.58452	0.00044	0.65113	0.6317	0.68111	0.69577	0.70464
2167.6499699999999	0.70662	0.68014	0.58471	0.00033	0.65117	0.6318	0.68118	0.69592	0.70463
2166.6857199999999	0.70657	0.68014	0.5848100000000001	0.00021	0.65112	0.63187	0.68122	0.69592	0.7046
2165.7214600000002	0.70657	0.68011	0.58478	0.00029	0.6510899999999999	0.63193	0.68125	0.69581	0.70459
2164.7572	0.70661	0.68007	0.58474	0.00033	0.6511400000000001	0.63201	0.6813	0.69576	0.70457
2163.7929399999998	0.7065900000000001	0.67999	0.58469	0.00043	0.65117	0.63204	0.68131	0.69578	0.7045400000000001
2162.8286899999998	0.70656	0.67992	0.58468	0.00042	0.6512	0.63202	0.68129	0.69585	0.7046
2161.8644300000001	0.70665	0.67994	0.5847599999999999	0.00028	0.65126	0.63209	0.6813399999999999	0.69593	0.70473
2160.9001699999999	0.70679	0.68	0.58483	0.0002	0.65128	0.63214	0.68144	0.6959	0.70479
2159.9359199999999	0.70688	0.68003	0.58483	0.00025	0.65127	0.63212	0.6815099999999999	0.6958	0.70478
2158.9716600000002	0.70692	0.68004	0.58484	0.00018	0.65128	0.63214	0.68154	0.69578	0.70482
2158.0074	0.7069	0.68007	0.58487	0.00024	0.65127	0.63219	0.68152	0.69579	0.70488
2157.0431400000002	0.70687	0.68014	0.58492	0.00024	0.65129	0.63225	0.6815099999999999	0.6958299999999999	0.70491
2156.0788899999998	0.7069	0.68027	0.58505	0.00031	0.65138	0.6323800000000001	0.68158	0.69595	0.70489
2155.11463	0.70692	0.68033	0.5852000000000001	0.00039	0.65145	0.63252	0.68164	0.6960499999999999	0.70489
2154.1503699999998	0.70687	0.6803	0.58528	0.00032	0.65146	0.63257	0.68166	0.69607	0.70495
2153.1861199999998	0.70683	0.68026	0.58525	0.00023	0.65149	0.63257	0.68166	0.69607	0.70499
2152.2218600000001	0.70685	0.68029	0.58524	0.0003	0.6515300000000001	0.63257	0.6817	0.69607	0.70499
2151.2575999999999	0.70688	0.68032	0.58527	0.00044	0.65152	0.63259	0.6817800000000001	0.69611	0.70499
2150.2933400000002	0.70691	0.68035	0.58528	0.00051	0.65155	0.63263	0.68187	0.6962	0.70502
2149.3290900000002	0.70699	0.6803900000000001	0.58531	0.00038	0.65165	0.63279	0.6819499999999999	0.69629	0.70508
2148.36483	0.70706	0.68044	0.5854	0.00035	0.65173	0.63303	0.68203	0.6963200000000001	0.70509
2147.4005699999998	0.70709	0.68049	0.58551	0.00048	0.65179	0.63322	0.6821	0.69629	0.70509
2146.4363199999998	0.70717	0.6805099999999999	0.5856	0.0006400000000000001	0.6519200000000001	0.63332	0.68215	0.69626	0.70516
2145.4720600000001	0.70727	0.6805	0.58566	0.00067	0.65202	0.63336	0.68221	0.6962699999999999	0.70526
2144.5077999999999	0.70728	0.68048	0.58568	0.00048	0.652	0.63339	0.68226	0.6963200000000001	0.7053199999999999
2143.5435400000001	0.70723	0.68053	0.58571	0.00029	0.65195	0.63343	0.68229	0.69638	0.70535
2142.5792900000001	0.70722	0.68059	0.5858	0.0002	0.65193	0.63349	0.68237	0.69639	0.70534
2141.6150299999999	0.70725	0.68059	0.58585	0.00018	0.65191	0.6335499999999999	0.68244	0.6963200000000001	0.7053
2140.6507700000002	0.70727	0.68053	0.58588	0.0003	0.65194	0.63362	0.68245	0.6963	0.70531
2139.6865200000002	0.7073	0.68048	0.5859799999999999	0.00036	0.65204	0.63373	0.6825	0.69638	0.70542
2138.72226	0.70736	0.6805	0.58613	0.00026	0.65212	0.63385	0.68257	0.69647	0.70552
2137.7579999999998	0.70742	0.68062	0.58624	0.00012	0.6522	0.63385	0.68262	0.6965	0.70557
2136.7937499999998	0.7075	0.68074	0.58631	0.00013	0.6523	0.63381	0.68269	0.69651	0.7056
2135.8294900000001	0.70757	0.68074	0.5863699999999999	0.00025	0.6523600000000001	0.63392	0.68276	0.69654	0.70561
2134.8652299999999	0.70756	0.68066	0.58641	0.00018	0.65237	0.63409	0.68277	0.69657	0.70558
2133.9009700000001	0.70747	0.68063	0.5864200000000001	0.00015	0.6524	0.63414	0.68276	0.69659	0.7055399999999999
2132.9367200000002	0.70739	0.68066	0.58645	0.00014	0.6524	0.63413	0.68276	0.69658	0.70546
2131.97246	0.7073700000000001	0.68075	0.58644	0.00021	0.6523099999999999	0.63415	0.6827299999999999	0.69658	0.70542
2131.0082000000002	0.70739	0.68085	0.58641	0.0002	0.65226	0.63422	0.68274	0.69664	0.70549
2130.0439500000002	0.70744	0.68093	0.58646	0.00018	0.65234	0.63435	0.68284	0.69672	0.70563
2129.07969	0.7075399999999999	0.681	0.58658	0.00021	0.65247	0.63448	0.6830000000000001	0.69682	0.70573
2128.1154299999998	0.70765	0.68106	0.58663	0.00028	0.65261	0.63454	0.68313	0.69692	0.70578
2127.1511700000001	0.70775	0.68109	0.58668	0.0003	0.65272	0.63457	0.6831700000000001	0.69701	0.70581
2126.1869200000001	0.70782	0.68113	0.58682	0.00024	0.65276	0.63469	0.6831700000000001	0.69706	0.70587
2125.2226599999999	0.70777	0.68118	0.58692	0.00024	0.6527500000000001	0.6348	0.6831700000000001	0.69701	0.7059299999999999
2124.2584000000002	0.7077	0.68121	0.58694	0.00027	0.65273	0.63485	0.68323	0.69692	0.7059800000000001
2123.2941500000002	0.70775	0.68122	0.58697	0.00032	0.65267	0.63493	0.68331	0.6969	0.70601
2122.32989	0.70785	0.6812	0.58704	0.0004	0.65265	0.63504	0.6833900000000001	0.69696	0.70602
2121.3656299999998	0.70791	0.6812	0.58709	0.00046	0.65274	0.63506	0.68346	0.6970499999999999	0.70605
2120.40137	0.70795	0.68126	0.58718	0.00041	0.65288	0.6351	0.68353	0.69714	0.70614
2119.43712	0.70801	0.68135	0.5873	0.0002	0.65298	0.63525	0.68357	0.69719	0.70624
2118.4728599999999	0.70806	0.68136	0.58736	0.00016	0.65304	0.63537	0.68355	0.69724	0.70628
2117.5086000000001	0.70806	0.68135	0.58735	0.00029	0.65306	0.6354	0.68354	0.69728	0.70625
2116.5443500000001	0.70799	0.6813399999999999	0.58736	0.00036	0.65306	0.63541	0.6836	0.69728	0.70619
2115.5800899999999	0.70786	0.68133	0.5874	0.00033	0.65305	0.63547	0.68369	0.69723	0.70612
2114.6158300000002	0.70782	0.68137	0.58746	0.00017	0.65312	0.63556	0.68376	0.69725	0.70612
2113.65157	0.7079299999999999	0.68146	0.58756	0.00028	0.65321	0.63566	0.68382	0.69736	0.70616
2112.68732	0.70808	0.6815	0.5876400000000001	0.00036	0.65324	0.63571	0.68385	0.69745	0.70616
2111.7230599999998	0.70819	0.68145	0.58763	0.00021	0.65323	0.63571	0.68386	0.6974900000000001	0.70619
2110.7588000000001	0.70828	0.68143	0.5876	0.00029	0.65323	0.6358	0.68394	0.6975	0.70629
2109.7945500000001	0.70833	0.6815	0.5876400000000001	0.00027	0.65322	0.63595	0.68405	0.69748	0.7064
2108.8302899999999	0.70831	0.68159	0.58771	0.00024	0.65323	0.636	0.6841	0.69745	0.70645
2107.8660300000001	0.7083	0.68164	0.58778	0.00022	0.65333	0.63598	0.68414	0.69746	0.70646
2106.9017699999999	0.7083199999999999	0.68168	0.58793	0.00015	0.65346	0.63606	0.6842200000000001	0.6975	0.70646
2105.9375199999999	0.70833	0.68172	0.58804	0.00025	0.65352	0.63618	0.68427	0.69752	0.70645
2104.9732600000002	0.70831	0.68172	0.58804	0.0003	0.65351	0.63624	0.68426	0.69752	0.70644
2104.009	0.70834	0.68169	0.58804	0.00035	0.65347	0.63629	0.68426	0.69756	0.70643
2103.04475	0.7083700000000001	0.68169	0.58811	0.00029	0.6534799999999999	0.63639	0.68429	0.69763	0.70642
2102.0804899999998	0.70833	0.68174	0.58818	0.00021	0.65356	0.63649	0.68432	0.6977	0.70645
2101.1162300000001	0.70827	0.68179	0.58829	0.0003	0.65364	0.63656	0.68442	0.6978	0.70651
2100.1519800000001	0.70829	0.68182	0.58843	0.00032	0.65368	0.63663	0.68457	0.69789	0.70655
2099.1877199999999	0.70835	0.68181	0.58848	0.00023	0.65373	0.6367	0.68468	0.69791	0.70663
2098.2234600000002	0.70844	0.68182	0.58851	0.00023	0.65382	0.63679	0.6847299999999999	0.69789	0.70675
2097.2592	0.7085900000000001	0.68188	0.58861	0.00027	0.65386	0.63692	0.68476	0.6978799999999999	0.70679
2096.29495	0.70866	0.68193	0.5887	0.00017	0.65384	0.63705	0.68476	0.69791	0.70673
2095.3306899999998	0.70858	0.6819499999999999	0.58873	0.00011	0.65388	0.63715	0.68475	0.69795	0.70674
2094.36643	0.7085399999999999	0.68199	0.58878	0.00021	0.65395	0.63727	0.68481	0.698	0.70682
2093.40218	0.7086	0.68202	0.5888600000000001	0.00019	0.65395	0.63737	0.6849	0.69801	0.70689
2092.4379199999998	0.70863	0.6820000000000001	0.58888	8.000000000000001e-5	0.65395	0.63737	0.6849	0.69795	0.7069299999999999
2091.4736600000001	0.70864	0.68202	0.58889	0.00019	0.65398	0.63736	0.68488	0.6978799999999999	0.70695
2090.5093999999999	0.70865	0.68209	0.58893	0.00024	0.65401	0.63737	0.6849	0.69786	0.70688
2089.5451499999999	0.7086	0.6821199999999999	0.58895	0.00028	0.65406	0.6374	0.68496	0.69792	0.70685
2088.5808900000002	0.70855	0.6821199999999999	0.58897	0.00042	0.65411	0.63744	0.68502	0.69803	0.70692
2087.61663	0.70861	0.6821	0.58902	0.00042	0.65412	0.63753	0.68506	0.69813	0.70699
2086.65238	0.70873	0.68209	0.58911	0.00026	0.65415	0.63763	0.68513	0.69819	0.70703
2085.6881199999998	0.70882	0.6821199999999999	0.5892500000000001	0.00017	0.65426	0.63772	0.6852200000000001	0.6982699999999999	0.70712
2084.7238600000001	0.70887	0.68218	0.58938	0.00027	0.6543600000000001	0.6378	0.68528	0.69837	0.70723
2083.7595999999999	0.7089	0.6822	0.5894200000000001	0.00039	0.65439	0.63786	0.68531	0.69838	0.70724
2082.7953499999999	0.7089	0.68219	0.5894200000000001	0.00058	0.65439	0.63791	0.68536	0.6982699999999999	0.70724
2081.8310900000001	0.7089	0.68225	0.58947	0.00061	0.65446	0.63802	0.68542	0.6982	0.70729
2080.8668299999999	0.70891	0.68229	0.58955	0.00048	0.65451	0.63814	0.68547	0.69823	0.70728
2079.9025799999999	0.70892	0.68228	0.58958	0.0003	0.65451	0.63817	0.68547	0.6982699999999999	0.70722
2078.9383200000002	0.70895	0.6823	0.58956	0.00024	0.6545800000000001	0.63824	0.68549	0.6983	0.70723
2077.97406	0.70899	0.68236	0.5895899999999999	0.00033	0.65466	0.63839	0.68554	0.69834	0.70727
2077.0097999999998	0.709	0.68237	0.58967	0.00039	0.65465	0.63847	0.68558	0.69837	0.70726
2076.0455499999998	0.70897	0.68238	0.58977	0.00024	0.65465	0.63851	0.6856	0.69841	0.70727
2075.0812900000001	0.70899	0.68245	0.58987	0.00015	0.6546999999999999	0.63863	0.68565	0.69848	0.70731
2074.1170299999999	0.70902	0.6825	0.58994	0.00023	0.65472	0.63873	0.6857	0.69851	0.70734
2073.1527799999999	0.70903	0.68248	0.58992	0.00019	0.6547500000000001	0.63874	0.68577	0.6984900000000001	0.70739
2072.1885200000002	0.70908	0.68246	0.58994	0.00016	0.65486	0.63879	0.6859	0.69851	0.70749
2071.22426	0.70917	0.68246	0.59004	0.00017	0.65496	0.63893	0.68602	0.69852	0.7075399999999999
2070.2600000000002	0.70922	0.6825	0.59013	0.00021	0.65499	0.63907	0.68604	0.69851	0.70755
2069.2957500000002	0.70922	0.68257	0.5901999999999999	0.00022	0.65502	0.63918	0.68604	0.69858	0.7075900000000001
2068.33149	0.70921	0.6826100000000001	0.59026	0.00036	0.6549700000000001	0.63929	0.68607	0.69872	0.70762
2067.3672299999998	0.70924	0.68262	0.59031	0.00043	0.65491	0.6394	0.68613	0.69882	0.70758
2066.4029799999998	0.70932	0.68272	0.59044	0.00027	0.65502	0.63949	0.68625	0.6989	0.7076
2065.4387200000001	0.70946	0.68293	0.5906400000000001	5e-5	0.65525	0.63957	0.6864400000000001	0.69902	0.70771
2064.4744599999999	0.70955	0.68305	0.59078	8.000000000000001e-5	0.6553600000000001	0.63962	0.68658	0.69906	0.70782
2063.5102099999999	0.70951	0.68299	0.5908	0.0002	0.65538	0.6396500000000001	0.68663	0.69903	0.70786
2062.5459500000002	0.70948	0.68291	0.59082	0.00026	0.6554	0.63971	0.68665	0.69904	0.70788
2061.58169	0.70955	0.68289	0.59084	0.0002	0.65541	0.63981	0.68666	0.6991000000000001	0.70791
2060.6174299999998	0.7096	0.68289	0.5908600000000001	9.000000000000001e-5	0.65547	0.63991	0.6866100000000001	0.69913	0.70796
2059.6531799999998	0.70957	0.68291	0.59091	0.00016	0.65555	0.63996	0.68659	0.69909	0.70801
2058.6889200000001	0.70957	0.68296	0.5910300000000001	0.00021	0.65554	0.64002	0.68666	0.69906	0.70803
2057.7246599999999	0.70961	0.6830000000000001	0.59114	0.00011	0.65554	0.64011	0.68674	0.69906	0.708
2056.7604099999999	0.70965	0.68304	0.59118	0.00015	0.65566	0.6402	0.68676	0.69912	0.70802
2055.7961500000001	0.70968	0.68307	0.59121	0.00025	0.6557500000000001	0.64031	0.68679	0.6992	0.70809
2054.8318899999999	0.70974	0.68306	0.59123	0.00036	0.6557500000000001	0.64042	0.6868300000000001	0.69926	0.70818
2053.8676300000002	0.7098100000000001	0.68306	0.59124	0.00032	0.65579	0.64051	0.68691	0.69934	0.70826
2052.9033800000002	0.70983	0.68313	0.59129	0.00022	0.65586	0.64059	0.68701	0.69945	0.70831
2051.93912	0.7098	0.6832	0.59141	0.00016	0.65583	0.64069	0.68702	0.69947	0.70826
2050.9748599999998	0.70977	0.68325	0.5915	0.00025	0.6558	0.64076	0.68698	0.69937	0.7082000000000001
2050.0106099999998	0.70975	0.68332	0.59154	0.00023	0.65585	0.64079	0.68701	0.6993	0.70821
2049.0463500000001	0.70977	0.68335	0.59161	0.00038	0.65589	0.64081	0.68702	0.69931	0.70824
2048.0820899999999	0.7098	0.68337	0.59171	0.00056	0.6559	0.64084	0.6870000000000001	0.69936	0.70825
2047.1178299999999	0.70982	0.68346	0.59179	0.00049	0.65598	0.6408700000000001	0.68709	0.69947	0.7083199999999999
2046.1535799999999	0.70988	0.6836	0.5918600000000001	0.00023	0.65609	0.6409899999999999	0.68725	0.6996599999999999	0.70843
2045.18932	0.71003	0.68366	0.59196	8.000000000000001e-5	0.65621	0.64123	0.68741	0.69979	0.70856
2044.22506	0.71013	0.68367	0.59204	0.00013	0.65633	0.64138	0.68751	0.69978	0.70869
2043.26081	0.71011	0.6837	0.59214	0.00019	0.65642	0.64146	0.68755	0.69976	0.70873
2042.29655	0.71016	0.68377	0.59231	0.00026	0.65645	0.64155	0.6876	0.69981	0.70869
2041.3322900000001	0.71028	0.68379	0.59241	0.00023	0.65651	0.64161	0.68766	0.6998799999999999	0.70868
2040.3680300000001	0.71035	0.68375	0.5924199999999999	0.0002	0.65657	0.64169	0.68774	0.69995	0.70879
2039.4037800000001	0.71036	0.68371	0.59243	0.00017	0.65654	0.64183	0.68779	0.70002	0.7089
2038.4395199999999	0.71029	0.68364	0.59239	0.00012	0.65646	0.64189	0.6877799999999999	0.69998	0.70889
2037.4752599999999	0.7102000000000001	0.6836	0.59236	0.00014	0.65647	0.6419	0.68777	0.6999	0.70884
2036.5110099999999	0.71021	0.68369	0.59246	0.00024	0.65656	0.64198	0.68784	0.6999300000000001	0.70883
2035.54675	0.71032	0.68381	0.59255	0.00025	0.6566	0.64209	0.68793	0.70001	0.70885
2034.58249	0.7104	0.68384	0.59256	0.00016	0.65663	0.64216	0.68797	0.70006	0.70891
2033.61823	0.71044	0.68382	0.59262	0.00017	0.65669	0.6422099999999999	0.6879999999999999	0.70007	0.70895
2032.65398	0.71048	0.68386	0.59279	0.0003	0.65676	0.6423	0.68809	0.70013	0.7089299999999999
2031.6897200000001	0.7105399999999999	0.6839499999999999	0.59297	0.00028	0.65686	0.6424	0.6882200000000001	0.70024	0.70897
2030.7254600000001	0.71057	0.68402	0.5931	0.00016	0.65693	0.64251	0.6883	0.70031	0.70911
2029.7612099999999	0.71057	0.68406	0.59318	0.00015	0.65694	0.6426500000000001	0.68835	0.70034	0.70921
2028.7969499999999	0.71056	0.68408	0.59317	0.0002	0.65693	0.64278	0.68837	0.7003200000000001	0.7092000000000001
2027.83269	0.7105399999999999	0.68408	0.59314	0.00028	0.65696	0.6428199999999999	0.6883899999999999	0.70029	0.70916
2026.86844	0.71057	0.68411	0.59323	0.00022	0.65706	0.6428700000000001	0.6884400000000001	0.7003200000000001	0.70919
2025.90418	0.71066	0.68415	0.59334	0.00011	0.65717	0.64298	0.68848	0.70037	0.70923
2024.93992	0.71074	0.68416	0.59338	0.00023	0.65724	0.6430399999999999	0.68852	0.70036	0.70921
2023.9756600000001	0.71072	0.68415	0.5934199999999999	0.00034	0.65725	0.64301	0.68863	0.70036	0.70922
2023.0114100000001	0.71069	0.68413	0.5934700000000001	0.0004	0.65721	0.64299	0.68871	0.70038	0.70928
2022.0471500000001	0.71072	0.68408	0.59355	0.00034	0.65723	0.64305	0.68871	0.70043	0.70934
2021.0828899999999	0.7107599999999999	0.6841	0.59372	0.00022	0.65742	0.64325	0.68877	0.70055	0.70948
2020.1186399999999	0.71085	0.68426	0.59391	0.00018	0.65763	0.6435	0.68892	0.70067	0.70961
2019.1543799999999	0.71097	0.68446	0.59401	0.00022	0.65769	0.64362	0.68901	0.7007100000000001	0.70963
2018.19012	0.71111	0.68465	0.59412	0.00031	0.65771	0.6437	0.68908	0.7007100000000001	0.70963
2017.22586	0.71121	0.68482	0.5942499999999999	0.00033	0.65778	0.64386	0.68918	0.70077	0.70971
