wavenumber (cm-1)	CaF2 Substrat	Pery1	Pery2	Pery3	Pery3-1	Pery4	Pery5	TPCA1	TPCA2
3372.97135	0.6837299999999999	0.65865	0.54315	0.0008899999999999999	0.62256	0.5709	0.63427	0.66855	0.67602
3372.0071	0.68371	0.6585299999999999	0.5430700000000001	0.00092	0.62255	0.57092	0.63427	0.66853	0.6760699999999999
3371.04284	0.68357	0.65833	0.54291	0.00077	0.62232	0.57077	0.63418	0.66831	0.67591
3370.07858	0.6833	0.65812	0.54276	0.00048	0.62201	0.57058	0.63413	0.6680700000000001	0.67564
3369.11433	0.68305	0.6579199999999999	0.54269	0.00065	0.62186	0.5704900000000001	0.63404	0.66799	0.67549
3368.15007	0.6829	0.65785	0.54266	0.00067	0.62185	0.57045	0.63386	0.6680199999999999	0.67545
3367.18581	0.68289	0.65799	0.54258	0.00058	0.62191	0.57045	0.63373	0.66805	0.67538
3366.22155	0.6831	0.65827	0.54257	0.00054	0.62209	0.57055	0.63386	0.66811	0.67537
3365.2573	0.68343	0.6585299999999999	0.5427999999999999	0.00051	0.62227	0.57068	0.63419	0.6682399999999999	0.67555
3364.29304	0.6836100000000001	0.65865	0.54311	0.00054	0.62231	0.57086	0.63449	0.66844	0.67585
3363.32878	0.68365	0.6587	0.54323	0.0005	0.62229	0.5711000000000001	0.63463	0.66867	0.6761
3362.36453	0.68367	0.6588000000000001	0.54326	0.00036	0.62239	0.57126	0.63465	0.66876	0.67619
3361.40027	0.68365	0.65892	0.5432900000000001	0.00045	0.62252	0.5713	0.63462	0.66867	0.67621
3360.43601	0.68366	0.65899	0.54336	0.00049	0.62255	0.5713200000000001	0.63464	0.66859	0.67621
3359.47175	0.68376	0.65898	0.54344	0.00031	0.62261	0.5714	0.63473	0.66859	0.67618
3358.5075	0.68384	0.65889	0.54344	0.0005	0.62275	0.57145	0.63487	0.66858	0.67614
3357.54324	0.68389	0.65885	0.54337	0.00055	0.62283	0.5714399999999999	0.63504	0.66864	0.67616
3356.57898	0.68396	0.65888	0.54342	0.00051	0.62278	0.5714	0.63514	0.66883	0.67621
3355.61473	0.68405	0.65891	0.54357	0.00052	0.62265	0.5714	0.63511	0.66896	0.6762899999999999
3354.65047	0.68413	0.65888	0.54365	0.00047	0.6226	0.57145	0.635	0.66891	0.67637
3353.68621	0.68421	0.65889	0.5436299999999999	0.00061	0.62263	0.57155	0.63497	0.66878	0.67638
3352.72195	0.68418	0.65893	0.54348	0.00057	0.62251	0.57162	0.63498	0.66856	0.67622
3351.7577	0.68388	0.65876	0.54322	0.00073	0.6222299999999999	0.57148	0.63489	0.66814	0.67586
3350.79344	0.68344	0.6584100000000001	0.543	0.0006400000000000001	0.62204	0.5712	0.63474	0.66775	0.6755100000000001
3349.82918	0.68325	0.65824	0.54298	0.00039	0.62209	0.57106	0.63464	0.66777	0.67549
3348.86493	0.68337	0.6584	0.54317	0.0006400000000000001	0.62235	0.57117	0.63469	0.66816	0.67579
3347.90067	0.6836	0.65868	0.54344	0.0006400000000000001	0.62269	0.5714399999999999	0.63489	0.66855	0.67613
3346.93641	0.68381	0.65891	0.54373	0.00046	0.62294	0.5717100000000001	0.63504	0.66875	0.67633
3345.97216	0.6839499999999999	0.65908	0.5439000000000001	0.00061	0.62296	0.57189	0.63507	0.6688499999999999	0.67637
3345.0079	0.68391	0.65912	0.54384	0.00066	0.62278	0.57193	0.63502	0.66883	0.67632
3344.04364	0.68368	0.65891	0.54366	0.00045	0.6225000000000001	0.57185	0.63488	0.66866	0.6761200000000001
3343.07938	0.68346	0.65862	0.54351	0.00031	0.6222800000000001	0.57176	0.63471	0.66851	0.67586
3342.11513	0.6835	0.65861	0.5435	0.00048	0.62232	0.57179	0.63474	0.66852	0.67585
3341.15087	0.68372	0.65882	0.54359	0.00056	0.62252	0.57196	0.63497	0.66856	0.67608
3340.18661	0.68382	0.65889	0.5436299999999999	0.00037	0.62256	0.57204	0.63503	0.66852	0.67625
3339.22236	0.68366	0.65877	0.54354	0.00069	0.62235	0.57185	0.63487	0.66843	0.67614
3338.2581	0.68343	0.6587	0.54344	0.00086	0.6222	0.57162	0.6347	0.66833	0.67596
3337.29384	0.68341	0.6587499999999999	0.54348	0.0009300000000000001	0.6223	0.57154	0.63463	0.66838	0.6759500000000001
3336.32958	0.68369	0.65886	0.5436	0.0009300000000000001	0.62246	0.57161	0.6347	0.66857	0.67609
3335.36533	0.68412	0.6589699999999999	0.54371	0.00073	0.62256	0.57178	0.63491	0.66869	0.67624
3334.40107	0.68445	0.65911	0.54378	0.00029	0.62264	0.57191	0.63517	0.66876	0.67643
3333.43681	0.68446	0.65917	0.54376	0.00038	0.62263	0.57199	0.63536	0.66882	0.67662
3332.47256	0.68429	0.65911	0.54371	0.00048	0.62251	0.57202	0.63542	0.66882	0.67661
3331.5083	0.6842	0.65905	0.54376	0.00074	0.62248	0.57196	0.63546	0.66878	0.67641
3330.54404	0.6841699999999999	0.65909	0.54396	0.00096	0.62266	0.57192	0.63552	0.66875	0.6763400000000001
3329.57978	0.68412	0.65916	0.54408	0.0008	0.62283	0.57199	0.63547	0.66871	0.6765099999999999
3328.61553	0.68407	0.65923	0.54403	0.00044	0.62282	0.57206	0.63536	0.66874	0.6766799999999999
3327.65127	0.68405	0.6592	0.54394	0.0004	0.62273	0.5721000000000001	0.63532	0.66875	0.67665
3326.68701	0.68391	0.6590200000000001	0.54382	0.00032	0.62261	0.57213	0.63525	0.66858	0.67645
3325.72276	0.6837	0.65881	0.54369	0.00023	0.62248	0.57218	0.63513	0.66839	0.67628
3324.7585	0.68374	0.6588000000000001	0.54377	0.00076	0.62247	0.57219	0.63515	0.6684	0.67628
3323.79424	0.68404	0.65905	0.54412	0.00099	0.62258	0.57221	0.63537	0.66858	0.67645
3322.82998	0.68428	0.65928	0.54442	0.00073	0.6227200000000001	0.57239	0.63561	0.66873	0.67662
3321.86573	0.68437	0.65929	0.54444	0.00052	0.62287	0.57273	0.63579	0.6688	0.6767300000000001
3320.90147	0.68444	0.65927	0.54439	0.00054	0.623	0.57302	0.63596	0.66881	0.67678
3319.93721	0.68447	0.6593	0.54439	0.00059	0.6230599999999999	0.5731000000000001	0.63604	0.66877	0.67674
3318.97296	0.68446	0.65931	0.54439	0.00054	0.62308	0.57306	0.63601	0.66874	0.67659
3318.0087	0.68454	0.65931	0.5444	0.00023	0.6231100000000001	0.5731000000000001	0.636	0.66881	0.6765
3317.04444	0.68462	0.65931	0.5444099999999999	0.00023	0.62303	0.57317	0.63604	0.66892	0.67652
3316.08018	0.68455	0.65929	0.5444099999999999	0.00041	0.62292	0.5732	0.63605	0.66895	0.67654
3315.11593	0.68443	0.65931	0.54448	0.00036	0.62302	0.5733	0.63608	0.66893	0.67657
3314.15167	0.68438	0.65933	0.54459	0.00045	0.62323	0.57341	0.63614	0.66886	0.67661
3313.18741	0.6843900000000001	0.65938	0.54462	0.00056	0.62335	0.57346	0.63625	0.6688499999999999	0.67669
3312.22316	0.68437	0.6594100000000001	0.5446	0.00058	0.6233	0.57347	0.63642	0.66897	0.67671
3311.2589	0.68433	0.6593	0.54459	0.00044	0.62307	0.5734399999999999	0.63647	0.66899	0.67661
3310.29464	0.68429	0.65908	0.54455	0.00027	0.62282	0.57336	0.63629	0.66876	0.67647
3309.33039	0.6842	0.65895	0.54445	0.00022	0.62276	0.57324	0.6361	0.66854	0.67637
3308.36613	0.6841	0.65898	0.5444099999999999	0.00036	0.62279	0.57317	0.6361599999999999	0.66849	0.6763400000000001
3307.40187	0.68412	0.65906	0.5444600000000001	0.0005999999999999999	0.6226699999999999	0.57323	0.63622	0.66847	0.6763400000000001
3306.43761	0.68412	0.6589699999999999	0.54445	0.00062	0.62236	0.5732699999999999	0.63602	0.66842	0.67633
3305.47336	0.68389	0.65869	0.54434	0.00033	0.62215	0.57324	0.63584	0.66837	0.67633
3304.5091	0.68366	0.65854	0.54427	0.0005999999999999999	0.62229	0.57328	0.63595	0.6684	0.67637
3303.54484	0.6837800000000001	0.65869	0.54437	0.00058	0.62266	0.57338	0.63617	0.66858	0.67647
3302.58059	0.68407	0.65895	0.5446	0.00033	0.62296	0.57341	0.63633	0.66882	0.67658
3301.61633	0.68425	0.65915	0.54479	0.0003	0.62307	0.57338	0.63644	0.66888	0.67662
3300.65207	0.6843900000000001	0.65925	0.54481	0.00051	0.62303	0.57343	0.63653	0.6688	0.67654
3299.68781	0.68459	0.65931	0.54479	0.00067	0.62302	0.57361	0.63665	0.66882	0.67648
3298.72356	0.6847299999999999	0.65939	0.54488	0.00082	0.62315	0.57385	0.63683	0.66899	0.67658
3297.7593	0.68468	0.65937	0.54496	0.00109	0.62319	0.57392	0.6368	0.66899	0.6767
3296.79504	0.68443	0.65921	0.54493	0.00123	0.62296	0.57364	0.63639	0.66869	0.67665
3295.83079	0.68418	0.65908	0.54488	0.0009300000000000001	0.62265	0.57318	0.63595	0.66842	0.67647
3294.86653	0.68408	0.6590200000000001	0.54482	0.00052	0.62238	0.57299	0.6358	0.66831	0.6762899999999999
3293.90227	0.6841	0.6590200000000001	0.54475	0.00017	0.62225	0.57315	0.6359	0.66831	0.67616
3292.93801	0.68405	0.659	0.54464	0.00034	0.62232	0.57328	0.63593	0.66832	0.67609
3291.97376	0.68391	0.65894	0.54451	0.00061	0.62244	0.57308	0.63578	0.66833	0.67604
3291.0095	0.68391	0.659	0.54449	0.00058	0.62254	0.57291	0.63572	0.6684099999999999	0.67611
3290.04524	0.68414	0.65924	0.54457	0.00059	0.62268	0.57303	0.63595	0.66859	0.67638
3289.08099	0.68444	0.65954	0.54469	0.00047	0.62276	0.57324	0.63626	0.66876	0.67663
3288.11673	0.68463	0.65973	0.54488	0.00058	0.62288	0.5733200000000001	0.63641	0.66881	0.67677
3287.15247	0.68469	0.65973	0.54506	0.00067	0.62308	0.57336	0.63645	0.66878	0.6768
3286.18821	0.68466	0.65967	0.54515	0.00052	0.62319	0.57343	0.63652	0.6688499999999999	0.67677
3285.22396	0.6845599999999999	0.65962	0.54521	0.00048	0.62319	0.57356	0.63664	0.66894	0.6767300000000001
3284.2597	0.68451	0.65955	0.54531	0.00054	0.62318	0.57372	0.63669	0.66891	0.67672
3283.29544	0.6846	0.65954	0.54538	0.00058	0.6231	0.5738799999999999	0.63667	0.66881	0.6767300000000001
3282.33119	0.6847299999999999	0.6596	0.54534	0.00052	0.62297	0.574	0.63662	0.66871	0.67672
3281.36693	0.68477	0.65957	0.5453	0.00046	0.62296	0.57406	0.63654	0.66869	0.67662
3280.40267	0.68481	0.65947	0.54533	0.00039	0.62313	0.57408	0.63648	0.66876	0.6765600000000001
3279.43841	0.68486	0.65948	0.54545	0.00058	0.62337	0.57417	0.6366000000000001	0.6688499999999999	0.67671
3278.47416	0.68487	0.6595800000000001	0.5456800000000001	0.0005	0.62349	0.57436	0.63691	0.66892	0.67696
3277.5099	0.68487	0.65966	0.5459000000000001	0.00025	0.6235000000000001	0.57459	0.6372100000000001	0.6690199999999999	0.6771200000000001
3276.54564	0.68484	0.65966	0.54592	0.00025	0.62343	0.57474	0.63729	0.66908	0.67705
3275.58139	0.68472	0.65956	0.5458499999999999	0.00039	0.62324	0.5747100000000001	0.63722	0.66893	0.67681
3274.61713	0.68463	0.65943	0.54599	0.00056	0.6232	0.5747	0.63724	0.66879	0.67665
3273.65287	0.6845599999999999	0.65933	0.54619	0.0008	0.62338	0.57475	0.6373	0.66886	0.67674
3272.68862	0.68431	0.65931	0.54611	0.00059	0.62344	0.57477	0.63719	0.66893	0.67682
3271.72436	0.68405	0.6593	0.54591	0.00059	0.62323	0.5748	0.63696	0.66877	0.6766799999999999
3270.7601	0.68401	0.65923	0.54572	0.00066	0.62303	0.57487	0.63691	0.66851	0.67648
3269.79584	0.68411	0.6591399999999999	0.54556	0.00072	0.62303	0.575	0.63701	0.66835	0.6764
3268.83159	0.68425	0.65915	0.54556	0.00028	0.6231100000000001	0.5752	0.63709	0.66843	0.67648
3267.86733	0.68441	0.6593	0.5458	0.00037	0.62321	0.57538	0.63723	0.66873	0.6767300000000001
3266.90307	0.68455	0.65946	0.5461	0.00073	0.6234499999999999	0.5754899999999999	0.63744	0.66901	0.67701
3265.93882	0.6846	0.65948	0.54623	0.00063	0.62371	0.57557	0.63757	0.6691	0.67722
3264.97456	0.68465	0.65947	0.5463	0.00049	0.62378	0.5757	0.63775	0.66912	0.67742
3264.0103	0.68475	0.65956	0.54638	0.00062	0.62371	0.57581	0.63798	0.66918	0.6775
3263.04604	0.68476	0.6597	0.54636	0.0005	0.62371	0.5758	0.63809	0.66925	0.67731
3262.08179	0.68474	0.65978	0.54635	0.00023	0.6237	0.57578	0.6381	0.6693	0.67705
3261.11753	0.6847800000000001	0.65972	0.54642	0.00028	0.62361	0.57579	0.63806	0.6693	0.67692
3260.15327	0.68486	0.65959	0.54649	0.00041	0.62356	0.57576	0.63796	0.66918	0.67691
3259.18902	0.68499	0.65962	0.54658	0.0007	0.62356	0.57586	0.63792	0.6691	0.67704
3258.22476	0.68516	0.65983	0.54664	0.00092	0.6236	0.57614	0.63806	0.6692399999999999	0.67731
3257.2605	0.68511	0.65986	0.54654	0.00085	0.62369	0.57623	0.63818	0.66935	0.67741
3256.29624	0.68477	0.65959	0.54644	0.0005999999999999999	0.62371	0.57601	0.63806	0.66911	0.67722
3255.33199	0.68454	0.65945	0.5465100000000001	0.00053	0.62369	0.57583	0.63792	0.66882	0.67711
3254.36773	0.68454	0.65964	0.54659	0.00049	0.6238	0.57589	0.63798	0.66892	0.67725
3253.40347	0.68459	0.65978	0.54654	0.0005	0.62388	0.57606	0.63808	0.66922	0.67732
3252.43922	0.6847	0.65977	0.54645	0.00042	0.62378	0.57623	0.63818	0.66939	0.6772
3251.47496	0.68492	0.65979	0.5464599999999999	0.0004	0.62371	0.57641	0.6383	0.66943	0.6771200000000001
3250.5107	0.68508	0.65976	0.54667	0.00028	0.6237200000000001	0.57651	0.63836	0.66943	0.6772
3249.54644	0.6852	0.6597	0.547	0.00042	0.62368	0.5765400000000001	0.63846	0.66949	0.67739
3248.58219	0.68519	0.65964	0.54714	0.00063	0.62353	0.57658	0.63847	0.66948	0.6775
3247.61793	0.68485	0.65946	0.54694	0.00083	0.62334	0.57652	0.6382100000000001	0.66921	0.67737
3246.65367	0.68448	0.65938	0.54678	0.00099	0.62327	0.5764899999999999	0.6379899999999999	0.66897	0.67723
3245.68942	0.68455	0.65962	0.54698	0.00101	0.62348	0.57667	0.63812	0.66918	0.67731
3244.72516	0.68491	0.6599	0.54725	0.00085	0.62377	0.57683	0.63839	0.66961	0.67747
3243.7609	0.68516	0.65993	0.54732	0.00065	0.62391	0.57695	0.63862	0.66983	0.67757
3242.79664	0.68516	0.65982	0.5473	0.00043	0.62403	0.57718	0.63881	0.66988	0.6776
3241.83239	0.68504	0.65983	0.54727	0.00033	0.62416	0.57735	0.63892	0.66982	0.67757
3240.86813	0.68497	0.65999	0.54726	0.00016	0.62418	0.57734	0.63896	0.66975	0.6775099999999999
3239.90387	0.68505	0.66011	0.54733	0.00025	0.62418	0.57728	0.63903	0.66987	0.67754
3238.93962	0.68524	0.66017	0.54744	0.00039	0.62418	0.57729	0.63909	0.67	0.67763
3237.97536	0.6853399999999999	0.66024	0.54745	0.00058	0.62409	0.5773200000000001	0.63901	0.66993	0.67767
3237.0111	0.68525	0.66026	0.5474	0.00072	0.62391	0.5773	0.6388200000000001	0.66978	0.67765
3236.04685	0.68509	0.66015	0.54744	0.00069	0.62378	0.57728	0.6387	0.66969	0.67764
3235.08259	0.68492	0.65994	0.5475100000000001	0.0006400000000000001	0.62366	0.57719	0.63864	0.66954	0.6775600000000001
3234.11833	0.68472	0.65967	0.54743	0.00074	0.62352	0.57699	0.63856	0.66926	0.67731
3233.15407	0.68459	0.65952	0.5473	0.00087	0.62348	0.57689	0.63858	0.66908	0.67708
3232.18982	0.68467	0.65962	0.54734	0.00111	0.6237	0.57705	0.63876	0.66927	0.67713
3231.22556	0.68491	0.65984	0.54748	0.00113	0.62402	0.5773200000000001	0.6389899999999999	0.66967	0.67738
3230.2613	0.68523	0.66012	0.54762	0.00065	0.62421	0.57758	0.63916	0.67001	0.67765
3229.29705	0.68552	0.6604100000000001	0.54782	0.00039	0.62421	0.57787	0.63927	0.6702399999999999	0.67782
3228.33279	0.6856100000000001	0.66059	0.548	0.00035	0.6241100000000001	0.57807	0.63932	0.6702900000000001	0.67784
3227.36853	0.68547	0.66073	0.5481	0.00047	0.62408	0.57804	0.63939	0.67021	0.67779
3226.40427	0.6853399999999999	0.6608000000000001	0.5482	0.00044	0.62419	0.578	0.63948	0.67014	0.67785
3225.44002	0.68535	0.66076	0.54822	0.00038	0.62425	0.57809	0.63954	0.67012	0.6779500000000001
3224.47576	0.68543	0.66069	0.54815	0.00021	0.62425	0.5781500000000001	0.63954	0.67012	0.67801
3223.5115	0.68554	0.6607	0.54814	0.00027	0.62434	0.5781500000000001	0.63955	0.67017	0.67809
3222.54725	0.68565	0.66072	0.54826	0.0004	0.62451	0.5781500000000001	0.63958	0.6702900000000001	0.67822
3221.58299	0.68574	0.66068	0.5483	0.00058	0.62466	0.57816	0.6396500000000001	0.67045	0.67826
3220.61873	0.68574	0.6606300000000001	0.54822	0.00065	0.62471	0.57823	0.63973	0.67057	0.67823
3219.65447	0.68554	0.6606	0.54819	0.00049	0.62463	0.5783	0.63975	0.67064	0.67819
3218.69022	0.68532	0.66055	0.54828	0.00071	0.62451	0.5783	0.63981	0.67064	0.6781199999999999
3217.72596	0.6853900000000001	0.66046	0.5484599999999999	0.00113	0.62448	0.57834	0.63992	0.67054	0.67803
3216.7617	0.68563	0.66046	0.54865	0.00117	0.62454	0.5784899999999999	0.63996	0.67039	0.67804
3215.79745	0.6857	0.6606	0.54876	0.00083	0.62464	0.57863	0.63991	0.67032	0.6782
3214.83319	0.68558	0.6608000000000001	0.54878	0.00051	0.6247	0.57864	0.63987	0.67036	0.6784
3213.86893	0.68547	0.66089	0.54878	0.00043	0.62471	0.57864	0.63988	0.67048	0.67847
3212.90467	0.68549	0.66078	0.54886	0.00038	0.6247	0.57879	0.6399	0.6706299999999999	0.67842
3211.94042	0.68559	0.66053	0.54899	0.0008	0.62466	0.5789800000000001	0.6399	0.67073	0.67842
3210.97616	0.68566	0.66042	0.5491	0.00096	0.62464	0.57904	0.6399	0.67077	0.67844
3210.0119	0.68572	0.66053	0.54908	0.00074	0.6247	0.57903	0.63998	0.67081	0.67843
3209.04765	0.6858300000000001	0.66079	0.54905	0.00042	0.62483	0.5789800000000001	0.64018	0.67086	0.67855
3208.08339	0.68597	0.66098	0.54917	0.00037	0.62486	0.57889	0.64031	0.67089	0.67872
3207.11913	0.6859499999999999	0.66088	0.54923	0.00042	0.6247	0.57882	0.64024	0.67082	0.67871
3206.15487	0.68577	0.6606300000000001	0.54908	0.00031	0.62453	0.57888	0.6401	0.67067	0.67861
3205.19062	0.68566	0.66059	0.54899	0.0004	0.62456	0.57899	0.64007	0.67058	0.6785600000000001
3204.22636	0.68573	0.6607499999999999	0.54908	0.00054	0.6247	0.57899	0.64013	0.67061	0.67848
3203.2621	0.6858300000000001	0.66088	0.54913	0.00056	0.62478	0.5789299999999999	0.64017	0.67066	0.67839
3202.29785	0.68582	0.66087	0.5491	0.00038	0.62477	0.57891	0.64018	0.67064	0.67844
3201.33359	0.68579	0.66079	0.54917	0.0005	0.62481	0.57895	0.6403	0.6706800000000001	0.67861
3200.36933	0.68587	0.66082	0.5493	0.00044	0.62484	0.57909	0.64051	0.67076	0.6787
3199.40508	0.68599	0.6609699999999999	0.54936	0.00035	0.62483	0.5793199999999999	0.64066	0.67077	0.6786799999999999
3198.44082	0.68606	0.66108	0.54935	0.00051	0.62488	0.57946	0.6407	0.67076	0.67866
3197.47656	0.68606	0.6610200000000001	0.5493	0.00049	0.62498	0.57944	0.64066	0.67089	0.6787300000000001
3196.5123	0.68605	0.66089	0.54931	0.00066	0.62507	0.57944	0.64067	0.67113	0.67893
3195.54805	0.68609	0.66088	0.54933	0.00077	0.62517	0.5795400000000001	0.64076	0.6713	0.6791199999999999
3194.58379	0.68615	0.66093	0.54932	0.00058	0.62513	0.57959	0.64081	0.6712	0.67908
3193.61953	0.68615	0.6609	0.54939	0.00028	0.62496	0.57957	0.64081	0.67091	0.6788999999999999
3192.65528	0.68615	0.66084	0.54957	0.00016	0.62484	0.57958	0.64077	0.6708	0.6788
3191.69102	0.6862200000000001	0.66092	0.54964	0.00039	0.62488	0.57963	0.64079	0.67097	0.67885
3190.72676	0.68635	0.66104	0.5496799999999999	0.00049	0.62503	0.5797600000000001	0.64092	0.67111	0.67897
3189.7625	0.6864	0.6611	0.54981	0.00045	0.62519	0.57991	0.64107	0.67106	0.67903
3188.79825	0.68632	0.66112	0.54983	0.0005	0.62524	0.57994	0.64105	0.67094	0.67897
3187.83399	0.68626	0.66112	0.5497300000000001	0.00061	0.62522	0.57996	0.64091	0.67092	0.6789500000000001
3186.86973	0.6863	0.66112	0.54971	0.00058	0.62516	0.58014	0.64081	0.67103	0.67915
3185.90548	0.68636	0.6611399999999999	0.54975	0.00062	0.62513	0.58031	0.64083	0.67118	0.67938
3184.94122	0.68635	0.66122	0.54981	0.00046	0.62518	0.58029	0.64096	0.6713	0.67942
3183.97696	0.68629	0.66127	0.54989	0.00033	0.62522	0.58026	0.64106	0.67138	0.67931
3183.0127	0.68628	0.66128	0.54995	0.00068	0.62518	0.58028	0.64112	0.67144	0.6791700000000001
3182.04845	0.68634	0.66133	0.54996	0.00069	0.6252	0.58024	0.64117	0.67144	0.67911
3181.08419	0.68636	0.66138	0.54996	0.0008	0.62519	0.58018	0.64118	0.67135	0.6791199999999999
3180.11993	0.68626	0.6614	0.54998	0.0006400000000000001	0.62518	0.58022	0.64109	0.6712900000000001	0.67915
3179.15568	0.68621	0.66145	0.5500699999999999	0.00058	0.6253300000000001	0.58031	0.641	0.67136	0.67918
3178.19142	0.68628	0.66143	0.55016	0.00052	0.6255500000000001	0.58035	0.64101	0.67149	0.67919
3177.22716	0.6864400000000001	0.6613599999999999	0.55026	0.00037	0.62565	0.5803199999999999	0.64113	0.67159	0.6792
3176.2629	0.68654	0.6613599999999999	0.5504	0.00043	0.62559	0.58034	0.64128	0.67169	0.67927
3175.29865	0.68648	0.66135	0.55048	0.00053	0.62547	0.5804	0.6414	0.67179	0.6793400000000001
3174.33439	0.68632	0.66123	0.55042	0.00035	0.62538	0.58042	0.64141	0.67179	0.67936
3173.37013	0.68626	0.6611900000000001	0.55031	0.00051	0.62541	0.5803700000000001	0.64135	0.6716800000000001	0.67927
3172.40588	0.68631	0.66133	0.55027	0.0005999999999999999	0.62558	0.58044	0.64136	0.67167	0.67921
3171.44162	0.68633	0.66151	0.5503	0.00073	0.62574	0.58067	0.64144	0.67176	0.67932
3170.47736	0.68633	0.6616300000000001	0.55042	0.00104	0.62571	0.58087	0.64151	0.67172	0.67954
3169.5131	0.68647	0.66169	0.55057	0.00119	0.62556	0.58104	0.64161	0.67164	0.6797
3168.54885	0.68663	0.6616300000000001	0.55067	0.00099	0.62541	0.58114	0.64171	0.67169	0.67965
3167.58459	0.68666	0.66152	0.55069	0.0004	0.62536	0.58116	0.64171	0.67184	0.67949
3166.62033	0.68664	0.66153	0.55069	0.00023	0.62545	0.58121	0.64171	0.67199	0.6795
3165.65608	0.68665	0.66166	0.5507300000000001	0.00052	0.62563	0.58124	0.6418199999999999	0.67208	0.67963
3164.69182	0.68666	0.66171	0.55078	0.00055	0.62579	0.58124	0.64197	0.67206	0.67971
3163.72756	0.6867	0.66172	0.55082	0.00042	0.6258899999999999	0.58138	0.64207	0.67197	0.67972
3162.76331	0.68681	0.6617499999999999	0.55083	0.00034	0.6258899999999999	0.58163	0.6421	0.67201	0.67974
3161.7990500000001	0.68697	0.66173	0.55086	0.00065	0.62587	0.5817600000000001	0.64216	0.67221	0.67975
3160.8347899999999	0.68704	0.66172	0.55094	0.00068	0.62592	0.58173	0.64233	0.67235	0.67976
3159.8705300000001	0.68696	0.66172	0.55103	0.00055	0.6259	0.58164	0.64246	0.67232	0.67971
3158.9062800000002	0.68682	0.66165	0.55106	0.00053	0.62578	0.5816	0.64245	0.6722	0.67957
3157.94202	0.68666	0.66154	0.5511200000000001	0.0006400000000000001	0.6257200000000001	0.58165	0.64237	0.67205	0.67952
3156.9777600000002	0.68653	0.66149	0.55122	0.00044	0.6257	0.58166	0.64222	0.67199	0.67964
3156.0135100000002	0.68648	0.66148	0.55127	0.00028	0.62568	0.58163	0.64208	0.67204	0.67974
3155.04925	0.68648	0.6614100000000001	0.55124	0.00023	0.62573	0.58167	0.64203	0.67204	0.67968
3154.0849899999998	0.68636	0.66127	0.55116	0.00023	0.62568	0.58172	0.6420400000000001	0.67181	0.67948
3153.1207300000001	0.68613	0.66116	0.55102	0.0003	0.6254	0.58169	0.64197	0.6714599999999999	0.67925
3152.1564800000001	0.68603	0.6611399999999999	0.55088	0.00041	0.62514	0.58163	0.64184	0.67126	0.67913
3151.1922199999999	0.68612	0.66122	0.55088	0.00054	0.62521	0.58165	0.64181	0.67132	0.67927
3150.2279600000002	0.68633	0.6613599999999999	0.55104	0.00072	0.62548	0.58175	0.6419899999999999	0.67159	0.6795600000000001
3149.2637100000002	0.68657	0.66152	0.55116	0.00056	0.62563	0.58183	0.64224	0.67186	0.67976
3148.29945	0.68679	0.66169	0.55118	0.00032	0.62563	0.58188	0.64233	0.67206	0.67979
3147.3351899999998	0.68693	0.66189	0.55123	0.0004	0.62566	0.58196	0.64235	0.67225	0.67985
3146.37093	0.68704	0.66211	0.55137	0.00041	0.62577	0.58212	0.6424299999999999	0.6724	0.68007
3145.4066800000001	0.6871699999999999	0.66233	0.55157	0.00063	0.62592	0.5823700000000001	0.64257	0.67252	0.68033
3144.4424199999999	0.68726	0.66243	0.55175	0.0008	0.62613	0.58263	0.64274	0.67263	0.68047
3143.4781600000001	0.68729	0.66233	0.55178	0.00086	0.6263300000000001	0.58275	0.64289	0.6726799999999999	0.68044
3142.5139100000001	0.68729	0.66218	0.55171	0.00079	0.62644	0.58269	0.64294	0.67269	0.68038
3141.5496499999999	0.68719	0.6621	0.5517300000000001	0.00066	0.62644	0.58256	0.64288	0.67271	0.68045
3140.5853900000002	0.68701	0.66208	0.55186	0.00048	0.62635	0.58249	0.6428	0.67264	0.68052
3139.62113	0.68691	0.66206	0.5518999999999999	0.00065	0.62616	0.58241	0.64274	0.67247	0.68041
3138.65688	0.68692	0.66199	0.55179	0.00091	0.62601	0.58234	0.64274	0.67233	0.68026
3137.6926199999998	0.68703	0.66196	0.55181	0.0009700000000000001	0.62598	0.58242	0.64286	0.67239	0.68025
3136.7283600000001	0.68723	0.6620200000000001	0.55204	0.00072	0.62612	0.58268	0.6430900000000001	0.67267	0.68032
3135.7641100000001	0.68738	0.66211	0.55216	0.00035	0.62624	0.58291	0.64331	0.67291	0.68032
3134.7998499999999	0.68737	0.66213	0.55215	0.00018	0.62621	0.58302	0.6434	0.67296	0.6803
3133.8355900000001	0.68738	0.66211	0.55224	0.00045	0.62625	0.58314	0.64344	0.67298	0.68042
3132.8713299999999	0.68743	0.66211	0.55239	0.00063	0.6264	0.58322	0.64349	0.67298	0.68061
3131.90708	0.68728	0.66204	0.55245	0.00077	0.62636	0.58309	0.64344	0.67282	0.68058
3130.9428200000002	0.68699	0.6619	0.55246	0.00067	0.62618	0.58291	0.64332	0.67261	0.68033
3129.97856	0.6868300000000001	0.66179	0.55239	0.00058	0.62604	0.58287	0.6432600000000001	0.67243	0.6801199999999999
3129.01431	0.68687	0.66182	0.55231	0.0005	0.62605	0.583	0.64329	0.67236	0.68002
